    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/01/28,13:35:55
MCA Data File,200128 HPGe B ARAA 2B-RX.asc
 563,   53276
 564,   53660
 565,   53367
 566,   53284
 567,   53103
 568,   52733
 569,   52677
 570,   52888
 571,   52585
 572,   52341
 573,   52680
 574,   52223
 575,   51846
 576,   51866
 577,   52038
 578,   51740
 579,   51082
 580,   51489
 581,   51191
 582,   51249
 583,   51115
 584,   51106
 585,   50802
 586,   51033
 587,   50255
 588,   50815
 589,   50551
 590,   49757
 591,   50232
 592,   49620
 593,   49934
 594,   49832
 595,   49862
 596,   49569
 597,   49143
 598,   49666
 599,   49233
 600,   49259
 601,   49275
 602,   49003
 603,   48824
 604,   49145
 605,   48956
 606,   48647
 607,   48214
 608,   48718
 609,   48085
 610,   47810
 611,   47925
 612,   48385
 613,   47776
 614,   48149
 615,   48096
 616,   47883
 617,   47759
 618,   47955
 619,   47609
 620,   48030
 621,   47462
 622,   47602
 623,   47352
 624,   47143
 625,   46985
 626,   46936
 627,   47267
 628,   47033
 629,   47240
 630,   46762
 631,   46992
 632,   47394
 633,   47059
 634,   46819
 635,   46878
 636,   46751
 637,   46891
 638,   46913
 639,   46487
 640,   46127
 641,   46583
 642,   46344
 643,   46156
 644,   46637
 645,   46298
 646,   46499
 647,   46250
 648,   46408
 649,   45709
 650,   45816
 651,   46049
 652,   45703
 653,   45818
 654,   45520
 655,   45371
 656,   45342
 657,   45170
 658,   45240
 659,   44862
 660,   45328
 661,   45279
 662,   44889
 663,   44957
 664,   44766
 665,   45125
 666,   44801
 667,   44894
 668,   44685
 669,   44402
 670,   44386
 671,   44371
 672,   44138
 673,   44545
 674,   44008
 675,   43748
 676,   44312
 677,   44138
 678,   43704
 679,   43422
 680,   43928
 681,   43528
 682,   43083
 683,   43412
 684,   43206
 685,   43317
 686,   43203
 687,   42745
 688,   42981
 689,   42897
 690,   43024
 691,   42556
 692,   42557
 693,   42459
 694,   43106
 695,   42311
 696,   42708
 697,   42030
 698,   42251
 699,   42631
 700,   41841
 701,   42131
 702,   42001
 703,   42093
 704,   42116
 705,   41770
 706,   42179
 707,   42136
 708,   42516
 709,   41848
 710,   41755
 711,   41719
 712,   41785
 713,   41260
 714,   41542
 715,   41723
 716,   41014
 717,   41212
 718,   41031
 719,   40912
 720,   41192
 721,   40896
 722,   40695
 723,   40596
 724,   40734
 725,   40763
 726,   40829
 727,   40496
 728,   40420
 729,   40210
 730,   40503
 731,   40286
 732,   40270
 733,   39993
 734,   40275
 735,   39806
 736,   39840
 737,   39710
 738,   40020
 739,   39906
 740,   39828
 741,   39507
 742,   39423
 743,   39392
 744,   39280
 745,   39510
 746,   39408
 747,   39691
 748,   39575
 749,   39289
 750,   39270
 751,   39482
 752,   38934
 753,   39345
 754,   39003
 755,   38745
 756,   38493
 757,   38304
 758,   38404
 759,   38348
 760,   38097
 761,   38275
 762,   38075
 763,   38237
 764,   38271
 765,   37941
 766,   37888
 767,   37894
 768,   38155
 769,   37867
 770,   37570
 771,   37649
 772,   37912
 773,   37816
 774,   37422
 775,   37748
 776,   37647
 777,   37483
 778,   37551
 779,   37283
 780,   37413
 781,   37139
 782,   37296
 783,   37045
 784,   37014
 785,   37104
 786,   37078
 787,   37210
 788,   36999
 789,   36742
 790,   36677
 791,   36648
 792,   36561
 793,   36611
 794,   36519
 795,   36599
 796,   36528
 797,   35969
 798,   36645
 799,   36597
 800,   35752
 801,   36521
 802,   36306
 803,   36041
 804,   36049
 805,   36338
 806,   36034
 807,   36126
 808,   35861
 809,   35936
 810,   35998
 811,   36100
 812,   35661
 813,   35569
 814,   36004
 815,   35567
 816,   35631
 817,   35525
 818,   35415
 819,   35375
 820,   35839
 821,   35394
 822,   35637
 823,   35373
 824,   35329
 825,   35425
 826,   34948
 827,   35070
 828,   35204
 829,   35221
 830,   35021
 831,   34867
 832,   35271
 833,   35248
 834,   34830
 835,   34848
 836,   34733
 837,   34737
 838,   34908
 839,   34757
 840,   34678
 841,   34723
 842,   34616
 843,   34139
 844,   34746
 845,   34309
 846,   34494
 847,   34259
 848,   34551
 849,   34348
 850,   34422
 851,   34264
 852,   34131
 853,   34525
 854,   34364
 855,   34313
 856,   34170
 857,   34373
 858,   34258
 859,   34193
 860,   33786
 861,   33885
 862,   33784
 863,   33814
 864,   33810
 865,   33972
 866,   34003
 867,   33663
 868,   33712
 869,   33625
 870,   33477
 871,   33471
 872,   33801
 873,   33803
 874,   33590
 875,   33615
 876,   33745
 877,   33866
 878,   33673
 879,   33743
 880,   33418
 881,   33904
 882,   33610
 883,   33325
 884,   33440
 885,   33101
 886,   33049
 887,   33019
 888,   33084
 889,   33076
 890,   33152
 891,   32994
 892,   33178
 893,   33049
 894,   33070
 895,   33522
 896,   33005
 897,   32805
 898,   32967
 899,   33166
 900,   32885
 901,   32769
 902,   32941
 903,   32595
 904,   32647
 905,   32992
 906,   32540
 907,   32348
 908,   32215
 909,   32896
 910,   32680
 911,   32714
 912,   32595
 913,   32400
 914,   32766
 915,   32615
 916,   32478
 917,   32814
 918,   32472
 919,   32793
 920,   32605
 921,   32572
 922,   32503
 923,   32577
 924,   32419
 925,   32450
 926,   32414
 927,   32565
 928,   32538
 929,   31974
 930,   32608
 931,   32208
 932,   32352
 933,   32417
 934,   32163
 935,   32288
 936,   32312
 937,   32217
 938,   32313
 939,   32153
 940,   32349
 941,   32241
 942,   32144
 943,   32232
 944,   32201
 945,   32215
 946,   31860
 947,   31845
 948,   32145
 949,   32207
 950,   31847
 951,   31939
 952,   32124
 953,   31882
 954,   32105
 955,   32005
 956,   32280
 957,   32152
 958,   31687
 959,   31586
 960,   32018
 961,   31651
 962,   31707
 963,   32133
 964,   31820
 965,   31947
 966,   31501
 967,   32039
 968,   31668
 969,   31479
 970,   31913
 971,   31742
 972,   31677
 973,   31841
 974,   31625
 975,   31821
 976,   31926
 977,   31856
 978,   31735
 979,   31761
 980,   31296
 981,   31447
 982,   31328
 983,   31214
 984,   31418
 985,   31384
 986,   31148
 987,   31144
 988,   31316
 989,   31223
 990,   31327
 991,   31016
 992,   31010
 993,   31087
 994,   30741
 995,   30830
 996,   30634
 997,   30470
 998,   30857
 999,   30481
1000,   30284
1001,   30340
1002,   30577
1003,   30063
1004,   29970
1005,   29812
1006,   30091
1007,   30000
1008,   29612
1009,   29407
1010,   29425
1011,   29590
1012,   29238
1013,   29360
1014,   28735
1015,   28509
1016,   28226
1017,   28293
1018,   28266
1019,   27711
1020,   27911
1021,   27406
1022,   27451
1023,   26929
1024,   26836
1025,   26937
1026,   26709
1027,   26370
1028,   26311
1029,   26189
1030,   26139
1031,   25767
1032,   25727
1033,   25648
1034,   25143
1035,   25381
1036,   25394
1037,   25003
1038,   24967
1039,   24956
1040,   24692
1041,   24877
1042,   24563
1043,   24457
1044,   24462
1045,   24512
1046,   24700
1047,   24436
1048,   24663
1049,   24485
1050,   24472
1051,   24187
1052,   24218
1053,   24514
1054,   24257
1055,   23917
1056,   23666
1057,   23417
1058,   23722
1059,   23431
1060,   23530
1061,   23202
1062,   23237
1063,   23038
1064,   23088
1065,   22995
1066,   23046
1067,   22829
1068,   22577
1069,   22681
1070,   22584
1071,   22590
1072,   22723
1073,   22615
1074,   22514
1075,   22393
1076,   22150
1077,   22276
1078,   22240
1079,   21873
1080,   22236
1081,   22056
1082,   22074
1083,   21687
1084,   21972
1085,   21792
1086,   21632
1087,   22125
1088,   21687
1089,   21862
1090,   21401
1091,   21559
1092,   21613
1093,   21597
1094,   21290
1095,   21384
1096,   21425
1097,   21834
1098,   21424
1099,   21375
1100,   21158
1101,   21287
1102,   21076
1103,   21088
1104,   21357
1105,   20934
1106,   20742
1107,   20804
1108,   20916
1109,   20856
1110,   20892
1111,   20806
1112,   20759
1113,   20734
1114,   20817
1115,   20283
1116,   20706
1117,   20657
1118,   20404
1119,   20467
1120,   20531
1121,   20509
1122,   20294
1123,   20317
1124,   19997
1125,   20340
1126,   19968
1127,   20024
1128,   20029
1129,   19960
1130,   20094
1131,   20256
1132,   20004
1133,   19783
1134,   19934
1135,   19600
1136,   19833
1137,   19925
1138,   19791
1139,   19621
1140,   19551
1141,   19831
1142,   19774
1143,   19337
1144,   19336
1145,   19215
1146,   19335
1147,   19227
1148,   18885
1149,   19151
1150,   19155
1151,   18938
1152,   19186
1153,   19139
1154,   18877
1155,   19080
1156,   18980
1157,   18821
1158,   18882
1159,   18947
1160,   18729
1161,   18688
1162,   18576
1163,   18883
1164,   18563
1165,   18702
1166,   18652
1167,   18719
1168,   18656
1169,   18379
1170,   18467
1171,   18255
1172,   18254
1173,   18404
1174,   18452
1175,   18192
1176,   18118
1177,   17945
1178,   17995
1179,   18299
1180,   17910
1181,   18019
1182,   18003
1183,   18057
1184,   17984
1185,   17902
1186,   17883
1187,   17928
1188,   17690
1189,   17631
1190,   17938
1191,   17795
1192,   17623
1193,   17682
1194,   17537
1195,   17850
1196,   17589
1197,   17575
1198,   17384
1199,   17409
1200,   17410
1201,   17178
1202,   17348
1203,   17545
1204,   17071
1205,   17300
1206,   17059
1207,   16989
1208,   16939
1209,   16956
1210,   16919
1211,   16862
1212,   17146
1213,   16793
1214,   16628
1215,   16946
1216,   16726
1217,   16867
1218,   16823
1219,   16598
1220,   16892
1221,   16628
1222,   16733
1223,   16703
1224,   16770
1225,   16660
1226,   16768
1227,   16401
1228,   16680
1229,   16577
1230,   16467
1231,   16377
1232,   16202
1233,   16356
1234,   16603
1235,   16193
1236,   16117
1237,   16334
1238,   16308
1239,   16215
1240,   16374
1241,   16221
1242,   16266
1243,   15973
1244,   16212
1245,   16126
1246,   16035
1247,   16092
1248,   16020
1249,   16068
1250,   15866
1251,   15881
1252,   15829
1253,   16011
1254,   15703
1255,   15617
1256,   15694
1257,   15785
1258,   15633
1259,   15802
1260,   15668
1261,   15688
1262,   15580
1263,   15630
1264,   15492
1265,   15648
1266,   15479
1267,   15358
1268,   15494
1269,   15721
1270,   15413
1271,   15500
1272,   15131
1273,   15373
1274,   15516
1275,   15453
1276,   15281
1277,   15301
1278,   15259
1279,   15268
1280,   15283
1281,   15550
1282,   15346
1283,   15307
1284,   15350
1285,   15014
1286,   15211
1287,   15154
1288,   15430
1289,   15144
1290,   15086
1291,   15197
1292,   15248
1293,   15043
1294,   15099
1295,   15010
1296,   15157
1297,   15260
1298,   14969
1299,   14934
1300,   14962
1301,   15168
1302,   15041
1303,   14940
1304,   15068
1305,   15059
1306,   14803
1307,   14982
1308,   14802
1309,   14873
1310,   14709
1311,   14958
1312,   14723
1313,   14885
1314,   15009
1315,   14755
1316,   14838
1317,   14905
1318,   14855
1319,   14833
1320,   14658
1321,   14570
1322,   15119
1323,   14665
1324,   14538
1325,   14585
1326,   14595
1327,   14658
1328,   14585
1329,   14805
1330,   14424
1331,   14635
1332,   14583
1333,   14517
1334,   14598
1335,   14373
1336,   14713
1337,   14390
1338,   14481
1339,   14476
1340,   14814
1341,   14482
1342,   14267
1343,   14399
1344,   14479
1345,   14663
1346,   14313
1347,   14479
1348,   14248
1349,   14226
1350,   14232
1351,   14328
1352,   14270
1353,   14227
1354,   14388
1355,   14405
1356,   14191
1357,   14298
1358,   14472
1359,   14295
1360,   14378
1361,   14217
1362,   14060
1363,   14272
1364,   14172
1365,   14265
1366,   14037
1367,   14227
1368,   14172
1369,   14124
1370,   14196
1371,   14102
1372,   14165
1373,   14121
1374,   14190
1375,   14082
1376,   14173
1377,   13945
1378,   14151
1379,   14220
1380,   13826
1381,   13893
1382,   14087
1383,   13828
1384,   14021
1385,   14109
1386,   14130
1387,   13950
1388,   13800
1389,   14055
1390,   14033
1391,   14000
1392,   13803
1393,   13862
1394,   13889
1395,   14031
1396,   13881
1397,   13808
1398,   13716
1399,   13792
1400,   13626
1401,   13654
1402,   13851
1403,   13763
1404,   13734
1405,   13534
1406,   13940
1407,   13825
1408,   13482
1409,   13498
1410,   13730
1411,   13688
1412,   13628
1413,   13383
1414,   13660
1415,   13801
1416,   13630
1417,   13382
1418,   13744
1419,   13571
1420,   13604
1421,   13785
1422,   13620
1423,   13449
1424,   13385
1425,   13537
1426,   13575
1427,   13621
1428,   13622
1429,   13463
1430,   13543
1431,   13420
1432,   13454
1433,   13521
1434,   13470
1435,   13627
1436,   13519
1437,   13296
1438,   13274
1439,   13379
1440,   13328
1441,   13212
1442,   13380
1443,   13293
1444,   13270
1445,   13303
1446,   13610
1447,   13252
1448,   13331
1449,   13260
1450,   13303
1451,   13384
1452,   13430
1453,   13286
1454,   13300
1455,   13164
1456,   13165
1457,   13171
1458,   13024
1459,   13456
1460,   13238
1461,   13246
1462,   13230
1463,   13256
1464,   13255
1465,   13377
1466,   13203
1467,   13111
1468,   13120
1469,   13008
1470,   13027
1471,   13070
1472,   13251
1473,   13215
1474,   13228
1475,   13075
1476,   13011
1477,   13281
1478,   13229
1479,   12984
1480,   13162
1481,   13061
1482,   13291
1483,   13261
1484,   12944
1485,   13248
1486,   13229
1487,   13545
1488,   13523
1489,   13628
1490,   13550
1491,   13827
1492,   13844
1493,   13949
1494,   14097
1495,   14356
1496,   14653
1497,   14903
1498,   15198
1499,   15671
1500,   15874
1501,   16110
1502,   16444
1503,   16833
1504,   16639
1505,   17189
1506,   17181
1507,   17365
1508,   17244
1509,   17386
1510,   17577
1511,   17631
1512,   17893
1513,   18302
1514,   19020
1515,   19952
1516,   21128
1517,   23014
1518,   25700
1519,   29001
1520,   33507
1521,   39951
1522,   47837
1523,   58085
1524,   71456
1525,   88128
1526,  108674
1527,  132951
1528,  159780
1529,  190191
1530,  221110
1531,  247643
1532,  270142
1533,  282891
1534,  284971
1535,  276483
1536,  257951
1537,  233249
1538,  204602
1539,  176715
1540,  150442
1541,  126772
1542,  107513
1543,   91480
1544,   78215
1545,   68227
1546,   59572
1547,   53089
1548,   47608
1549,   43565
1550,   40313
1551,   37291
1552,   34891
1553,   32771
1554,   30669
1555,   29635
1556,   28569
1557,   27642
1558,   26387
1559,   25822
1560,   25156
1561,   24418
1562,   24000
1563,   23325
1564,   23007
1565,   22685
1566,   21827
1567,   21168
1568,   20328
1569,   19763
1570,   18723
1571,   18350
1572,   17609
1573,   16856
1574,   16178
1575,   15939
1576,   15339
1577,   15042
1578,   14684
1579,   14451
1580,   14203
1581,   13936
1582,   13701
1583,   13548
1584,   13232
1585,   13068
1586,   13118
1587,   12751
1588,   12630
1589,   12236
1590,   12134
1591,   12254
1592,   12020
1593,   11832
1594,   11826
1595,   11727
1596,   11611
1597,   11559
1598,   11417
1599,   11405
1600,   11155
1601,   11031
1602,   11094
1603,   11198
1604,   10880
1605,   10803
1606,   10669
1607,   10582
1608,   10708
1609,   10402
1610,   10590
1611,   10532
1612,   10307
1613,   10168
1614,   10228
1615,   10504
1616,   10192
1617,   10127
1618,   10103
1619,   10172
1620,    9949
1621,    9960
1622,    9820
1623,    9680
1624,    9839
1625,    9628
1626,    9637
1627,    9737
1628,    9464
1629,    9482
1630,    9561
1631,    9547
1632,    9487
1633,    9697
1634,    9425
1635,    9380
1636,    9214
1637,    9450
1638,    9377
1639,    9360
1640,    9163
1641,    9188
1642,    9163
1643,    9152
1644,    9135
1645,    9126
1646,    8876
1647,    9109
1648,    9013
1649,    9082
1650,    9189
1651,    8972
1652,    8942
1653,    9037
1654,    8933
1655,    8858
1656,    8912
1657,    8891
1658,    8808
1659,    8902
1660,    8806
1661,    8848
1662,    8682
1663,    8656
1664,    8726
1665,    8873
1666,    8657
1667,    8850
1668,    8600
1669,    8689
1670,    8481
1671,    8557
1672,    8660
1673,    8387
1674,    8682
1675,    8541
1676,    8464
1677,    8649
1678,    8486
1679,    8510
1680,    8527
1681,    8448
1682,    8556
1683,    8295
1684,    8362
1685,    8424
1686,    8415
1687,    8572
1688,    8569
1689,    8468
1690,    8399
1691,    8418
1692,    8364
1693,    8360
1694,    8407
1695,    8341
1696,    8247
1697,    8376
1698,    8278
1699,    8224
1700,    8277
1701,    8169
1702,    8183
1703,    8270
1704,    8332
1705,    8198
1706,    8220
1707,    8220
1708,    8317
1709,    7998
1710,    8066
1711,    8185
1712,    8144
1713,    8205
1714,    8096
1715,    8058
1716,    8164
1717,    8349
1718,    8131
1719,    8093
1720,    8042
1721,    8143
1722,    8258
1723,    8007
1724,    7918
1725,    8101
1726,    8033
1727,    7985
1728,    7903
1729,    8047
1730,    8032
1731,    7907
1732,    8038
1733,    7887
1734,    8043
1735,    8032
1736,    7863
1737,    7892
1738,    7957
1739,    8035
1740,    7974
1741,    7797
1742,    7867
1743,    7811
1744,    7777
1745,    7897
1746,    7700
1747,    7883
1748,    7936
1749,    7924
1750,    8004
1751,    8061
1752,    8169
1753,    8293
1754,    7886
1755,    7961
1756,    7851
1757,    7819
1758,    7851
1759,    7737
1760,    7747
1761,    7725
1762,    7743
1763,    7497
1764,    7803
1765,    7770
1766,    7665
1767,    7577
1768,    7692
1769,    7577
1770,    7613
1771,    7644
1772,    7540
1773,    7651
1774,    7720
1775,    7660
1776,    7646
1777,    7734
1778,    7564
1779,    7497
1780,    7486
1781,    7635
1782,    7625
1783,    7444
1784,    7599
1785,    7423
1786,    7406
1787,    7477
1788,    7443
1789,    7476
1790,    7490
1791,    7539
1792,    7594
1793,    7533
1794,    7422
1795,    7626
1796,    7401
1797,    7463
1798,    7418
1799,    7427
1800,    7406
1801,    7472
1802,    7641
1803,    7424
1804,    7308
1805,    7508
1806,    7271
1807,    7370
1808,    7441
1809,    7283
1810,    7508
1811,    7348
1812,    7329
1813,    7337
1814,    7226
1815,    7209
1816,    7313
1817,    7366
1818,    7162
1819,    7358
1820,    7296
1821,    7384
1822,    7220
1823,    7271
1824,    7333
1825,    7339
1826,    7420
1827,    7344
1828,    7388
1829,    7435
1830,    7612
1831,    7682
1832,    7538
1833,    7624
1834,    7469
1835,    7382
1836,    7307
1837,    7335
1838,    7158
1839,    7125
1840,    7159
1841,    7104
1842,    7154
1843,    7265
1844,    7187
1845,    7175
1846,    7303
1847,    6979
1848,    7125
1849,    7198
1850,    7040
1851,    6948
1852,    7090
1853,    7241
1854,    7004
1855,    6961
1856,    7144
1857,    7207
1858,    7157
1859,    6989
1860,    7110
1861,    6972
1862,    7081
1863,    6875
1864,    6887
1865,    6906
1866,    6973
1867,    7018
1868,    6977
1869,    7048
1870,    7002
1871,    7102
1872,    6832
1873,    7106
1874,    6928
1875,    6906
1876,    6958
1877,    6890
1878,    6848
1879,    6958
1880,    6976
1881,    6874
1882,    6920
1883,    6939
1884,    6949
1885,    6847
1886,    6911
1887,    6896
1888,    6852
1889,    6900
1890,    6914
1891,    6877
1892,    6882
1893,    6679
1894,    6660
1895,    6904
1896,    6780
1897,    6711
1898,    6836
1899,    6890
1900,    6734
1901,    6818
1902,    6951
1903,    6798
1904,    6820
1905,    6857
1906,    6813
1907,    6630
1908,    6736
1909,    6723
1910,    6752
1911,    6798
1912,    6662
1913,    6771
1914,    6643
1915,    6766
1916,    6780
1917,    6797
1918,    6723
1919,    6738
1920,    6653
1921,    6735
1922,    6840
1923,    6663
1924,    6540
1925,    6742
1926,    6667
1927,    6523
1928,    6743
1929,    6630
1930,    6655
1931,    6521
1932,    6674
1933,    6797
1934,    6555
1935,    6695
1936,    6694
1937,    6655
1938,    6703
1939,    6708
1940,    6468
1941,    6585
1942,    6619
1943,    6674
1944,    6688
1945,    6563
1946,    6700
1947,    6751
1948,    6558
1949,    6556
1950,    6714
1951,    6569
1952,    6734
1953,    6790
1954,    6453
1955,    6709
1956,    6571
1957,    6531
1958,    6483
1959,    6575
1960,    6555
1961,    6585
1962,    6503
1963,    6586
1964,    6513
1965,    6469
1966,    6561
1967,    6502
1968,    6534
1969,    6609
1970,    6532
1971,    6438
1972,    6407
1973,    6408
1974,    6388
1975,    6573
1976,    6472
1977,    6538
1978,    6422
1979,    6598
1980,    6477
1981,    6432
1982,    6518
1983,    6464
1984,    6448
1985,    6388
1986,    6380
1987,    6401
1988,    6383
1989,    6630
1990,    6322
1991,    6361
1992,    6462
1993,    6446
1994,    6492
1995,    6478
1996,    6410
1997,    6498
1998,    6340
1999,    6542
2000,    6391
2001,    6326
2002,    6402
2003,    6383
2004,    6451
2005,    6300
2006,    6387
2007,    6348
2008,    6287
2009,    6313
2010,    6215
2011,    6467
2012,    6388
2013,    6277
2014,    6299
2015,    6290
2016,    6381
2017,    6245
2018,    6230
2019,    6352
2020,    6402
2021,    6129
2022,    6282
2023,    6215
2024,    6259
2025,    6254
2026,    6156
2027,    6179
2028,    6289
2029,    6188
2030,    6183
2031,    6269
2032,    6217
2033,    6088
