    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/24,11:40:24
MCA Data File,200224 HPGe B polymer B piled up 4 pieces.asc
 194,       0
 195,       0
 196,       0
 197,       0
 198,       0
 199,       0
 200,       0
 201,       0
 202,       0
 203,       0
 204,       0
 205,       0
 206,       0
 207,       0
 208,       0
 209,       0
 210,       0
 211,       0
 212,       0
 213,       0
 214,       0
 215,       0
 216,       0
 217,       0
 218,       0
 219,       0
 220,       0
 221,       0
 222,       0
 223,       0
 224,       0
 225,       0
 226,       0
 227,       0
 228,       0
 229,       0
 230,       0
 231,       0
 232,       0
 233,       0
 234,       0
 235,       0
 236,       0
 237,       0
 238,       0
 239,       0
 240,       0
 241,       0
 242,       0
 243,       0
 244,       0
 245,       0
 246,       0
 247,       0
 248,       0
 249,       0
 250,       0
 251,       0
 252,       0
 253,       0
 254,       0
 255,       0
 256,       0
 257,       0
 258,       0
 259,       0
 260,       0
 261,       0
 262,       0
 263,       0
 264,       0
 265,       0
 266,       0
 267,       0
 268,       0
 269,       0
 270,       0
 271,       0
 272,       0
 273,       0
 274,       0
 275,       0
 276,       0
 277,       0
 278,       0
 279,       0
 280,       0
 281,       0
 282,       0
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,       0
 512,       1
 513,       0
 514,       0
 515,       1
 516,     651
 517,  575844
 518,  961656
 519,  951639
 520,  942367
 521,  920801
 522,  904480
 523,  889094
 524,  873105
 525,  857612
 526,  844147
 527,  831190
 528,  818929
 529,  810802
 530,  798375
 531,  790885
 532,  782752
 533,  777624
 534,  770277
 535,  765885
 536,  760042
 537,  757134
 538,  755735
 539,  770714
 540,  782724
 541,  770020
 542,  744715
 543,  732390
 544,  722926
 545,  718807
 546,  713887
 547,  710266
 548,  706293
 549,  704976
 550,  697913
 551,  695475
 552,  692306
 553,  690359
 554,  683878
 555,  682063
 556,  677603
 557,  675406
 558,  670387
 559,  669739
 560,  666101
 561,  664105
 562,  660337
 563,  656152
 564,  651180
 565,  652089
 566,  644577
 567,  644174
 568,  641193
 569,  639577
 570,  634650
 571,  631570
 572,  629338
 573,  627222
 574,  623708
 575,  621488
 576,  618416
 577,  616611
 578,  613814
 579,  610947
 580,  608532
 581,  604460
 582,  602181
 583,  599285
 584,  596894
 585,  595284
 586,  590717
 587,  589322
 588,  585284
 589,  583878
 590,  580665
 591,  578856
 592,  576585
 593,  575323
 594,  570107
 595,  568687
 596,  566947
 597,  563918
 598,  561389
 599,  558975
 600,  555080
 601,  553593
 602,  551105
 603,  546540
 604,  546209
 605,  542590
 606,  540758
 607,  536633
 608,  534602
 609,  532925
 610,  530491
 611,  528559
 612,  525259
 613,  522718
 614,  519852
 615,  517774
 616,  513587
 617,  512325
 618,  510767
 619,  507696
 620,  507444
 621,  503927
 622,  500355
 623,  499780
 624,  495605
 625,  496072
 626,  491191
 627,  489662
 628,  487303
 629,  486217
 630,  484346
 631,  483166
 632,  479769
 633,  478800
 634,  474612
 635,  473821
 636,  472874
 637,  471598
 638,  469691
 639,  467841
 640,  467344
 641,  464196
 642,  463810
 643,  462822
 644,  462176
 645,  461216
 646,  460171
 647,  459868
 648,  457237
 649,  456877
 650,  455140
 651,  454698
 652,  454255
 653,  452943
 654,  453434
 655,  451317
 656,  450881
 657,  450996
 658,  448296
 659,  448186
 660,  448617
 661,  448469
 662,  446785
 663,  446696
 664,  444700
 665,  444012
 666,  442741
 667,  442300
 668,  441580
 669,  442191
 670,  440685
 671,  440848
 672,  441560
 673,  439171
 674,  439592
 675,  439077
 676,  438970
 677,  437976
 678,  436445
 679,  435612
 680,  435358
 681,  433626
 682,  433062
 683,  433115
 684,  432361
 685,  430269
 686,  429232
 687,  428807
 688,  427697
 689,  428259
 690,  425840
 691,  426372
 692,  425442
 693,  424214
 694,  423183
 695,  423929
 696,  421257
 697,  422095
 698,  420056
 699,  421127
 700,  418569
 701,  418299
 702,  417011
 703,  418358
 704,  416936
 705,  416183
 706,  414012
 707,  413916
 708,  413926
 709,  413320
 710,  412289
 711,  412309
 712,  411618
 713,  411747
 714,  413831
 715,  414386
 716,  411238
 717,  408201
 718,  406763
 719,  407097
 720,  406959
 721,  405594
 722,  404878
 723,  403814
 724,  404081
 725,  403392
 726,  402985
 727,  401941
 728,  402871
 729,  401285
 730,  399600
 731,  400491
 732,  399525
 733,  398401
 734,  399113
 735,  397384
 736,  398424
 737,  399207
 738,  396776
 739,  395983
 740,  396899
 741,  396697
 742,  394316
 743,  394993
 744,  394842
 745,  394426
 746,  393715
 747,  393548
 748,  393177
 749,  392395
 750,  391146
 751,  392105
 752,  392362
 753,  391604
 754,  391073
 755,  388642
 756,  389330
 757,  390914
 758,  388994
 759,  389350
 760,  387390
 761,  387755
 762,  387730
 763,  387816
 764,  386829
 765,  386579
 766,  387521
 767,  388002
 768,  387416
 769,  387672
 770,  388457
 771,  390027
 772,  388517
 773,  389231
 774,  389656
 775,  390211
 776,  391464
 777,  392972
 778,  396604
 779,  401951
 780,  414328
 781,  433630
 782,  468183
 783,  548595
 784,  735750
 785, 1209841
 786, 2336311
 787, 4655026
 788, 8403502
 789,12744421
 790,15503068
 791,14839646
 792,11164866
 793, 6850283
 794, 3625383
 795, 1845752
 796, 1037667
 797,  692135
 798,  533177
 799,  445615
 800,  389273
 801,  350060
 802,  322467
 803,  302300
 804,  284196
 805,  272560
 806,  259947
 807,  250714
 808,  242745
 809,  236080
 810,  230270
 811,  223818
 812,  220325
 813,  215705
 814,  212171
 815,  208366
 816,  205294
 817,  202462
 818,  199488
 819,  197831
 820,  196127
 821,  193979
 822,  193100
 823,  190641
 824,  189105
 825,  188436
 826,  186456
 827,  185412
 828,  184273
 829,  182721
 830,  182464
 831,  181049
 832,  179745
 833,  179232
 834,  177369
 835,  177035
 836,  175255
 837,  175429
 838,  174081
 839,  173628
 840,  173634
 841,  173308
 842,  173125
 843,  171764
 844,  171255
 845,  170787
 846,  170456
 847,  169749
 848,  168415
 849,  168771
 850,  168625
 851,  168044
 852,  167595
 853,  167297
 854,  166912
 855,  166141
 856,  165460
 857,  165437
 858,  164951
 859,  164770
 860,  164178
 861,  164323
 862,  163208
 863,  163410
 864,  163046
 865,  163161
 866,  162291
 867,  162212
 868,  161653
 869,  161281
 870,  161609
 871,  161429
 872,  161138
 873,  160366
 874,  159774
 875,  159161
 876,  159067
 877,  159380
 878,  158696
 879,  157569
 880,  157644
 881,  157645
 882,  158158
 883,  156826
 884,  156697
 885,  156822
 886,  157168
 887,  156410
 888,  155638
 889,  155959
 890,  154905
 891,  155408
 892,  155343
 893,  155103
 894,  154696
 895,  154198
 896,  154546
 897,  154347
 898,  153289
 899,  154377
 900,  155130
 901,  157540
 902,  164263
 903,  176895
 904,  179875
 905,  169510
 906,  157649
 907,  154174
 908,  152655
 909,  152790
 910,  151926
 911,  151601
 912,  151289
 913,  152018
 914,  151750
 915,  151091
 916,  151039
 917,  151266
 918,  150801
 919,  150806
 920,  150591
 921,  150855
 922,  150476
 923,  150397
 924,  150408
 925,  150157
 926,  149832
 927,  150352
 928,  148934
 929,  149847
 930,  149661
 931,  148970
 932,  148824
 933,  148477
 934,  148572
 935,  148620
 936,  148511
 937,  148945
 938,  147656
 939,  148863
 940,  148483
 941,  149849
 942,  152284
 943,  163004
 944,  181132
 945,  188484
 946,  174949
 947,  156893
 948,  149029
 949,  147371
 950,  146880
 951,  146500
 952,  147005
 953,  146739
 954,  145800
 955,  146220
 956,  146016
 957,  145993
 958,  145138
 959,  145503
 960,  145215
 961,  145239
 962,  145430
 963,  144921
 964,  144923
 965,  144785
 966,  145320
 967,  144590
 968,  145258
 969,  144529
 970,  144200
 971,  144393
 972,  144508
 973,  144071
 974,  144045
 975,  143558
 976,  144107
 977,  144764
 978,  143852
 979,  143045
 980,  143532
 981,  143732
 982,  143415
 983,  143341
 984,  142538
 985,  143224
 986,  142865
 987,  143285
 988,  142239
 989,  142702
 990,  142083
 991,  142898
 992,  143296
 993,  142185
 994,  141790
 995,  142337
 996,  141658
 997,  141907
 998,  141791
 999,  142482
1000,  142518
1001,  141807
1002,  142370
1003,  141384
1004,  141848
1005,  141927
1006,  142380
1007,  142128
1008,  141931
1009,  141693
1010,  141241
1011,  141717
1012,  141194
1013,  141818
1014,  141104
1015,  140775
1016,  141121
1017,  140144
1018,  141439
1019,  141327
1020,  140903
1021,  141092
1022,  140153
1023,  140939
1024,  140675
1025,  140413
1026,  140334
1027,  140148
1028,  140761
1029,  140326
1030,  140952
1031,  140896
1032,  140294
1033,  141931
1034,  141039
1035,  140325
1036,  140026
1037,  139926
1038,  139428
1039,  139314
1040,  139567
1041,  139577
1042,  139216
1043,  139228
1044,  139788
1045,  139523
1046,  139043
1047,  139990
1048,  139221
1049,  138759
1050,  139621
1051,  139215
1052,  138998
1053,  139685
1054,  139379
1055,  139064
1056,  139015
1057,  139028
1058,  138849
1059,  139201
1060,  139248
1061,  139189
1062,  139000
1063,  138836
1064,  138915
1065,  138780
1066,  138041
1067,  138483
1068,  138661
1069,  138526
1070,  137891
1071,  138695
1072,  137847
1073,  137796
1074,  137638
1075,  139174
1076,  137953
1077,  137464
1078,  138191
1079,  137882
1080,  137089
1081,  138246
1082,  137067
1083,  138339
1084,  137932
1085,  138465
1086,  137291
1087,  138172
1088,  137393
1089,  137892
1090,  137262
1091,  137857
1092,  138294
1093,  137535
1094,  137111
1095,  137474
1096,  136958
1097,  137057
1098,  137310
1099,  136637
1100,  136716
1101,  137013
1102,  136838
1103,  136900
1104,  136682
1105,  136612
1106,  137101
1107,  136886
1108,  136915
1109,  136925
1110,  136193
1111,  136844
1112,  135933
1113,  136269
1114,  135698
1115,  136208
1116,  136152
1117,  136650
1118,  135982
1119,  137200
1120,  136180
1121,  136608
1122,  136014
1123,  136499
1124,  136332
1125,  136044
1126,  136062
1127,  136658
1128,  137861
1129,  140072
1130,  142095
1131,  141256
1132,  138303
1133,  137027
1134,  136230
1135,  136330
1136,  135652
1137,  135885
1138,  135066
1139,  136051
1140,  136181
1141,  135445
1142,  134682
1143,  134860
1144,  134957
1145,  135670
1146,  134647
1147,  135138
1148,  135763
1149,  135931
1150,  135066
1151,  135051
1152,  135516
1153,  135688
1154,  135559
1155,  135807
1156,  135340
1157,  135251
1158,  135054
1159,  135290
1160,  135181
1161,  135670
1162,  135357
1163,  135227
1164,  135363
1165,  135647
1166,  134946
1167,  135273
1168,  134643
1169,  134961
1170,  135219
1171,  135367
1172,  135945
1173,  136982
1174,  136062
1175,  136141
1176,  135808
1177,  135569
1178,  134877
1179,  135311
1180,  135367
1181,  136278
1182,  136455
1183,  137363
1184,  138664
1185,  141575
1186,  144939
1187,  147459
1188,  147048
1189,  144203
1190,  141538
1191,  138572
1192,  137645
1193,  137923
1194,  139487
1195,  139973
1196,  138126
1197,  137052
1198,  136175
1199,  135957
1200,  136713
1201,  137289
1202,  135964
1203,  136030
1204,  135742
1205,  136164
1206,  136176
1207,  135587
1208,  135397
1209,  135529
1210,  135496
1211,  135772
1212,  135997
1213,  135343
1214,  135901
1215,  135258
1216,  135441
1217,  136611
1218,  136109
1219,  136724
1220,  135821
1221,  137398
1222,  137222
1223,  137454
1224,  136696
1225,  136705
1226,  135567
1227,  135497
1228,  135746
1229,  135076
1230,  136066
1231,  135979
1232,  136146
1233,  136261
1234,  137038
1235,  137113
1236,  138061
1237,  138865
1238,  138591
1239,  136801
1240,  136473
1241,  137428
1242,  135217
1243,  136243
1244,  135897
1245,  136821
1246,  136817
1247,  136595
1248,  137354
1249,  137196
1250,  136700
1251,  137276
1252,  136825
1253,  137695
1254,  137373
1255,  137999
1256,  136870
1257,  137027
1258,  137411
1259,  137946
1260,  136992
1261,  137227
1262,  136883
1263,  137350
1264,  136927
1265,  137293
1266,  137686
1267,  137036
1268,  137636
1269,  137126
1270,  137523
1271,  137528
1272,  137216
1273,  137291
1274,  137360
1275,  137467
1276,  137251
1277,  137985
1278,  138151
1279,  138112
1280,  137640
1281,  137942
1282,  137853
1283,  138235
1284,  137437
1285,  138611
1286,  138009
1287,  138955
1288,  137953
1289,  138399
1290,  138529
1291,  138415
1292,  139045
1293,  139283
1294,  138552
1295,  139444
1296,  138123
1297,  139366
1298,  138226
1299,  139448
1300,  140587
1301,  140021
1302,  139657
1303,  140022
1304,  140050
1305,  140382
1306,  140440
1307,  140326
1308,  139951
1309,  140523
1310,  139694
1311,  139679
1312,  139571
1313,  139386
1314,  140135
1315,  140021
1316,  139911
1317,  141114
1318,  141152
1319,  140703
1320,  140596
1321,  140563
1322,  140451
1323,  141539
1324,  141059
1325,  140566
1326,  140097
1327,  141665
1328,  141153
1329,  141130
1330,  140950
1331,  142007
1332,  141489
1333,  141832
1334,  141853
1335,  142202
1336,  141816
1337,  142632
1338,  143840
1339,  145117
1340,  145916
1341,  144449
1342,  143590
1343,  142709
1344,  142488
1345,  142886
1346,  141550
1347,  142447
1348,  143342
1349,  142820
1350,  143035
1351,  143140
1352,  143255
1353,  143306
1354,  143572
1355,  143604
1356,  143525
1357,  144179
1358,  143535
1359,  144598
1360,  144097
1361,  144922
1362,  144730
1363,  144250
1364,  144395
1365,  145128
1366,  144601
1367,  145100
1368,  144477
1369,  145396
1370,  144720
1371,  146263
1372,  145996
1373,  145090
1374,  145801
1375,  145895
1376,  146113
1377,  145331
1378,  145773
1379,  146048
1380,  147392
1381,  146367
1382,  146472
1383,  147168
1384,  146727
1385,  147122
1386,  146612
1387,  147480
1388,  147349
1389,  147561
1390,  147610
1391,  147872
1392,  148460
1393,  147933
1394,  147592
1395,  148901
1396,  147915
1397,  148324
1398,  148381
1399,  148141
1400,  148376
1401,  149146
1402,  149485
1403,  148412
1404,  149123
1405,  149639
1406,  149707
1407,  148599
1408,  150587
1409,  150260
1410,  150011
1411,  149990
1412,  150050
1413,  150958
1414,  150844
1415,  151285
1416,  152883
1417,  156832
1418,  162825
1419,  168537
1420,  168784
1421,  162901
1422,  154895
1423,  152515
1424,  152745
1425,  152925
1426,  152172
1427,  151916
1428,  152762
1429,  153130
1430,  153510
1431,  155120
1432,  153973
1433,  153733
1434,  153325
1435,  153640
1436,  154990
1437,  154043
1438,  154463
1439,  155606
1440,  155569
1441,  155722
1442,  155725
1443,  155327
1444,  155800
1445,  155907
1446,  156079
1447,  157002
1448,  157584
1449,  157486
1450,  157182
1451,  157248
1452,  157953
1453,  158175
1454,  159074
1455,  161085
1456,  160300
1457,  159451
1458,  159147
1459,  160027
1460,  158861
1461,  159287
1462,  159771
1463,  160049
1464,  159804
1465,  160469
1466,  160658
1467,  160347
1468,  161252
1469,  161139
1470,  160659
1471,  161052
1472,  161859
1473,  162055
1474,  161796
1475,  162590
1476,  162941
1477,  163578
1478,  163475
1479,  164192
1480,  164659
1481,  164444
1482,  164388
1483,  164430
1484,  165461
1485,  165225
1486,  164933
1487,  165252
1488,  164139
1489,  165625
1490,  165858
1491,  166294
1492,  165902
1493,  167407
1494,  166834
1495,  166947
1496,  167269
1497,  167947
1498,  167804
1499,  168322
1500,  169574
1501,  170044
1502,  171615
1503,  172204
1504,  173637
1505,  172353
1506,  171924
1507,  171952
1508,  174985
1509,  178932
1510,  181956
1511,  179891
1512,  177188
1513,  174705
1514,  173103
1515,  172599
1516,  173136
1517,  173493
1518,  173921
1519,  173355
1520,  173594
1521,  174770
1522,  174392
1523,  175381
1524,  175302
1525,  175317
1526,  175809
1527,  176415
1528,  175941
1529,  176815
1530,  177425
1531,  177993
1532,  177872
1533,  178451
1534,  177573
1535,  178911
1536,  179383
1537,  179962
1538,  179834
1539,  180221
1540,  181039
1541,  181440
1542,  180923
1543,  181308
1544,  181914
1545,  181503
1546,  182028
1547,  181660
1548,  183102
1549,  183449
1550,  183134
1551,  184500
1552,  184152
1553,  185069
1554,  185013
1555,  185110
1556,  184791
1557,  186023
1558,  186510
1559,  187344
1560,  186873
1561,  187611
1562,  187446
1563,  187631
1564,  187843
1565,  188348
1566,  189223
1567,  189264
1568,  189516
1569,  189337
1570,  190112
1571,  190175
1572,  190706
1573,  191031
1574,  190658
1575,  191942
1576,  191529
1577,  192759
1578,  193762
1579,  192834
1580,  193316
1581,  194487
1582,  193706
1583,  193952
1584,  195093
1585,  195420
1586,  195403
1587,  195677
1588,  196046
1589,  197414
1590,  197273
1591,  198235
1592,  198019
1593,  198244
1594,  198223
1595,  198715
1596,  197913
1597,  199495
1598,  198578
1599,  198841
1600,  199125
1601,  199018
1602,  199294
1603,  200556
1604,  200227
1605,  200416
1606,  201023
1607,  201501
1608,  201894
1609,  201606
1610,  202292
1611,  202212
1612,  202934
1613,  202689
1614,  202884
1615,  202802
1616,  202969
1617,  203531
1618,  203509
1619,  203560
1620,  204251
1621,  204738
1622,  204079
1623,  204815
1624,  205227
1625,  204280
1626,  205149
1627,  204474
1628,  204517
1629,  204844
1630,  205534
1631,  204592
1632,  205313
1633,  204445
1634,  203835
1635,  203736
1636,  204126
1637,  203784
1638,  203071
1639,  203666
1640,  202551
1641,  202581
1642,  201721
1643,  200507
1644,  200608
1645,  198628
1646,  196600
1647,  196839
1648,  195055
1649,  193689
1650,  191334
1651,  188689
1652,  185561
1653,  183367
1654,  179181
1655,  176569
1656,  170989
1657,  168167
1658,  163438
1659,  159140
1660,  155430
1661,  153367
1662,  150095
1663,  148048
1664,  146049
1665,  144101
1666,  141863
1667,  141630
1668,  139440
1669,  138512
1670,  137549
1671,  135661
1672,  134557
1673,  133758
1674,  132501
1675,  132138
1676,  131019
1677,  130966
1678,  129927
1679,  129101
1680,  128855
1681,  127629
1682,  127463
1683,  126399
1684,  126323
1685,  126585
1686,  125467
1687,  124402
1688,  124418
1689,  123759
1690,  123454
1691,  122823
1692,  122264
1693,  121866
1694,  120882
1695,  120991
1696,  120705
1697,  119951
1698,  119759
1699,  119082
1700,  118194
1701,  117918
1702,  117963
1703,  117653
1704,  116817
1705,  116492
1706,  116273
1707,  116265
1708,  114620
1709,  115054
1710,  114425
1711,  114077
1712,  113195
1713,  113355
1714,  113001
1715,  111870
1716,  111722
1717,  111893
1718,  110678
1719,  110764
1720,  110611
1721,  109663
1722,  109753
1723,  109369
1724,  108535
1725,  108489
1726,  107896
1727,  107350
1728,  106678
1729,  106761
1730,  105713
1731,  106037
1732,  105478
1733,  105100
1734,  105196
1735,  104651
1736,  103972
1737,  103967
1738,  102750
1739,  102620
1740,  102528
1741,  101800
1742,  101229
1743,  101843
1744,  100857
1745,  101346
1746,  103914
1747,  106365
1748,  108113
1749,  105252
1750,  101651
1751,   98325
1752,   97004
1753,   96849
1754,   96051
1755,   95550
1756,   94410
1757,   94283
1758,   93457
1759,   93323
1760,   92873
1761,   91696
1762,   91096
1763,   91005
1764,   90568
1765,   90113
1766,   89813
1767,   88890
1768,   88603
1769,   87690
1770,   87259
1771,   87106
1772,   86113
1773,   85230
1774,   84950
1775,   84459
1776,   83193
1777,   82882
1778,   82118
1779,   82008
1780,   80329
1781,   80598
1782,   79639
1783,   79070
1784,   78475
1785,   77846
1786,   77166
1787,   76444
1788,   75687
1789,   74878
1790,   74482
1791,   73697
1792,   73147
1793,   72596
1794,   71278
1795,   71504
1796,   70359
1797,   69699
1798,   69068
1799,   68615
1800,   67829
1801,   67440
1802,   67235
1803,   66758
1804,   65436
1805,   64892
1806,   63950
1807,   62591
1808,   62411
1809,   61867
1810,   61839
1811,   60874
1812,   59814
1813,   59550
1814,   59366
1815,   58659
1816,   58124
1817,   58030
1818,   57723
1819,   56886
1820,   56441
1821,   56095
1822,   55424
1823,   55218
1824,   55100
1825,   54270
1826,   53985
1827,   53595
1828,   53289
1829,   53591
1830,   53597
1831,   53622
1832,   53405
1833,   52273
1834,   50893
1835,   50502
1836,   50591
1837,   49565
1838,   49565
1839,   49131
1840,   48743
1841,   48384
1842,   48098
1843,   47298
1844,   46783
1845,   47050
1846,   46511
1847,   46581
1848,   45620
1849,   45852
1850,   45331
1851,   45015
1852,   44636
1853,   44228
1854,   44483
1855,   43774
1856,   44025
1857,   43229
1858,   43274
1859,   42922
1860,   42464
1861,   42439
1862,   42671
1863,   42272
1864,   42014
1865,   41721
1866,   41331
1867,   41486
1868,   41293
1869,   41355
1870,   40993
1871,   40720
1872,   40898
1873,   40819
1874,   40306
1875,   40491
1876,   40321
1877,   40225
1878,   40095
1879,   40175
1880,   40147
1881,   39884
1882,   39781
1883,   40021
1884,   39878
1885,   39820
1886,   39827
1887,   39688
1888,   39310
1889,   39804
1890,   39407
1891,   39290
1892,   38962
1893,   39205
1894,   39491
1895,   39009
1896,   38817
1897,   39060
1898,   39010
1899,   38451
1900,   38778
1901,   38649
1902,   39078
1903,   38851
1904,   38423
1905,   38510
1906,   38387
1907,   38223
1908,   38286
1909,   38191
1910,   38401
1911,   38179
1912,   37897
1913,   38259
1914,   37825
1915,   38005
1916,   38423
1917,   37731
1918,   38187
1919,   37708
1920,   38072
1921,   37850
1922,   37800
1923,   37577
1924,   37861
1925,   37414
1926,   37639
1927,   37661
1928,   37661
1929,   37775
1930,   38317
1931,   38682
1932,   40000
1933,   40657
1934,   40522
1935,   39073
1936,   38006
1937,   37406
1938,   37148
1939,   36333
1940,   36809
1941,   37261
1942,   36295
1943,   36849
1944,   36482
1945,   36313
1946,   36570
1947,   36994
1948,   36497
1949,   36616
1950,   36276
1951,   36340
1952,   36563
1953,   36177
1954,   36396
1955,   36481
1956,   36873
1957,   36571
1958,   36973
1959,   36984
1960,   37048
1961,   36882
1962,   36988
1963,   37354
1964,   37246
1965,   37462
1966,   37678
1967,   38005
1968,   38040
1969,   38318
1970,   38981
1971,   39198
1972,   39802
1973,   40247
1974,   40650
1975,   40954
1976,   41713
1977,   42262
1978,   43581
1979,   45713
1980,   49021
1981,   54380
1982,   64468
1983,   83444
1984,  120483
1985,  199520
1986,  386847
1987,  856435
1988, 1965057
1989, 3981411
1990, 6123038
1991, 6490450
1992, 4594453
1993, 2242255
1994,  866895
1995,  355952
1996,  197750
1997,  140624
1998,  112597
1999,   93861
2000,   79699
2001,   69136
2002,   60520
2003,   53990
2004,   48336
2005,   44677
2006,   41027
2007,   37905
2008,   35713
2009,   33236
2010,   31130
2011,   29229
2012,   28144
2013,   26651
2014,   25259
2015,   24430
2016,   23101
2017,   22202
2018,   21322
2019,   20580
2020,   19850
2021,   19556
2022,   18763
2023,   18088
2024,   17802
2025,   17284
2026,   16858
2027,   16523
2028,   15933
2029,   15478
2030,   15373
