    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/24,11:40:04
MCA Data File,200224 HPGe A polymer B piled up 4 pieces.asc
 194,       0
 195,       0
 196,       0
 197,       0
 198,       0
 199,       0
 200,       0
 201,       0
 202,       0
 203,       0
 204,       0
 205,       0
 206,       0
 207,       0
 208,       0
 209,       0
 210,       0
 211,       0
 212,       0
 213,       0
 214,       0
 215,       0
 216,       0
 217,       0
 218,       0
 219,       0
 220,       0
 221,       0
 222,       0
 223,       0
 224,       0
 225,       0
 226,       0
 227,       0
 228,       0
 229,       0
 230,       0
 231,       0
 232,       0
 233,       0
 234,       0
 235,       0
 236,       0
 237,       0
 238,       0
 239,       0
 240,       0
 241,       0
 242,       0
 243,       0
 244,       0
 245,       0
 246,       0
 247,       0
 248,       0
 249,       0
 250,       0
 251,       0
 252,       0
 253,       0
 254,       0
 255,       0
 256,       0
 257,       0
 258,       0
 259,       0
 260,       0
 261,       0
 262,       0
 263,       0
 264,       0
 265,       0
 266,       0
 267,       0
 268,       0
 269,       0
 270,       0
 271,       0
 272,       0
 273,       0
 274,       0
 275,       0
 276,       0
 277,       0
 278,       0
 279,       0
 280,       0
 281,       0
 282,       0
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,    3050
 512,  731026
 513,  965772
 514,  948512
 515,  933487
 516,  917929
 517,  903878
 518,  891577
 519,  879985
 520,  869761
 521,  861876
 522,  853972
 523,  847093
 524,  838833
 525,  833003
 526,  826752
 527,  823887
 528,  824211
 529,  840643
 530,  856532
 531,  843573
 532,  810958
 533,  794958
 534,  785036
 535,  779961
 536,  775624
 537,  773180
 538,  767272
 539,  761976
 540,  758340
 541,  756449
 542,  752170
 543,  745933
 544,  743382
 545,  740350
 546,  734206
 547,  732903
 548,  729778
 549,  727819
 550,  721708
 551,  719773
 552,  717602
 553,  711486
 554,  708453
 555,  706673
 556,  704383
 557,  700564
 558,  696698
 559,  694946
 560,  691532
 561,  689016
 562,  686417
 563,  684064
 564,  680285
 565,  678704
 566,  674503
 567,  673201
 568,  670545
 569,  667824
 570,  664752
 571,  662598
 572,  660029
 573,  657545
 574,  652862
 575,  653274
 576,  650059
 577,  649383
 578,  643973
 579,  641823
 580,  639000
 581,  637581
 582,  634336
 583,  631899
 584,  630102
 585,  627102
 586,  626025
 587,  623696
 588,  619418
 589,  617361
 590,  616281
 591,  612043
 592,  610298
 593,  607420
 594,  604656
 595,  600721
 596,  598888
 597,  597501
 598,  594453
 599,  593505
 600,  590244
 601,  588785
 602,  583684
 603,  582541
 604,  580288
 605,  579962
 606,  575782
 607,  573774
 608,  571711
 609,  567974
 610,  565630
 611,  564106
 612,  562226
 613,  559854
 614,  556572
 615,  554875
 616,  553618
 617,  552516
 618,  550521
 619,  548397
 620,  548560
 621,  546408
 622,  543548
 623,  541109
 624,  538652
 625,  536826
 626,  536110
 627,  533833
 628,  531608
 629,  531069
 630,  529342
 631,  527937
 632,  527016
 633,  525928
 634,  525527
 635,  523990
 636,  522570
 637,  522355
 638,  521700
 639,  518542
 640,  519483
 641,  518708
 642,  516741
 643,  513716
 644,  516183
 645,  514186
 646,  513950
 647,  513159
 648,  510876
 649,  512289
 650,  509676
 651,  509038
 652,  509829
 653,  507709
 654,  506213
 655,  505448
 656,  505503
 657,  507185
 658,  504314
 659,  504597
 660,  502604
 661,  504116
 662,  503263
 663,  503301
 664,  503528
 665,  502423
 666,  500407
 667,  500517
 668,  498838
 669,  497684
 670,  498210
 671,  498711
 672,  495744
 673,  496878
 674,  495017
 675,  496092
 676,  493278
 677,  494566
 678,  490684
 679,  491544
 680,  491359
 681,  491482
 682,  489020
 683,  489517
 684,  487343
 685,  487427
 686,  488585
 687,  487211
 688,  485851
 689,  485988
 690,  485303
 691,  484803
 692,  483265
 693,  484394
 694,  482836
 695,  481295
 696,  482913
 697,  481511
 698,  481004
 699,  480733
 700,  479895
 701,  480157
 702,  482180
 703,  483214
 704,  484317
 705,  480021
 706,  477347
 707,  476949
 708,  477956
 709,  478088
 710,  476605
 711,  477835
 712,  476278
 713,  475676
 714,  474845
 715,  475550
 716,  474359
 717,  474759
 718,  475754
 719,  476142
 720,  476101
 721,  477296
 722,  475529
 723,  474510
 724,  473974
 725,  475668
 726,  475727
 727,  475535
 728,  476309
 729,  477102
 730,  477574
 731,  477996
 732,  478250
 733,  478593
 734,  479659
 735,  479988
 736,  479520
 737,  481377
 738,  480339
 739,  481507
 740,  481797
 741,  482895
 742,  484677
 743,  485774
 744,  486101
 745,  486246
 746,  487353
 747,  489610
 748,  490362
 749,  490231
 750,  491080
 751,  492718
 752,  493019
 753,  493790
 754,  495609
 755,  494961
 756,  496892
 757,  499680
 758,  499674
 759,  503051
 760,  503959
 761,  505162
 762,  506164
 763,  508677
 764,  509797
 765,  513362
 766,  517607
 767,  525678
 768,  536509
 769,  556387
 770,  598546
 771,  694991
 772,  932201
 773, 1518317
 774, 2869685
 775, 5561837
 776, 9805040
 777,14646796
 778,17733452
 779,17035821
 780,12954689
 781, 8026138
 782, 4293317
 783, 2200240
 784, 1232594
 785,  823916
 786,  632772
 787,  529955
 788,  466495
 789,  421377
 790,  386382
 791,  361084
 792,  340366
 793,  323646
 794,  308111
 795,  296434
 796,  287020
 797,  278004
 798,  269396
 799,  262252
 800,  255862
 801,  250390
 802,  245450
 803,  241442
 804,  237151
 805,  234126
 806,  231012
 807,  228189
 808,  224759
 809,  223847
 810,  220349
 811,  217479
 812,  216313
 813,  215094
 814,  213463
 815,  210475
 816,  209907
 817,  208189
 818,  205915
 819,  205200
 820,  204209
 821,  202725
 822,  201761
 823,  201278
 824,  200264
 825,  199808
 826,  197411
 827,  197700
 828,  196602
 829,  196101
 830,  195256
 831,  193805
 832,  193914
 833,  193634
 834,  193192
 835,  191661
 836,  192038
 837,  190329
 838,  189626
 839,  189631
 840,  187799
 841,  188413
 842,  188030
 843,  187595
 844,  187846
 845,  186747
 846,  185718
 847,  185613
 848,  185761
 849,  184122
 850,  184344
 851,  182853
 852,  183339
 853,  183158
 854,  182049
 855,  182892
 856,  181989
 857,  182803
 858,  180873
 859,  181896
 860,  182124
 861,  180361
 862,  180093
 863,  179304
 864,  178792
 865,  178558
 866,  179167
 867,  177688
 868,  178265
 869,  177660
 870,  177471
 871,  177460
 872,  177088
 873,  176561
 874,  177107
 875,  176051
 876,  176206
 877,  176695
 878,  175018
 879,  175184
 880,  174964
 881,  174975
 882,  175208
 883,  174098
 884,  173483
 885,  173830
 886,  174687
 887,  174898
 888,  177884
 889,  185915
 890,  198039
 891,  204014
 892,  194539
 893,  180897
 894,  174239
 895,  171788
 896,  172776
 897,  171007
 898,  170993
 899,  170565
 900,  170783
 901,  170444
 902,  170380
 903,  170271
 904,  169251
 905,  169880
 906,  169797
 907,  168843
 908,  169563
 909,  167971
 910,  168515
 911,  168561
 912,  168853
 913,  168790
 914,  167777
 915,  167758
 916,  168490
 917,  167750
 918,  167426
 919,  168132
 920,  166985
 921,  167073
 922,  166608
 923,  167346
 924,  167430
 925,  166972
 926,  167346
 927,  167591
 928,  169248
 929,  175431
 930,  189598
 931,  208843
 932,  213206
 933,  195655
 934,  175916
 935,  167939
 936,  166739
 937,  165761
 938,  164679
 939,  165671
 940,  164437
 941,  164269
 942,  164122
 943,  164644
 944,  163534
 945,  163125
 946,  164309
 947,  163645
 948,  163445
 949,  163333
 950,  162405
 951,  163230
 952,  162284
 953,  161359
 954,  162636
 955,  162438
 956,  162042
 957,  162147
 958,  162653
 959,  162013
 960,  161449
 961,  161445
 962,  161873
 963,  161826
 964,  161416
 965,  161599
 966,  161609
 967,  161318
 968,  161159
 969,  160735
 970,  160573
 971,  160562
 972,  160178
 973,  160706
 974,  160438
 975,  160269
 976,  160285
 977,  160265
 978,  160089
 979,  159868
 980,  160278
 981,  159721
 982,  159790
 983,  159670
 984,  159480
 985,  159737
 986,  159435
 987,  159750
 988,  159376
 989,  159409
 990,  159085
 991,  159120
 992,  159198
 993,  159449
 994,  158682
 995,  159683
 996,  158268
 997,  158253
 998,  159281
 999,  158247
1000,  158738
1001,  158496
1002,  158061
1003,  158200
1004,  158478
1005,  157995
1006,  158143
1007,  158079
1008,  158611
1009,  157481
1010,  157993
1011,  157790
1012,  157435
1013,  157475
1014,  157825
1015,  157305
1016,  157740
1017,  156992
1018,  158690
1019,  159417
1020,  158963
1021,  158188
1022,  156983
1023,  156592
1024,  156659
1025,  157148
1026,  156198
1027,  156878
1028,  156041
1029,  156015
1030,  156881
1031,  155846
1032,  156416
1033,  156044
1034,  155377
1035,  156545
1036,  155426
1037,  155909
1038,  156090
1039,  155524
1040,  155705
1041,  156086
1042,  154972
1043,  156753
1044,  156159
1045,  156309
1046,  156337
1047,  156250
1048,  155502
1049,  156256
1050,  155461
1051,  155929
1052,  155249
1053,  156227
1054,  155240
1055,  156038
1056,  154493
1057,  155298
1058,  154684
1059,  155364
1060,  155038
1061,  154723
1062,  154846
1063,  155120
1064,  154049
1065,  155157
1066,  154655
1067,  154339
1068,  153658
1069,  154970
1070,  153859
1071,  154471
1072,  154434
1073,  154397
1074,  154621
1075,  154590
1076,  154338
1077,  154897
1078,  155417
1079,  154648
1080,  154773
1081,  154056
1082,  154602
1083,  154680
1084,  154664
1085,  154400
1086,  154471
1087,  154367
1088,  153642
1089,  154748
1090,  154065
1091,  154171
1092,  154660
1093,  154391
1094,  154372
1095,  153308
1096,  153810
1097,  153537
1098,  153728
1099,  153561
1100,  153818
1101,  154102
1102,  153910
1103,  153818
1104,  153404
1105,  153555
1106,  153134
1107,  153425
1108,  153314
1109,  153956
1110,  153856
1111,  153373
1112,  153000
1113,  154822
1114,  156382
1115,  158780
1116,  159689
1117,  157054
1118,  155169
1119,  153769
1120,  153058
1121,  153055
1122,  153266
1123,  153094
1124,  152409
1125,  152896
1126,  153238
1127,  153193
1128,  153220
1129,  153516
1130,  152200
1131,  152905
1132,  152877
1133,  153630
1134,  152789
1135,  152679
1136,  153142
1137,  152377
1138,  152937
1139,  152662
1140,  152845
1141,  152659
1142,  152789
1143,  153034
1144,  152611
1145,  152756
1146,  152919
1147,  152157
1148,  152541
1149,  152074
1150,  152117
1151,  152567
1152,  153182
1153,  152872
1154,  152286
1155,  152723
1156,  152147
1157,  153036
1158,  152276
1159,  153503
1160,  153076
1161,  152778
1162,  152496
1163,  152338
1164,  152534
1165,  153415
1166,  152873
1167,  153074
1168,  154148
1169,  156975
1170,  161137
1171,  163694
1172,  166903
1173,  167061
1174,  163273
1175,  159878
1176,  156878
1177,  154705
1178,  155702
1179,  157396
1180,  157533
1181,  156295
1182,  154864
1183,  153936
1184,  153424
1185,  154172
1186,  153734
1187,  154297
1188,  153287
1189,  152857
1190,  152131
1191,  153243
1192,  152552
1193,  152582
1194,  153486
1195,  153381
1196,  152923
1197,  152821
1198,  152951
1199,  153581
1200,  152457
1201,  153704
1202,  153053
1203,  153232
1204,  153490
1205,  154122
1206,  154317
1207,  155218
1208,  154494
1209,  153926
1210,  153397
1211,  153728
1212,  153894
1213,  153653
1214,  153491
1215,  154465
1216,  152896
1217,  153396
1218,  154364
1219,  154857
1220,  155854
1221,  157003
1222,  157358
1223,  155586
1224,  153875
1225,  153466
1226,  153970
1227,  153825
1228,  154095
1229,  153741
1230,  153601
1231,  154039
1232,  153670
1233,  153812
1234,  153895
1235,  154177
1236,  153946
1237,  154280
1238,  154487
1239,  154950
1240,  154678
1241,  155025
1242,  154449
1243,  154258
1244,  154216
1245,  154381
1246,  153929
1247,  154881
1248,  154663
1249,  154262
1250,  154541
1251,  154762
1252,  154792
1253,  154506
1254,  155260
1255,  154383
1256,  154272
1257,  154804
1258,  155416
1259,  154609
1260,  155258
1261,  155136
1262,  155019
1263,  155594
1264,  155371
1265,  155811
1266,  155736
1267,  155181
1268,  154743
1269,  156138
1270,  155970
1271,  156213
1272,  155617
1273,  157273
1274,  156050
1275,  156163
1276,  156361
1277,  157019
1278,  156862
1279,  156930
1280,  156417
1281,  157075
1282,  156890
1283,  157442
1284,  157988
1285,  158689
1286,  157619
1287,  157228
1288,  157386
1289,  157678
1290,  159037
1291,  158754
1292,  157635
1293,  158336
1294,  158005
1295,  158414
1296,  157689
1297,  157492
1298,  157683
1299,  157782
1300,  156863
1301,  157872
1302,  157792
1303,  158216
1304,  158431
1305,  158240
1306,  158662
1307,  158248
1308,  158725
1309,  159133
1310,  158982
1311,  158541
1312,  159268
1313,  158526
1314,  158547
1315,  158787
1316,  159935
1317,  159446
1318,  159647
1319,  160362
1320,  160827
1321,  161071
1322,  162518
1323,  162305
1324,  163471
1325,  163729
1326,  160059
1327,  160378
1328,  161376
1329,  161567
1330,  161364
1331,  161292
1332,  161302
1333,  161303
1334,  161577
1335,  161397
1336,  161578
1337,  162063
1338,  161731
1339,  161925
1340,  161824
1341,  161683
1342,  162398
1343,  162775
1344,  162870
1345,  163282
1346,  161893
1347,  163284
1348,  162338
1349,  163770
1350,  162893
1351,  163209
1352,  163072
1353,  164156
1354,  164014
1355,  163621
1356,  163975
1357,  163667
1358,  163808
1359,  164418
1360,  164863
1361,  164890
1362,  164940
1363,  165226
1364,  164508
1365,  165540
1366,  164963
1367,  165464
1368,  165586
1369,  166125
1370,  165939
1371,  165849
1372,  166058
1373,  167223
1374,  166945
1375,  167004
1376,  166979
1377,  166454
1378,  167743
1379,  167269
1380,  167891
1381,  168071
1382,  167499
1383,  167712
1384,  168211
1385,  168170
1386,  169067
1387,  168236
1388,  168019
1389,  168479
1390,  169340
1391,  169039
1392,  169395
1393,  170571
1394,  169536
1395,  170223
1396,  169832
1397,  170293
1398,  170823
1399,  173484
1400,  176509
1401,  183297
1402,  190306
1403,  192355
1404,  185608
1405,  177815
1406,  173016
1407,  172692
1408,  172069
1409,  172166
1410,  172900
1411,  172048
1412,  172241
1413,  173081
1414,  172892
1415,  173007
1416,  172569
1417,  174100
1418,  173156
1419,  174288
1420,  173829
1421,  174908
1422,  175215
1423,  174558
1424,  175347
1425,  175706
1426,  174899
1427,  176248
1428,  175650
1429,  176448
1430,  175456
1431,  176879
1432,  177410
1433,  177499
1434,  177480
1435,  179110
1436,  178304
1437,  178969
1438,  180324
1439,  179570
1440,  179950
1441,  180010
1442,  179197
1443,  179217
1444,  179176
1445,  179658
1446,  180817
1447,  179632
1448,  180237
1449,  180961
1450,  180266
1451,  181245
1452,  181920
1453,  181359
1454,  181440
1455,  182207
1456,  182204
1457,  182157
1458,  183419
1459,  182949
1460,  183734
1461,  184140
1462,  184535
1463,  184883
1464,  185001
1465,  185128
1466,  185517
1467,  185115
1468,  186323
1469,  185537
1470,  186075
1471,  186180
1472,  186113
1473,  186720
1474,  187534
1475,  187914
1476,  188697
1477,  188837
1478,  187358
1479,  188983
1480,  188432
1481,  189060
1482,  189593
1483,  190535
1484,  191753
1485,  194173
1486,  195092
1487,  194477
1488,  194253
1489,  193472
1490,  194821
1491,  199563
1492,  203195
1493,  205390
1494,  202330
1495,  197237
1496,  194721
1497,  193846
1498,  194109
1499,  193909
1500,  194863
1501,  194593
1502,  195188
1503,  195068
1504,  196056
1505,  196467
1506,  196162
1507,  195300
1508,  197571
1509,  196582
1510,  196439
1511,  197919
1512,  198352
1513,  198187
1514,  198447
1515,  199244
1516,  198997
1517,  199682
1518,  199945
1519,  199995
1520,  200642
1521,  200663
1522,  200638
1523,  200488
1524,  201508
1525,  202657
1526,  202380
1527,  202753
1528,  203088
1529,  203465
1530,  203647
1531,  204160
1532,  204563
1533,  204439
1534,  205745
1535,  206300
1536,  205976
1537,  205767
1538,  206358
1539,  206942
1540,  206243
1541,  206953
1542,  208586
1543,  209484
1544,  209276
1545,  209462
1546,  209295
1547,  209536
1548,  209589
1549,  210195
1550,  210232
1551,  211112
1552,  212399
1553,  211970
1554,  212138
1555,  211772
1556,  212932
1557,  214269
1558,  213965
1559,  214336
1560,  215218
1561,  215021
1562,  215780
1563,  215494
1564,  216154
1565,  217001
1566,  217385
1567,  217606
1568,  217771
1569,  218339
1570,  217910
1571,  219614
1572,  219716
1573,  220612
1574,  221002
1575,  221864
1576,  220464
1577,  221025
1578,  220554
1579,  220921
1580,  221060
1581,  221088
1582,  222088
1583,  222377
1584,  222813
1585,  221775
1586,  222044
1587,  223066
1588,  223170
1589,  223317
1590,  223766
1591,  224075
1592,  224509
1593,  224919
1594,  225402
1595,  225452
1596,  225799
1597,  225871
1598,  224789
1599,  225518
1600,  225681
1601,  226353
1602,  226307
1603,  227294
1604,  227116
1605,  227333
1606,  227157
1607,  227273
1608,  227853
1609,  227054
1610,  228115
1611,  227919
1612,  226523
1613,  228414
1614,  228245
1615,  227324
1616,  227036
1617,  226835
1618,  227318
1619,  226937
1620,  225633
1621,  225817
1622,  225150
1623,  225173
1624,  223581
1625,  223735
1626,  222512
1627,  221325
1628,  220011
1629,  218408
1630,  216504
1631,  214568
1632,  212985
1633,  210011
1634,  206596
1635,  203914
1636,  200375
1637,  195860
1638,  191096
1639,  187090
1640,  182175
1641,  178467
1642,  175876
1643,  172801
1644,  170360
1645,  168231
1646,  165159
1647,  162543
1648,  161490
1649,  160657
1650,  158663
1651,  157243
1652,  155307
1653,  153884
1654,  153444
1655,  152210
1656,  151506
1657,  150628
1658,  149702
1659,  148674
1660,  147971
1661,  147429
1662,  146125
1663,  146094
1664,  146094
1665,  144899
1666,  143880
1667,  142907
1668,  142665
1669,  141723
1670,  140375
1671,  140136
1672,  140413
1673,  138875
1674,  139326
1675,  137992
1676,  136965
1677,  136573
1678,  136733
1679,  136179
1680,  135025
1681,  134592
1682,  133787
1683,  133280
1684,  133451
1685,  132357
1686,  132294
1687,  130836
1688,  131611
1689,  130711
1690,  130845
1691,  129699
1692,  129773
1693,  128939
1694,  127965
1695,  128163
1696,  126642
1697,  127359
1698,  126299
1699,  126196
1700,  125426
1701,  125245
1702,  125230
1703,  124435
1704,  124175
1705,  123111
1706,  122139
1707,  122091
1708,  121728
1709,  121400
1710,  120596
1711,  120401
1712,  119939
1713,  119632
1714,  118764
1715,  117898
1716,  117710
1717,  117196
1718,  116958
1719,  116543
1720,  115532
1721,  115496
1722,  115560
1723,  115137
1724,  114201
1725,  115193
1726,  116517
1727,  118672
1728,  121866
1729,  121760
1730,  119773
1731,  114753
1732,  111280
1733,  109504
1734,  108602
1735,  108252
1736,  107570
1737,  106643
1738,  106274
1739,  105706
1740,  105136
1741,  104168
1742,  103815
1743,  103042
1744,  102672
1745,  101856
1746,  101307
1747,  100199
1748,  100417
1749,   99421
1750,   98602
1751,   98150
1752,   96748
1753,   96481
1754,   96487
1755,   95440
1756,   93873
1757,   93626
1758,   93171
1759,   92742
1760,   91561
1761,   90930
1762,   90386
1763,   89726
1764,   89487
1765,   88466
1766,   87298
1767,   86658
1768,   85868
1769,   85166
1770,   84878
1771,   83984
1772,   83158
1773,   82311
1774,   81960
1775,   80880
1776,   79742
1777,   79825
1778,   78935
1779,   78334
1780,   77842
1781,   77008
1782,   77144
1783,   76244
1784,   75951
1785,   74705
1786,   73983
1787,   72936
1788,   72166
1789,   72044
1790,   71292
1791,   70875
1792,   69822
1793,   69940
1794,   69356
1795,   68666
1796,   68527
1797,   68205
1798,   66538
1799,   67095
1800,   66302
1801,   65603
1802,   64897
1803,   64773
1804,   64589
1805,   64167
1806,   64040
1807,   63598
1808,   62803
1809,   63031
1810,   62922
1811,   63062
1812,   62995
1813,   61981
1814,   60976
1815,   60107
1816,   60111
1817,   59547
1818,   58976
1819,   59127
1820,   58427
1821,   58226
1822,   57894
1823,   57186
1824,   57090
1825,   57488
1826,   57039
1827,   56773
1828,   55991
1829,   55958
1830,   55600
1831,   55912
1832,   55418
1833,   54986
1834,   54810
1835,   54795
1836,   54232
1837,   54494
1838,   53951
1839,   53713
1840,   53677
1841,   53185
1842,   52764
1843,   52858
1844,   52840
1845,   52958
1846,   52526
1847,   52489
1848,   52664
1849,   52087
1850,   52156
1851,   52031
1852,   52038
1853,   52064
1854,   52085
1855,   51640
1856,   52153
1857,   51767
1858,   52107
1859,   51732
1860,   52182
1861,   52348
1862,   52566
1863,   52196
1864,   52188
1865,   52095
1866,   52212
1867,   51899
1868,   51922
1869,   51497
1870,   51686
1871,   51436
1872,   51545
1873,   51482
1874,   51783
1875,   51538
1876,   51461
1877,   51474
1878,   51175
1879,   51805
1880,   51692
1881,   51442
1882,   51499
1883,   51273
1884,   51221
1885,   51392
1886,   51181
1887,   50860
1888,   51162
1889,   51425
1890,   50772
1891,   51405
1892,   50718
1893,   51110
1894,   50954
1895,   51435
1896,   50889
1897,   50979
1898,   50623
1899,   51053
1900,   51385
1901,   51013
1902,   51150
1903,   51048
1904,   51106
1905,   51493
1906,   51106
1907,   50965
1908,   51594
1909,   51917
1910,   52498
1911,   53867
1912,   55065
1913,   55017
1914,   53856
1915,   52594
1916,   51736
1917,   51546
1918,   51461
1919,   51301
1920,   51614
1921,   51517
1922,   52268
1923,   52073
1924,   51837
1925,   52100
1926,   52361
1927,   52542
1928,   53032
1929,   53000
1930,   53033
1931,   53114
1932,   53758
1933,   54055
1934,   54453
1935,   54871
1936,   55632
1937,   55721
1938,   56417
1939,   56963
1940,   57152
1941,   57966
1942,   58546
1943,   58993
1944,   59860
1945,   60503
1946,   61883
1947,   63112
1948,   64198
1949,   64908
1950,   66944
1951,   68187
1952,   69354
1953,   71695
1954,   72802
1955,   74909
1956,   78351
1957,   82222
1958,   87102
1959,   96131
1960,  110682
1961,  136792
1962,  183774
1963,  273841
1964,  449698
1965,  791082
1966, 1477326
1967, 2828557
1968, 5000770
1969, 7125954
1970, 7380389
1971, 5320510
1972, 2693156
1973, 1063500
1974,  428451
1975,  240167
1976,  175358
1977,  143773
1978,  121120
1979,  104648
1980,   91221
1981,   80941
1982,   72420
1983,   65206
1984,   60396
1985,   55244
1986,   51309
1987,   47730
1988,   44886
1989,   41792
1990,   39390
1991,   37327
1992,   35227
1993,   32996
1994,   32003
1995,   30422
1996,   29104
1997,   28410
1998,   27346
1999,   26518
2000,   25470
2001,   24585
2002,   23609
2003,   23286
2004,   22473
2005,   21846
2006,   21613
2007,   21000
2008,   20618
2009,   19947
2010,   19707
2011,   19369
2012,   18750
2013,   18804
2014,   18556
2015,   17978
2016,   17570
2017,   17422
2018,   16929
2019,   17060
2020,   16457
2021,   16288
2022,   15946
2023,   16234
2024,   15758
2025,   15415
2026,   15371
2027,   15294
2028,   15000
2029,   14683
