    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/03,13:55:22
MCA Data File,200203 HPGe A polymer B.asc
 246,       0
 247,       0
 248,       0
 249,       0
 250,       0
 251,       0
 252,       0
 253,       0
 254,       0
 255,       0
 256,       0
 257,       0
 258,       0
 259,       0
 260,       0
 261,       0
 262,       0
 263,       0
 264,       0
 265,       0
 266,       0
 267,       0
 268,       0
 269,       0
 270,       0
 271,       0
 272,       0
 273,       0
 274,       0
 275,       0
 276,       0
 277,       0
 278,       0
 279,       0
 280,       0
 281,       0
 282,       0
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,    3378
 512,  750662
 513, 1009018
 514,  989116
 515,  974907
 516,  960882
 517,  947505
 518,  934168
 519,  921658
 520,  913163
 521,  902860
 522,  895114
 523,  887946
 524,  880811
 525,  873282
 526,  866630
 527,  866440
 528,  873928
 529,  892852
 530,  904705
 531,  879881
 532,  847528
 533,  833444
 534,  825592
 535,  820239
 536,  815969
 537,  809926
 538,  805979
 539,  801664
 540,  796469
 541,  792139
 542,  788734
 543,  787059
 544,  780642
 545,  778691
 546,  774324
 547,  770312
 548,  768092
 549,  763016
 550,  759442
 551,  758528
 552,  751580
 553,  748490
 554,  745579
 555,  742474
 556,  740772
 557,  735244
 558,  732925
 559,  731621
 560,  727873
 561,  725078
 562,  719911
 563,  718118
 564,  715525
 565,  714058
 566,  710796
 567,  707658
 568,  703829
 569,  703300
 570,  699130
 571,  697842
 572,  694404
 573,  691807
 574,  688872
 575,  686971
 576,  684548
 577,  682193
 578,  677561
 579,  675179
 580,  673991
 581,  672025
 582,  669405
 583,  666602
 584,  664099
 585,  662894
 586,  657920
 587,  657853
 588,  656197
 589,  651293
 590,  650448
 591,  647455
 592,  646204
 593,  642983
 594,  639325
 595,  636410
 596,  633650
 597,  633828
 598,  630080
 599,  628862
 600,  624721
 601,  623001
 602,  621836
 603,  618759
 604,  615813
 605,  613734
 606,  611980
 607,  609183
 608,  607035
 609,  605748
 610,  601663
 611,  600466
 612,  600104
 613,  597358
 614,  592894
 615,  593062
 616,  590683
 617,  589337
 618,  587024
 619,  586867
 620,  584949
 621,  581030
 622,  579798
 623,  577819
 624,  576020
 625,  573639
 626,  573226
 627,  569648
 628,  569260
 629,  567694
 630,  567018
 631,  566961
 632,  563662
 633,  562848
 634,  560259
 635,  559268
 636,  558147
 637,  557051
 638,  556305
 639,  553805
 640,  553415
 641,  553978
 642,  551642
 643,  550542
 644,  550272
 645,  546887
 646,  547401
 647,  547557
 648,  545651
 649,  545097
 650,  543004
 651,  542122
 652,  542142
 653,  540274
 654,  539784
 655,  538530
 656,  538663
 657,  537555
 658,  537847
 659,  534184
 660,  535167
 661,  534700
 662,  535447
 663,  534071
 664,  534359
 665,  533650
 666,  533219
 667,  531666
 668,  529838
 669,  529599
 670,  528734
 671,  528277
 672,  528342
 673,  527767
 674,  526228
 675,  527438
 676,  525387
 677,  525715
 678,  523240
 679,  522497
 680,  521526
 681,  523157
 682,  521797
 683,  520454
 684,  520681
 685,  521049
 686,  520497
 687,  518960
 688,  518297
 689,  518374
 690,  518627
 691,  517895
 692,  516878
 693,  514792
 694,  515162
 695,  515523
 696,  514739
 697,  514061
 698,  514261
 699,  513445
 700,  513225
 701,  514415
 702,  516873
 703,  518958
 704,  516206
 705,  514487
 706,  511180
 707,  512337
 708,  511672
 709,  511315
 710,  511318
 711,  509540
 712,  512054
 713,  510527
 714,  511956
 715,  511492
 716,  511169
 717,  511446
 718,  510648
 719,  511700
 720,  511324
 721,  510700
 722,  512161
 723,  511954
 724,  511365
 725,  513959
 726,  513318
 727,  513712
 728,  514103
 729,  513742
 730,  513868
 731,  516558
 732,  516511
 733,  516428
 734,  516316
 735,  516921
 736,  517662
 737,  519114
 738,  519335
 739,  520870
 740,  521699
 741,  522315
 742,  522296
 743,  523659
 744,  525385
 745,  527607
 746,  528199
 747,  530628
 748,  530686
 749,  530900
 750,  532413
 751,  532475
 752,  533141
 753,  534997
 754,  534669
 755,  534715
 756,  538629
 757,  539485
 758,  540877
 759,  541785
 760,  542843
 761,  546038
 762,  544946
 763,  547047
 764,  547777
 765,  552289
 766,  557270
 767,  566150
 768,  578438
 769,  603415
 770,  656575
 771,  778978
 772, 1077729
 773, 1805273
 774, 3464568
 775, 6666028
 776,11390224
 777,16118037
 778,18213622
 779,16306759
 780,11588482
 781, 6742798
 782, 3452620
 783, 1789196
 784, 1065147
 785,  754312
 786,  600223
 787,  512554
 788,  453918
 789,  415589
 790,  382586
 791,  361492
 792,  342034
 793,  326621
 794,  314498
 795,  302948
 796,  292941
 797,  284662
 798,  276882
 799,  270216
 800,  265158
 801,  259422
 802,  255430
 803,  251040
 804,  246589
 805,  243629
 806,  240164
 807,  238582
 808,  235182
 809,  233599
 810,  231274
 811,  229911
 812,  226467
 813,  225837
 814,  223507
 815,  222235
 816,  220780
 817,  219471
 818,  218402
 819,  216317
 820,  216305
 821,  215043
 822,  214411
 823,  213222
 824,  212238
 825,  211081
 826,  209619
 827,  209159
 828,  208619
 829,  207125
 830,  206859
 831,  206298
 832,  205558
 833,  204024
 834,  204478
 835,  202957
 836,  202230
 837,  202041
 838,  201539
 839,  201488
 840,  199881
 841,  200533
 842,  199251
 843,  198427
 844,  198258
 845,  198211
 846,  197500
 847,  197693
 848,  196731
 849,  196833
 850,  196151
 851,  194701
 852,  195446
 853,  194349
 854,  193594
 855,  194475
 856,  193626
 857,  194232
 858,  194038
 859,  193050
 860,  192644
 861,  191428
 862,  191377
 863,  190369
 864,  190994
 865,  190264
 866,  190922
 867,  190058
 868,  189762
 869,  189346
 870,  189288
 871,  188945
 872,  188270
 873,  188884
 874,  187773
 875,  186744
 876,  187682
 877,  187724
 878,  186284
 879,  186430
 880,  186764
 881,  185651
 882,  186452
 883,  185217
 884,  185729
 885,  185397
 886,  186899
 887,  186667
 888,  191704
 889,  202793
 890,  216298
 891,  215875
 892,  201316
 893,  188887
 894,  184527
 895,  183444
 896,  182819
 897,  182665
 898,  181739
 899,  182435
 900,  181269
 901,  181118
 902,  180237
 903,  180480
 904,  180905
 905,  179953
 906,  179598
 907,  179182
 908,  180310
 909,  179927
 910,  178871
 911,  179559
 912,  179499
 913,  179642
 914,  179828
 915,  178391
 916,  179579
 917,  179134
 918,  177922
 919,  178552
 920,  178083
 921,  178083
 922,  177806
 923,  177763
 924,  177322
 925,  177025
 926,  178272
 927,  177518
 928,  181119
 929,  191698
 930,  211704
 931,  228662
 932,  223014
 933,  200239
 934,  183125
 935,  177645
 936,  176688
 937,  175395
 938,  175510
 939,  174852
 940,  174531
 941,  174920
 942,  174788
 943,  174242
 944,  174413
 945,  174180
 946,  173883
 947,  172841
 948,  173572
 949,  172803
 950,  173345
 951,  172239
 952,  172606
 953,  173683
 954,  171834
 955,  173191
 956,  172087
 957,  172564
 958,  172138
 959,  171779
 960,  172276
 961,  171073
 962,  171732
 963,  171968
 964,  171223
 965,  171663
 966,  170658
 967,  171670
 968,  170340
 969,  170275
 970,  170554
 971,  170666
 972,  170708
 973,  170292
 974,  169769
 975,  169486
 976,  169658
 977,  169992
 978,  169252
 979,  169463
 980,  169312
 981,  168731
 982,  169847
 983,  169323
 984,  169353
 985,  169824
 986,  169792
 987,  168772
 988,  168907
 989,  169033
 990,  169196
 991,  168455
 992,  168912
 993,  169349
 994,  168690
 995,  168384
 996,  168534
 997,  168575
 998,  168106
 999,  168718
1000,  168300
1001,  168236
1002,  167575
1003,  167755
1004,  167594
1005,  167046
1006,  167358
1007,  167054
1008,  167192
1009,  167176
1010,  167049
1011,  167092
1012,  167547
1013,  168133
1014,  168128
1015,  167349
1016,  167364
1017,  167133
1018,  167712
1019,  168723
1020,  166978
1021,  167256
1022,  166288
1023,  166122
1024,  165718
1025,  165595
1026,  165797
1027,  165719
1028,  165827
1029,  165491
1030,  166065
1031,  165617
1032,  165747
1033,  165243
1034,  166032
1035,  165353
1036,  165190
1037,  165273
1038,  164774
1039,  165560
1040,  165703
1041,  164916
1042,  164698
1043,  165068
1044,  165098
1045,  164837
1046,  165263
1047,  164967
1048,  164976
1049,  165560
1050,  165257
1051,  164359
1052,  164346
1053,  164560
1054,  164480
1055,  164794
1056,  164350
1057,  164099
1058,  163737
1059,  164122
1060,  164336
1061,  164411
1062,  164406
1063,  164349
1064,  163511
1065,  163782
1066,  163371
1067,  163733
1068,  164257
1069,  164325
1070,  164305
1071,  163784
1072,  163850
1073,  163247
1074,  162959
1075,  163554
1076,  163356
1077,  164089
1078,  165010
1079,  164025
1080,  163349
1081,  163504
1082,  163585
1083,  163755
1084,  162502
1085,  164269
1086,  163393
1087,  163227
1088,  163369
1089,  164251
1090,  163349
1091,  164198
1092,  163281
1093,  163231
1094,  162944
1095,  162947
1096,  163318
1097,  162298
1098,  162857
1099,  163202
1100,  163058
1101,  162558
1102,  162044
1103,  162081
1104,  163230
1105,  162363
1106,  162887
1107,  161730
1108,  162554
1109,  163594
1110,  162661
1111,  162517
1112,  163035
1113,  165192
1114,  166996
1115,  169247
1116,  168873
1117,  165353
1118,  163735
1119,  162929
1120,  162728
1121,  161985
1122,  162297
1123,  163076
1124,  162329
1125,  162079
1126,  162162
1127,  161858
1128,  162067
1129,  161618
1130,  162029
1131,  161601
1132,  162418
1133,  161997
1134,  162626
1135,  162173
1136,  161584
1137,  162564
1138,  161943
1139,  162682
1140,  161737
1141,  162018
1142,  161736
1143,  162068
1144,  161831
1145,  162155
1146,  161845
1147,  161263
1148,  161787
1149,  162521
1150,  161978
1151,  162100
1152,  161479
1153,  162106
1154,  162416
1155,  162085
1156,  162914
1157,  161481
1158,  162780
1159,  162473
1160,  162576
1161,  161828
1162,  161885
1163,  162249
1164,  161744
1165,  162261
1166,  162332
1167,  163998
1168,  164651
1169,  167623
1170,  171039
1171,  174969
1172,  176309
1173,  175043
1174,  171391
1175,  167426
1176,  166079
1177,  164783
1178,  165838
1179,  166762
1180,  167146
1181,  164526
1182,  163226
1183,  162909
1184,  163152
1185,  163574
1186,  163447
1187,  163713
1188,  162639
1189,  162564
1190,  162563
1191,  162181
1192,  161941
1193,  162509
1194,  161441
1195,  162203
1196,  161736
1197,  162514
1198,  162248
1199,  163175
1200,  162146
1201,  162901
1202,  163036
1203,  162641
1204,  163009
1205,  164078
1206,  164136
1207,  164429
1208,  164214
1209,  163660
1210,  162541
1211,  163185
1212,  163114
1213,  161927
1214,  162452
1215,  162791
1216,  162980
1217,  163443
1218,  163247
1219,  165006
1220,  166166
1221,  166914
1222,  166168
1223,  164737
1224,  163006
1225,  162479
1226,  162641
1227,  162869
1228,  162832
1229,  163942
1230,  162823
1231,  162628
1232,  162955
1233,  163525
1234,  163666
1235,  163807
1236,  163260
1237,  163890
1238,  164417
1239,  164229
1240,  164212
1241,  163250
1242,  163593
1243,  163973
1244,  164602
1245,  163994
1246,  164342
1247,  163883
1248,  163595
1249,  164133
1250,  162817
1251,  163935
1252,  163550
1253,  164280
1254,  163454
1255,  163984
1256,  163681
1257,  163865
1258,  164233
1259,  164358
1260,  163629
1261,  164804
1262,  164425
1263,  164568
1264,  164039
1265,  164914
1266,  164907
1267,  164975
1268,  164312
1269,  165053
1270,  164936
1271,  165332
1272,  164977
1273,  165006
1274,  165171
1275,  164945
1276,  166058
1277,  166685
1278,  165778
1279,  166173
1280,  165584
1281,  165791
1282,  165892
1283,  167652
1284,  167169
1285,  167129
1286,  166952
1287,  167014
1288,  166631
1289,  167227
1290,  167107
1291,  167257
1292,  166956
1293,  166838
1294,  166709
1295,  167208
1296,  166783
1297,  166953
1298,  167103
1299,  166814
1300,  166845
1301,  166814
1302,  166971
1303,  167476
1304,  166923
1305,  166964
1306,  166950
1307,  167146
1308,  167674
1309,  167454
1310,  167224
1311,  167594
1312,  167844
1313,  168433
1314,  168509
1315,  167739
1316,  168008
1317,  168132
1318,  168014
1319,  169308
1320,  168956
1321,  170038
1322,  171806
1323,  173388
1324,  172687
1325,  171186
1326,  169552
1327,  169498
1328,  169544
1329,  169540
1330,  169786
1331,  169820
1332,  169644
1333,  170361
1334,  170588
1335,  170343
1336,  171263
1337,  170700
1338,  170796
1339,  170660
1340,  170948
1341,  170939
1342,  171476
1343,  171704
1344,  172212
1345,  171552
1346,  171489
1347,  172210
1348,  172112
1349,  172095
1350,  171832
1351,  172575
1352,  171609
1353,  172780
1354,  172194
1355,  173182
1356,  172950
1357,  173338
1358,  173026
1359,  173302
1360,  173632
1361,  173964
1362,  173361
1363,  173523
1364,  173005
1365,  174298
1366,  173923
1367,  174051
1368,  174421
1369,  175175
1370,  175213
1371,  175710
1372,  174983
1373,  175232
1374,  175760
1375,  175960
1376,  176090
1377,  175797
1378,  176406
1379,  175726
1380,  175748
1381,  177016
1382,  176614
1383,  177145
1384,  177417
1385,  177481
1386,  177486
1387,  177945
1388,  178841
1389,  178373
1390,  178812
1391,  179087
1392,  179164
1393,  178706
1394,  178080
1395,  179031
1396,  179748
1397,  180095
1398,  180896
1399,  183992
1400,  189087
1401,  197059
1402,  202164
1403,  199673
1404,  191308
1405,  184994
1406,  181394
1407,  181257
1408,  181286
1409,  182023
1410,  181258
1411,  182164
1412,  181890
1413,  181146
1414,  182801
1415,  183034
1416,  181453
1417,  181501
1418,  181890
1419,  183574
1420,  182713
1421,  182082
1422,  183219
1423,  183019
1424,  184423
1425,  184754
1426,  184894
1427,  185741
1428,  184691
1429,  184804
1430,  185152
1431,  186122
1432,  186393
1433,  185544
1434,  185837
1435,  187429
1436,  187266
1437,  189806
1438,  189606
1439,  189539
1440,  188277
1441,  188744
1442,  187441
1443,  187657
1444,  187832
1445,  188966
1446,  188777
1447,  189951
1448,  189756
1449,  190015
1450,  189605
1451,  189853
1452,  189650
1453,  190620
1454,  191487
1455,  190411
1456,  191207
1457,  192020
1458,  191362
1459,  192847
1460,  193488
1461,  193888
1462,  194237
1463,  194416
1464,  194900
1465,  194699
1466,  194908
1467,  194309
1468,  194923
1469,  195305
1470,  194807
1471,  195726
1472,  195979
1473,  196244
1474,  196284
1475,  197204
1476,  197267
1477,  196899
1478,  197359
1479,  198202
1480,  198424
1481,  198439
1482,  199107
1483,  200862
1484,  201150
1485,  204045
1486,  204227
1487,  203100
1488,  203053
1489,  203998
1490,  206718
1491,  211257
1492,  215086
1493,  213895
1494,  208775
1495,  204828
1496,  203485
1497,  203529
1498,  203560
1499,  203437
1500,  203602
1501,  203844
1502,  204352
1503,  203881
1504,  206167
1505,  205081
1506,  205808
1507,  205745
1508,  205450
1509,  206355
1510,  206772
1511,  207968
1512,  207673
1513,  207962
1514,  208207
1515,  208993
1516,  208494
1517,  208940
1518,  209520
1519,  209752
1520,  210185
1521,  210711
1522,  211386
1523,  210979
1524,  211265
1525,  211541
1526,  210964
1527,  212136
1528,  212817
1529,  213732
1530,  213408
1531,  213576
1532,  213252
1533,  214962
1534,  214020
1535,  215252
1536,  214616
1537,  215964
1538,  216243
1539,  216728
1540,  217078
1541,  218320
1542,  218819
1543,  218608
1544,  218989
1545,  218560
1546,  219489
1547,  218877
1548,  219934
1549,  221141
1550,  220626
1551,  221157
1552,  222110
1553,  222132
1554,  222241
1555,  221351
1556,  223013
1557,  223316
1558,  223020
1559,  224380
1560,  224194
1561,  224494
1562,  224673
1563,  225251
1564,  225487
1565,  226922
1566,  226097
1567,  227499
1568,  228144
1569,  228105
1570,  227795
1571,  229251
1572,  229219
1573,  229906
1574,  230428
1575,  230268
1576,  230479
1577,  230597
1578,  230226
1579,  229815
1580,  231298
1581,  231168
1582,  231294
1583,  231484
1584,  232199
1585,  231709
1586,  232704
1587,  232716
1588,  233812
1589,  233013
1590,  234001
1591,  234948
1592,  234664
1593,  235061
1594,  234688
1595,  235222
1596,  234900
1597,  235870
1598,  236658
1599,  236490
1600,  236178
1601,  235819
1602,  236285
1603,  237722
1604,  235735
1605,  236615
1606,  237275
1607,  236438
1608,  236872
1609,  236782
1610,  237215
1611,  236983
1612,  237310
1613,  237116
1614,  238143
1615,  237087
1616,  236680
1617,  237327
1618,  235644
1619,  235631
1620,  235314
1621,  234301
1622,  234586
1623,  234651
1624,  232529
1625,  232336
1626,  231239
1627,  229399
1628,  228124
1629,  226422
1630,  224509
1631,  222130
1632,  220206
1633,  217695
1634,  214587
1635,  210729
1636,  205846
1637,  201998
1638,  196277
1639,  191827
1640,  188425
1641,  184592
1642,  181607
1643,  178202
1644,  175684
1645,  173203
1646,  171436
1647,  169656
1648,  168386
1649,  167029
1650,  163842
1651,  163254
1652,  161525
1653,  160900
1654,  160185
1655,  158958
1656,  157744
1657,  156980
1658,  155596
1659,  155425
1660,  154428
1661,  153141
1662,  152753
1663,  152011
1664,  151483
1665,  150532
1666,  149930
1667,  149392
1668,  147723
1669,  147995
1670,  147107
1671,  146429
1672,  146274
1673,  146004
1674,  145503
1675,  143684
1676,  143516
1677,  142888
1678,  142470
1679,  141608
1680,  141276
1681,  140741
1682,  140182
1683,  140352
1684,  140001
1685,  139786
1686,  138436
1687,  137807
1688,  137835
1689,  136950
1690,  137039
1691,  136352
1692,  135360
1693,  135054
1694,  134315
1695,  133633
1696,  133389
1697,  132517
1698,  131955
1699,  132242
1700,  131712
1701,  131206
1702,  130473
1703,  130322
1704,  129451
1705,  128734
1706,  128629
1707,  127899
1708,  127047
1709,  127062
1710,  126138
1711,  125758
1712,  126098
1713,  124919
1714,  124893
1715,  123825
1716,  124114
1717,  123491
1718,  121970
1719,  122644
1720,  121415
1721,  120622
1722,  120699
1723,  120584
1724,  120847
1725,  121093
1726,  123304
1727,  127353
1728,  129348
1729,  127137
1730,  122330
1731,  118447
1732,  116022
1733,  114946
1734,  113793
1735,  112925
1736,  112254
1737,  111844
1738,  111160
1739,  110187
1740,  109552
1741,  109476
1742,  108259
1743,  108409
1744,  107639
1745,  106655
1746,  106140
1747,  105263
1748,  105211
1749,  104624
1750,  103988
1751,  102703
1752,  103150
1753,  101407
1754,  100458
1755,  100272
1756,   98994
1757,   97991
1758,   97506
1759,   96690
1760,   96421
1761,   95751
1762,   94942
1763,   94088
1764,   93447
1765,   92821
1766,   92046
1767,   91506
1768,   90528
1769,   89500
1770,   88764
1771,   88757
1772,   87207
1773,   86526
1774,   85944
1775,   85366
1776,   84568
1777,   83556
1778,   83147
1779,   82843
1780,   82033
1781,   81384
1782,   81428
1783,   81428
1784,   79697
1785,   78624
1786,   77814
1787,   77146
1788,   75985
1789,   75383
1790,   75176
1791,   74377
1792,   74113
1793,   73286
1794,   72532
1795,   72364
1796,   72173
1797,   71657
1798,   71019
1799,   70233
1800,   70024
1801,   69966
1802,   68993
1803,   68834
1804,   68313
1805,   68259
1806,   67823
1807,   67219
1808,   67810
1809,   67752
1810,   67566
1811,   67166
1812,   66657
1813,   65050
1814,   64812
1815,   64365
1816,   63994
1817,   63019
1818,   62754
1819,   62884
1820,   61988
1821,   62301
1822,   61538
1823,   61380
1824,   61024
1825,   60893
1826,   60420
1827,   60144
1828,   59869
1829,   59071
1830,   59319
1831,   59306
1832,   58590
1833,   58602
1834,   58532
1835,   58167
1836,   58200
1837,   57400
1838,   57248
1839,   57105
1840,   56793
1841,   56387
1842,   56718
1843,   56236
1844,   56058
1845,   55990
1846,   56509
1847,   55724
1848,   56460
1849,   55685
1850,   55775
1851,   55440
1852,   55329
1853,   55495
1854,   55464
1855,   55515
1856,   55002
1857,   55465
1858,   55169
1859,   55449
1860,   55283
1861,   55699
1862,   55375
1863,   55547
1864,   55897
1865,   55195
1866,   55599
1867,   55103
1868,   55211
1869,   55322
1870,   55346
1871,   54972
1872,   54999
1873,   55041
1874,   55123
1875,   55102
1876,   54554
1877,   55269
1878,   55070
1879,   55312
1880,   54774
1881,   55593
1882,   55116
1883,   54859
1884,   54565
1885,   54596
1886,   54539
1887,   54521
1888,   54611
1889,   54283
1890,   54320
1891,   54677
1892,   53995
1893,   54674
1894,   54574
1895,   54477
1896,   54587
1897,   54565
1898,   54209
1899,   54335
1900,   54228
1901,   54724
1902,   54909
1903,   55107
1904,   54210
1905,   54346
1906,   54447
1907,   54896
1908,   54748
1909,   56191
1910,   57070
1911,   58251
1912,   58861
1913,   58488
1914,   56661
1915,   55776
1916,   54352
1917,   54872
1918,   54877
1919,   54971
1920,   54851
1921,   55451
1922,   54953
1923,   55309
1924,   55209
1925,   55790
1926,   55219
1927,   56003
1928,   55757
1929,   56569
1930,   56571
1931,   56907
1932,   57037
1933,   57377
1934,   57858
1935,   58697
1936,   59309
1937,   59756
1938,   60165
1939,   60563
1940,   61306
1941,   62101
1942,   62685
1943,   62618
1944,   64033
1945,   64930
1946,   65970
1947,   66978
1948,   68357
1949,   69979
1950,   71588
1951,   72604
1952,   74458
1953,   76703
1954,   78413
1955,   81413
1956,   84684
1957,   89761
1958,   97996
1959,  111175
1960,  134344
1961,  176763
1962,  255909
1963,  410480
1964,  712510
1965, 1312372
1966, 2511963
1967, 4517277
1968, 6718214
1969, 7509664
1970, 6070644
1971, 3593496
1972, 1662817
1973,  684403
1974,  318062
1975,  200329
1976,  154181
1977,  127031
1978,  109459
1979,   95597
1980,   84336
1981,   74837
1982,   67816
1983,   61638
1984,   56570
1985,   52061
1986,   48793
1987,   45599
1988,   42553
1989,   40130
1990,   37774
1991,   36004
1992,   34503
1993,   32535
1994,   31406
1995,   29801
1996,   29014
1997,   27668
1998,   26667
1999,   25870
2000,   25164
2001,   24489
2002,   23849
2003,   22800
2004,   22231
2005,   21944
2006,   21315
2007,   20775
2008,   20549
2009,   19972
2010,   19709
2011,   19100
2012,   18805
2013,   18618
2014,   18502
2015,   18011
2016,   17780
2017,   17435
2018,   17220
2019,   16945
2020,   16767
2021,   16451
2022,   16159
2023,   15984
2024,   15861
2025,   15671
2026,   15389
2027,   15184
2028,   15181
2029,   14796
2030,   14831
2031,   14662
2032,   14505
