    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/26,14:34:38
MCA Data File,200226 HPGe A sample 1.asc
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,    1507
 512,  224295
 513,  285652
 514,  279556
 515,  276072
 516,  271547
 517,  266895
 518,  263765
 519,  260626
 520,  257374
 521,  255889
 522,  252898
 523,  250581
 524,  248684
 525,  247423
 526,  245284
 527,  243439
 528,  243670
 529,  249322
 530,  254906
 531,  250683
 532,  240835
 533,  235256
 534,  233692
 535,  231867
 536,  230202
 537,  229765
 538,  227485
 539,  226374
 540,  225181
 541,  223572
 542,  223931
 543,  222239
 544,  220133
 545,  219566
 546,  218402
 547,  218428
 548,  216456
 549,  216087
 550,  214556
 551,  213898
 552,  213273
 553,  211627
 554,  211236
 555,  210267
 556,  209559
 557,  208831
 558,  206759
 559,  207372
 560,  205925
 561,  204364
 562,  203300
 563,  202942
 564,  201252
 565,  201570
 566,  200820
 567,  199896
 568,  199010
 569,  198317
 570,  197455
 571,  197246
 572,  196417
 573,  195676
 574,  194891
 575,  193779
 576,  193364
 577,  191822
 578,  191600
 579,  190522
 580,  190536
 581,  189272
 582,  187899
 583,  187421
 584,  186397
 585,  186264
 586,  184922
 587,  185041
 588,  183855
 589,  183113
 590,  183155
 591,  182032
 592,  181277
 593,  180096
 594,  180008
 595,  178507
 596,  178464
 597,  177062
 598,  176669
 599,  176031
 600,  175655
 601,  173893
 602,  173501
 603,  173277
 604,  172577
 605,  171786
 606,  170382
 607,  170313
 608,  170104
 609,  168851
 610,  168087
 611,  167766
 612,  166819
 613,  166300
 614,  166497
 615,  164818
 616,  164855
 617,  164272
 618,  163429
 619,  163401
 620,  162199
 621,  162636
 622,  161401
 623,  160284
 624,  160387
 625,  159611
 626,  159897
 627,  158395
 628,  157915
 629,  158178
 630,  157908
 631,  157677
 632,  156440
 633,  157882
 634,  156570
 635,  156726
 636,  155937
 637,  155771
 638,  155535
 639,  155519
 640,  154693
 641,  154714
 642,  154630
 643,  153414
 644,  154087
 645,  154071
 646,  152766
 647,  154320
 648,  153092
 649,  153079
 650,  152022
 651,  152584
 652,  152070
 653,  152788
 654,  151610
 655,  151177
 656,  151070
 657,  152178
 658,  151757
 659,  150345
 660,  151807
 661,  150968
 662,  151080
 663,  151003
 664,  150532
 665,  150898
 666,  150377
 667,  150728
 668,  149595
 669,  150340
 670,  150644
 671,  149640
 672,  149558
 673,  149624
 674,  149451
 675,  149259
 676,  149337
 677,  148485
 678,  148401
 679,  148338
 680,  148482
 681,  147921
 682,  148630
 683,  147578
 684,  147644
 685,  148021
 686,  146514
 687,  147383
 688,  147230
 689,  146968
 690,  147042
 691,  147239
 692,  146197
 693,  146296
 694,  146743
 695,  147041
 696,  145881
 697,  145886
 698,  146124
 699,  145861
 700,  145449
 701,  146157
 702,  146102
 703,  146973
 704,  146479
 705,  146447
 706,  144702
 707,  145184
 708,  145066
 709,  145464
 710,  145310
 711,  144447
 712,  144993
 713,  144377
 714,  144386
 715,  144386
 716,  144218
 717,  144637
 718,  144452
 719,  144556
 720,  144674
 721,  144661
 722,  144748
 723,  145136
 724,  144671
 725,  144606
 726,  144584
 727,  144633
 728,  144602
 729,  145044
 730,  145899
 731,  145137
 732,  144844
 733,  145741
 734,  146332
 735,  146453
 736,  146014
 737,  145920
 738,  146308
 739,  146916
 740,  147080
 741,  146626
 742,  146962
 743,  147679
 744,  147610
 745,  148350
 746,  147992
 747,  148104
 748,  149905
 749,  148673
 750,  149780
 751,  149905
 752,  149601
 753,  150021
 754,  149517
 755,  150219
 756,  150399
 757,  151324
 758,  151551
 759,  151672
 760,  152120
 761,  152893
 762,  153168
 763,  153946
 764,  154238
 765,  155214
 766,  156479
 767,  158366
 768,  161367
 769,  166926
 770,  177683
 771,  203746
 772,  265875
 773,  423766
 774,  787879
 775, 1522621
 776, 2707971
 777, 4096689
 778, 5055132
 779, 4980678
 780, 3887686
 781, 2469555
 782, 1342402
 783,  683497
 784,  373281
 785,  242914
 786,  184070
 787,  153719
 788,  134511
 789,  121850
 790,  111395
 791,  104285
 792,   97907
 793,   93683
 794,   89427
 795,   86072
 796,   83411
 797,   80809
 798,   78843
 799,   76530
 800,   74787
 801,   73306
 802,   72043
 803,   71282
 804,   69575
 805,   68652
 806,   67690
 807,   66695
 808,   66218
 809,   65372
 810,   64497
 811,   64573
 812,   63931
 813,   63461
 814,   62457
 815,   62558
 816,   61454
 817,   61265
 818,   61404
 819,   60925
 820,   60488
 821,   59809
 822,   59709
 823,   59443
 824,   59478
 825,   59006
 826,   58020
 827,   58820
 828,   58300
 829,   58320
 830,   58316
 831,   57882
 832,   57465
 833,   57497
 834,   57294
 835,   57066
 836,   57007
 837,   56512
 838,   56722
 839,   56265
 840,   56271
 841,   56167
 842,   56039
 843,   55597
 844,   55787
 845,   55349
 846,   55302
 847,   55434
 848,   55078
 849,   55252
 850,   55142
 851,   54609
 852,   54811
 853,   54819
 854,   54528
 855,   53880
 856,   53793
 857,   54320
 858,   54588
 859,   54183
 860,   54212
 861,   53889
 862,   53623
 863,   53600
 864,   53209
 865,   53810
 866,   53559
 867,   53456
 868,   53388
 869,   52975
 870,   52811
 871,   53154
 872,   53311
 873,   52951
 874,   52880
 875,   52953
 876,   52634
 877,   52675
 878,   52474
 879,   52543
 880,   52615
 881,   52369
 882,   52239
 883,   52049
 884,   52310
 885,   51745
 886,   52355
 887,   52134
 888,   53367
 889,   55397
 890,   58883
 891,   61344
 892,   58826
 893,   54401
 894,   52559
 895,   51141
 896,   51526
 897,   51661
 898,   51118
 899,   51286
 900,   51190
 901,   51013
 902,   51126
 903,   51058
 904,   50731
 905,   51069
 906,   50878
 907,   50681
 908,   50833
 909,   50602
 910,   50729
 911,   50452
 912,   50751
 913,   50628
 914,   50395
 915,   50357
 916,   50635
 917,   50486
 918,   50294
 919,   50305
 920,   50351
 921,   50152
 922,   50220
 923,   50028
 924,   50286
 925,   50410
 926,   49838
 927,   50226
 928,   50579
 929,   52520
 930,   56423
 931,   62789
 932,   64229
 933,   59694
 934,   53391
 935,   50485
 936,   50189
 937,   49298
 938,   49487
 939,   49245
 940,   49238
 941,   49357
 942,   49249
 943,   49432
 944,   49198
 945,   49009
 946,   49653
 947,   48758
 948,   49453
 949,   49036
 950,   49604
 951,   48859
 952,   48859
 953,   48715
 954,   49037
 955,   48470
 956,   49278
 957,   49234
 958,   48830
 959,   48722
 960,   48723
 961,   48402
 962,   48888
 963,   48445
 964,   48249
 965,   48146
 966,   48182
 967,   48552
 968,   48261
 969,   48988
 970,   48473
 971,   48743
 972,   48273
 973,   47958
 974,   48361
 975,   48385
 976,   48284
 977,   48629
 978,   48031
 979,   48215
 980,   47871
 981,   48223
 982,   47823
 983,   47785
 984,   47860
 985,   48401
 986,   47981
 987,   48009
 988,   47856
 989,   47816
 990,   48215
 991,   47800
 992,   47912
 993,   47963
 994,   47668
 995,   48016
 996,   47506
 997,   47998
 998,   47604
 999,   47734
1000,   47558
1001,   47810
1002,   47447
1003,   47790
1004,   47499
1005,   47504
1006,   47398
1007,   47450
1008,   47701
1009,   47807
1010,   47268
1011,   47818
1012,   47495
1013,   47871
1014,   47730
1015,   47576
1016,   47180
1017,   47296
1018,   47340
1019,   47494
1020,   47860
1021,   48011
1022,   46883
1023,   46902
1024,   47023
1025,   47102
1026,   46871
1027,   46876
1028,   46717
1029,   47115
1030,   46908
1031,   47059
1032,   46791
1033,   46598
1034,   46572
1035,   46760
1036,   46948
1037,   46447
1038,   47138
1039,   46802
1040,   47318
1041,   46836
1042,   47144
1043,   47065
1044,   46957
1045,   46972
1046,   47214
1047,   47128
1048,   46881
1049,   47221
1050,   46706
1051,   46861
1052,   46566
1053,   46648
1054,   46645
1055,   46488
1056,   46841
1057,   46836
1058,   46748
1059,   46845
1060,   46593
1061,   46600
1062,   46482
1063,   46852
1064,   46733
1065,   47000
1066,   46607
1067,   46296
1068,   46411
1069,   46674
1070,   46217
1071,   46438
1072,   46453
1073,   46392
1074,   46352
1075,   46481
1076,   46213
1077,   46617
1078,   46875
1079,   46125
1080,   46704
1081,   46510
1082,   46544
1083,   46532
1084,   46748
1085,   46718
1086,   46756
1087,   46874
1088,   46464
1089,   46053
1090,   46725
1091,   45990
1092,   46586
1093,   46385
1094,   46132
1095,   45969
1096,   46196
1097,   46514
1098,   45990
1099,   46435
1100,   46191
1101,   46351
1102,   45971
1103,   46040
1104,   46277
1105,   46284
1106,   46152
1107,   45975
1108,   45971
1109,   46071
1110,   46441
1111,   46335
1112,   45567
1113,   46212
1114,   46498
1115,   47688
1116,   48107
1117,   47390
1118,   46451
1119,   46463
1120,   46060
1121,   46110
1122,   45868
1123,   45934
1124,   46135
1125,   46052
1126,   45690
1127,   46006
1128,   46002
1129,   46131
1130,   46280
1131,   46083
1132,   45744
1133,   46016
1134,   45705
1135,   45797
1136,   46108
1137,   45596
1138,   45852
1139,   46125
1140,   46122
1141,   45879
1142,   45682
1143,   45631
1144,   45738
1145,   45962
1146,   45843
1147,   45893
1148,   45254
1149,   45599
1150,   45663
1151,   45806
1152,   45736
1153,   45807
1154,   45907
1155,   45866
1156,   46388
1157,   45943
1158,   46116
1159,   46241
1160,   45969
1161,   46445
1162,   45826
1163,   45870
1164,   45815
1165,   46134
1166,   46079
1167,   46156
1168,   46348
1169,   47141
1170,   47471
1171,   49333
1172,   50147
1173,   49872
1174,   49246
1175,   47975
1176,   47170
1177,   47217
1178,   46607
1179,   47161
1180,   47492
1181,   47227
1182,   46490
1183,   46133
1184,   46195
1185,   46163
1186,   46257
1187,   46486
1188,   46222
1189,   46181
1190,   46093
1191,   45812
1192,   45959
1193,   45911
1194,   45997
1195,   45776
1196,   46368
1197,   45990
1198,   46080
1199,   46409
1200,   46277
1201,   46196
1202,   46505
1203,   46456
1204,   45986
1205,   46103
1206,   46575
1207,   46688
1208,   46723
1209,   45929
1210,   46205
1211,   46294
1212,   45874
1213,   46135
1214,   46260
1215,   46236
1216,   46136
1217,   46424
1218,   46527
1219,   46969
1220,   46819
1221,   47323
1222,   47593
1223,   46857
1224,   46277
1225,   46414
1226,   46110
1227,   46023
1228,   46136
1229,   46805
1230,   46466
1231,   46318
1232,   46548
1233,   46543
1234,   46108
1235,   45972
1236,   46012
1237,   46434
1238,   47159
1239,   47005
1240,   46492
1241,   46747
1242,   46447
1243,   46308
1244,   46140
1245,   46770
1246,   46490
1247,   46434
1248,   46459
1249,   46320
1250,   46557
1251,   46248
1252,   46286
1253,   46862
1254,   46735
1255,   46980
1256,   46420
1257,   46501
1258,   46845
1259,   46748
1260,   46697
1261,   46538
1262,   46963
1263,   46634
1264,   46918
1265,   46712
1266,   46685
1267,   47191
1268,   46728
1269,   46926
1270,   47175
1271,   46913
1272,   47095
1273,   47134
1274,   47127
1275,   46688
1276,   46952
1277,   47348
1278,   47413
1279,   47091
1280,   47031
1281,   46902
1282,   47169
1283,   47270
1284,   47564
1285,   47880
1286,   47706
1287,   47394
1288,   47095
1289,   47188
1290,   47261
1291,   47248
1292,   47754
1293,   47704
1294,   47161
1295,   47721
1296,   47282
1297,   47682
1298,   47397
1299,   47155
1300,   47104
1301,   47933
1302,   47337
1303,   47886
1304,   47794
1305,   47371
1306,   47526
1307,   47534
1308,   48067
1309,   47439
1310,   47776
1311,   47664
1312,   47579
1313,   47654
1314,   47825
1315,   47619
1316,   47682
1317,   47825
1318,   48229
1319,   47838
1320,   47860
1321,   48377
1322,   48360
1323,   49235
1324,   49425
1325,   48953
1326,   48621
1327,   48664
1328,   48203
1329,   48281
1330,   48249
1331,   48382
1332,   48320
1333,   48479
1334,   48599
1335,   48213
1336,   48334
1337,   49106
1338,   48734
1339,   48393
1340,   48590
1341,   48933
1342,   48667
1343,   48496
1344,   48436
1345,   48747
1346,   48691
1347,   49118
1348,   49111
1349,   49325
1350,   49084
1351,   49174
1352,   49091
1353,   48906
1354,   49201
1355,   49356
1356,   48910
1357,   49170
1358,   49129
1359,   49476
1360,   49534
1361,   49566
1362,   49880
1363,   49535
1364,   49467
1365,   49795
1366,   49892
1367,   49692
1368,   49898
1369,   49666
1370,   49994
1371,   49849
1372,   50272
1373,   50296
1374,   50015
1375,   50369
1376,   50152
1377,   50472
1378,   49960
1379,   50419
1380,   50178
1381,   50035
1382,   50274
1383,   50703
1384,   50341
1385,   50665
1386,   50472
1387,   50524
1388,   51168
1389,   50906
1390,   50788
1391,   51128
1392,   50828
1393,   51251
1394,   50834
1395,   51102
1396,   51370
1397,   51288
1398,   51272
1399,   51755
1400,   52873
1401,   54937
1402,   56980
1403,   57765
1404,   56548
1405,   54066
1406,   52270
1407,   51571
1408,   52065
1409,   52092
1410,   51641
1411,   51707
1412,   51815
1413,   51573
1414,   52324
1415,   52062
1416,   52026
1417,   52056
1418,   51943
1419,   51939
1420,   52243
1421,   52548
1422,   52295
1423,   52603
1424,   52497
1425,   52356
1426,   52841
1427,   52657
1428,   52864
1429,   52741
1430,   52902
1431,   53159
1432,   53111
1433,   53233
1434,   53750
1435,   53307
1436,   53527
1437,   53869
1438,   53913
1439,   53781
1440,   54449
1441,   54014
1442,   53871
1443,   53742
1444,   53449
1445,   54005
1446,   54101
1447,   54285
1448,   54156
1449,   54529
1450,   54200
1451,   54218
1452,   54208
1453,   54555
1454,   54624
1455,   54736
1456,   55012
1457,   54998
1458,   54611
1459,   54792
1460,   55112
1461,   55347
1462,   55280
1463,   55772
1464,   55389
1465,   56098
1466,   55473
1467,   55555
1468,   55464
1469,   55767
1470,   55400
1471,   56025
1472,   55986
1473,   55954
1474,   56320
1475,   56514
1476,   56248
1477,   56303
1478,   56494
1479,   56339
1480,   56571
1481,   56986
1482,   56770
1483,   57429
1484,   57724
1485,   57882
1486,   58192
1487,   58270
1488,   58102
1489,   58314
1490,   58355
1491,   59710
1492,   60279
1493,   61397
1494,   61000
1495,   59380
1496,   58439
1497,   57863
1498,   58175
1499,   58234
1500,   57629
1501,   58602
1502,   58340
1503,   58707
1504,   58609
1505,   58602
1506,   58610
1507,   58776
1508,   58701
1509,   59384
1510,   58963
1511,   59032
1512,   59449
1513,   59198
1514,   59509
1515,   59223
1516,   59113
1517,   60136
1518,   59606
1519,   59893
1520,   60154
1521,   60113
1522,   60335
1523,   60233
1524,   60459
1525,   60813
1526,   60649
1527,   60753
1528,   60362
1529,   60860
1530,   60870
1531,   61075
1532,   61203
1533,   61468
1534,   61343
1535,   61189
1536,   61765
1537,   62302
1538,   61518
1539,   62155
1540,   61692
1541,   62089
1542,   62888
1543,   62714
1544,   62619
1545,   62525
1546,   62849
1547,   62841
1548,   63084
1549,   62901
1550,   62810
1551,   63262
1552,   63376
1553,   63341
1554,   63584
1555,   63312
1556,   63395
1557,   63832
1558,   63796
1559,   63601
1560,   64371
1561,   64469
1562,   63741
1563,   64701
1564,   64414
1565,   64542
1566,   64734
1567,   65186
1568,   65641
1569,   65052
1570,   65571
1571,   65811
1572,   65372
1573,   65611
1574,   65721
1575,   65761
1576,   65702
1577,   66074
1578,   65740
1579,   65589
1580,   66504
1581,   66402
1582,   66290
1583,   66495
1584,   66121
1585,   66579
1586,   66345
1587,   66523
1588,   67030
1589,   66902
1590,   66725
1591,   66749
1592,   67599
1593,   67367
1594,   67289
1595,   67495
1596,   67178
1597,   67061
1598,   67720
1599,   67151
1600,   67299
1601,   67837
1602,   67533
1603,   67827
1604,   68210
1605,   67447
1606,   67439
1607,   68512
1608,   67804
1609,   67920
1610,   68161
1611,   68096
1612,   67808
1613,   68099
1614,   67804
1615,   67776
1616,   68527
1617,   68313
1618,   67642
1619,   67985
1620,   67744
1621,   67032
1622,   67351
1623,   67485
1624,   66877
1625,   66707
1626,   65992
1627,   65676
1628,   65608
1629,   65431
1630,   65248
1631,   63881
1632,   63637
1633,   62772
1634,   61691
1635,   60779
1636,   59935
1637,   58347
1638,   57536
1639,   55735
1640,   54571
1641,   53718
1642,   52696
1643,   51595
1644,   51042
1645,   50122
1646,   49473
1647,   48788
1648,   48559
1649,   47465
1650,   47501
1651,   46890
1652,   46610
1653,   46143
1654,   45858
1655,   45678
1656,   45519
1657,   45264
1658,   44371
1659,   44632
1660,   44662
1661,   44186
1662,   43783
1663,   43435
1664,   43203
1665,   43200
1666,   43367
1667,   42637
1668,   42354
1669,   42321
1670,   42327
1671,   41670
1672,   41696
1673,   41595
1674,   41395
1675,   41260
1676,   41185
1677,   41000
1678,   41017
1679,   40810
1680,   40246
1681,   40333
1682,   40503
1683,   40065
1684,   40227
1685,   39737
1686,   39643
1687,   39556
1688,   39364
1689,   39131
1690,   39243
1691,   38944
1692,   38859
1693,   38543
1694,   38959
1695,   38535
1696,   38335
1697,   37894
1698,   37782
1699,   37747
1700,   37457
1701,   37478
1702,   37464
1703,   37379
1704,   37498
1705,   37195
1706,   36727
1707,   36506
1708,   36332
1709,   36689
1710,   36481
1711,   36130
1712,   36326
1713,   36076
1714,   35540
1715,   35547
1716,   35711
1717,   35123
1718,   35280
1719,   34995
1720,   34688
1721,   34590
1722,   34671
1723,   34787
1724,   33974
1725,   34396
1726,   34695
1727,   34958
1728,   36368
1729,   36719
1730,   36156
1731,   34710
1732,   33455
1733,   32743
1734,   32574
1735,   32438
1736,   32506
1737,   31912
1738,   31859
1739,   31379
1740,   31732
1741,   31163
1742,   31577
1743,   30996
1744,   30896
1745,   30454
1746,   30145
1747,   30020
1748,   30293
1749,   29896
1750,   29848
1751,   29663
1752,   29241
1753,   29135
1754,   28629
1755,   28695
1756,   28579
1757,   28063
1758,   27775
1759,   27459
1760,   27565
1761,   27486
1762,   27203
1763,   26910
1764,   26643
1765,   26439
1766,   26258
1767,   26235
1768,   25953
1769,   25824
1770,   25357
1771,   25345
1772,   24987
1773,   24899
1774,   24699
1775,   24419
1776,   24295
1777,   23919
1778,   23918
1779,   23651
1780,   23383
1781,   23369
1782,   23499
1783,   23080
1784,   23040
1785,   22787
1786,   22161
1787,   22153
1788,   21543
1789,   21731
1790,   21665
1791,   21313
1792,   21290
1793,   21112
1794,   20991
1795,   20716
1796,   20328
1797,   20746
1798,   20105
1799,   20102
1800,   20039
1801,   19611
1802,   20055
1803,   19729
1804,   19456
1805,   19658
1806,   19122
1807,   19135
1808,   19199
1809,   19170
1810,   18990
1811,   19228
1812,   19207
1813,   19056
1814,   18567
1815,   18194
1816,   18109
1817,   18103
1818,   17864
1819,   17868
1820,   17808
1821,   17621
1822,   17377
1823,   17352
1824,   17505
1825,   17368
1826,   17101
1827,   17173
1828,   17108
1829,   17221
1830,   16927
1831,   16988
1832,   16703
1833,   17011
1834,   16679
1835,   16633
1836,   16478
1837,   16219
1838,   16395
1839,   16344
1840,   16155
1841,   15990
1842,   16117
1843,   16145
1844,   16063
1845,   15920
1846,   15861
1847,   15881
1848,   15886
1849,   16012
1850,   15852
1851,   15943
1852,   15478
1853,   16171
1854,   15613
1855,   15612
1856,   15600
1857,   15764
1858,   15823
1859,   15729
1860,   15741
1861,   15818
1862,   15802
1863,   15935
1864,   15324
1865,   15978
1866,   15750
1867,   15701
1868,   15818
1869,   15822
1870,   15488
1871,   15471
1872,   15445
1873,   15549
1874,   15812
1875,   15487
1876,   15677
1877,   15655
1878,   15359
1879,   15490
1880,   15691
1881,   15739
1882,   15631
1883,   15804
1884,   15378
1885,   15465
1886,   15548
1887,   15617
1888,   15725
1889,   15391
1890,   15321
1891,   15489
1892,   15414
1893,   15503
1894,   15493
1895,   15503
1896,   15496
1897,   15383
1898,   15416
1899,   15478
1900,   15346
1901,   15469
1902,   15728
1903,   15541
1904,   15661
1905,   15613
1906,   15546
1907,   15411
1908,   15737
1909,   15619
1910,   15999
1911,   16276
1912,   16672
1913,   16946
1914,   16742
1915,   16177
1916,   15797
1917,   15695
1918,   15379
1919,   15616
1920,   15610
1921,   15710
1922,   15838
1923,   15526
1924,   15753
1925,   15486
1926,   15804
1927,   15676
1928,   15972
1929,   15958
1930,   16191
1931,   16291
1932,   16241
1933,   16164
1934,   16139
1935,   16571
1936,   16602
1937,   16981
1938,   16927
1939,   17083
1940,   17467
1941,   17469
1942,   17640
1943,   17928
1944,   18073
1945,   18417
1946,   18345
1947,   18953
1948,   19269
1949,   19592
1950,   19823
1951,   20484
1952,   21202
1953,   21323
1954,   21933
1955,   22615
1956,   23223
1957,   24026
1958,   25895
1959,   28208
1960,   32012
1961,   38849
1962,   51201
1963,   74744
1964,  119667
1965,  209048
1966,  387032
1967,  740659
1968, 1332525
1969, 1972548
1970, 2181443
1971, 1724489
1972,  978669
1973,  422966
1974,  164894
1975,   80190
1976,   53476
1977,   42307
1978,   35581
1979,   30652
1980,   26792
1981,   23309
1982,   20767
1983,   18929
1984,   17466
1985,   15949
1986,   14840
1987,   13876
1988,   12654
1989,   11845
1990,   11328
1991,   10730
1992,   10132
1993,    9695
1994,    9150
1995,    8968
1996,    8576
1997,    8096
1998,    7597
1999,    7542
2000,    7238
2001,    7011
2002,    6799
2003,    6818
2004,    6506
2005,    6447
2006,    6144
2007,    5947
2008,    5906
2009,    5798
2010,    5615
2011,    5647
2012,    5499
2013,    5315
2014,    5248
2015,    5277
2016,    5168
2017,    5099
2018,    4971
2019,    4684
2020,    4724
2021,    4624
2022,    4710
2023,    4559
2024,    4484
2025,    4509
2026,    4491
2027,    4375
2028,    4449
2029,    4287
2030,    4261
2031,    4172
2032,    4047
