    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/03/02,13:05:20
MCA Data File,200302 HPGe B sample 3 50 um.asc
 167,       0
 168,       0
 169,       0
 170,       0
 171,       0
 172,       0
 173,       0
 174,       0
 175,       0
 176,       0
 177,       0
 178,       0
 179,       0
 180,       0
 181,       0
 182,       0
 183,       0
 184,       0
 185,       0
 186,       0
 187,       0
 188,       0
 189,       0
 190,       0
 191,       0
 192,       0
 193,       0
 194,       0
 195,       0
 196,       0
 197,       0
 198,       0
 199,       0
 200,       0
 201,       0
 202,       0
 203,       0
 204,       0
 205,       0
 206,       0
 207,       0
 208,       0
 209,       0
 210,       0
 211,       0
 212,       0
 213,       0
 214,       0
 215,       0
 216,       0
 217,       0
 218,       0
 219,       0
 220,       0
 221,       0
 222,       0
 223,       0
 224,       0
 225,       0
 226,       0
 227,       0
 228,       0
 229,       0
 230,       0
 231,       0
 232,       0
 233,       0
 234,       0
 235,       0
 236,       0
 237,       0
 238,       0
 239,       0
 240,       0
 241,       0
 242,       0
 243,       0
 244,       0
 245,       0
 246,       0
 247,       0
 248,       0
 249,       0
 250,       0
 251,       0
 252,       0
 253,       0
 254,       0
 255,       0
 256,       0
 257,       0
 258,       0
 259,       0
 260,       0
 261,       0
 262,       0
 263,       0
 264,       0
 265,       0
 266,       0
 267,       0
 268,       0
 269,       0
 270,       0
 271,       0
 272,       0
 273,       0
 274,       0
 275,       0
 276,       0
 277,       0
 278,       0
 279,       0
 280,       0
 281,       0
 282,       0
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,       0
 512,       1
 513,       1
 514,       0
 515,       0
 516,     985
 517,  814223
 518, 1343385
 519, 1332568
 520, 1318239
 521, 1291422
 522, 1266816
 523, 1244200
 524, 1223304
 525, 1200976
 526, 1178188
 527, 1164586
 528, 1148742
 529, 1135381
 530, 1118765
 531, 1109079
 532, 1098397
 533, 1089792
 534, 1080880
 535, 1073582
 536, 1064421
 537, 1061394
 538, 1060713
 539, 1080289
 540, 1095200
 541, 1080767
 542, 1046148
 543, 1027634
 544, 1017401
 545, 1010509
 546, 1004548
 547,  998345
 548,  993384
 549,  988526
 550,  981737
 551,  979590
 552,  973322
 553,  969349
 554,  962050
 555,  960002
 556,  953229
 557,  951223
 558,  944872
 559,  941803
 560,  935843
 561,  934719
 562,  926734
 563,  923506
 564,  919170
 565,  916192
 566,  909548
 567,  907760
 568,  901737
 569,  898972
 570,  892944
 571,  889447
 572,  885275
 573,  882134
 574,  876817
 575,  874365
 576,  871377
 577,  867847
 578,  860908
 579,  856718
 580,  854492
 581,  850348
 582,  844862
 583,  842967
 584,  840277
 585,  836707
 586,  830571
 587,  826501
 588,  823916
 589,  821424
 590,  814689
 591,  812794
 592,  808256
 593,  805656
 594,  800717
 595,  798210
 596,  796337
 597,  792414
 598,  787049
 599,  786276
 600,  780331
 601,  777791
 602,  772174
 603,  771903
 604,  765777
 605,  764597
 606,  760859
 607,  755917
 608,  752863
 609,  751052
 610,  745498
 611,  743286
 612,  739716
 613,  735594
 614,  732369
 615,  729037
 616,  725813
 617,  723162
 618,  718505
 619,  714895
 620,  713034
 621,  709360
 622,  705276
 623,  702628
 624,  699853
 625,  697244
 626,  692465
 627,  689680
 628,  685553
 629,  683321
 630,  680068
 631,  680465
 632,  674634
 633,  673918
 634,  669415
 635,  667287
 636,  666097
 637,  663707
 638,  660847
 639,  658414
 640,  656639
 641,  655734
 642,  653405
 643,  650939
 644,  648546
 645,  648794
 646,  646993
 647,  645177
 648,  643776
 649,  642348
 650,  641232
 651,  638905
 652,  636854
 653,  637378
 654,  633496
 655,  633111
 656,  632681
 657,  632449
 658,  628772
 659,  629762
 660,  628751
 661,  629014
 662,  624988
 663,  625956
 664,  625329
 665,  626148
 666,  622295
 667,  622611
 668,  620895
 669,  620415
 670,  618320
 671,  618191
 672,  616914
 673,  617506
 674,  614954
 675,  615475
 676,  613790
 677,  615708
 678,  611071
 679,  612704
 680,  609961
 681,  608823
 682,  607302
 683,  607677
 684,  606465
 685,  605513
 686,  605664
 687,  604418
 688,  601124
 689,  601265
 690,  601508
 691,  598440
 692,  597776
 693,  595812
 694,  595956
 695,  594761
 696,  592598
 697,  592371
 698,  592051
 699,  591420
 700,  589800
 701,  589576
 702,  586947
 703,  586646
 704,  585582
 705,  584261
 706,  583511
 707,  580816
 708,  580408
 709,  579978
 710,  577809
 711,  577451
 712,  576518
 713,  578062
 714,  579286
 715,  578505
 716,  576300
 717,  572769
 718,  571233
 719,  568178
 720,  569365
 721,  568003
 722,  565853
 723,  565853
 724,  565105
 725,  565218
 726,  563209
 727,  562850
 728,  562125
 729,  562986
 730,  560777
 731,  558690
 732,  560081
 733,  558228
 734,  558249
 735,  557236
 736,  555765
 737,  554538
 738,  554339
 739,  553264
 740,  552848
 741,  552662
 742,  551066
 743,  550607
 744,  549707
 745,  550539
 746,  548004
 747,  547762
 748,  545697
 749,  546659
 750,  545407
 751,  544614
 752,  544768
 753,  544705
 754,  544164
 755,  542837
 756,  540773
 757,  541115
 758,  539778
 759,  539933
 760,  539254
 761,  540680
 762,  538126
 763,  540540
 764,  539276
 765,  538303
 766,  538421
 767,  538012
 768,  538753
 769,  540741
 770,  540169
 771,  541025
 772,  540823
 773,  541818
 774,  541718
 775,  543243
 776,  545419
 777,  548419
 778,  553173
 779,  562712
 780,  578111
 781,  605813
 782,  656313
 783,  765143
 784, 1032412
 785, 1699435
 786, 3286708
 787, 6529277
 788,11738886
 789,17797411
 790,21767550
 791,21137906
 792,16251628
 793,10215278
 794, 5513380
 795, 2826212
 796, 1563431
 797, 1025178
 798,  775785
 799,  645067
 800,  561278
 801,  503104
 802,  460915
 803,  431172
 804,  405578
 805,  386110
 806,  368801
 807,  356502
 808,  345287
 809,  335215
 810,  325642
 811,  318074
 812,  311111
 813,  305152
 814,  299596
 815,  294771
 816,  290789
 817,  286665
 818,  282974
 819,  278499
 820,  275235
 821,  273726
 822,  270423
 823,  269281
 824,  266130
 825,  264861
 826,  262158
 827,  260887
 828,  259603
 829,  256366
 830,  255750
 831,  254852
 832,  251917
 833,  251887
 834,  250100
 835,  249285
 836,  247950
 837,  247415
 838,  245227
 839,  245453
 840,  243300
 841,  243449
 842,  242909
 843,  241780
 844,  240705
 845,  239225
 846,  238196
 847,  239115
 848,  237479
 849,  236952
 850,  235606
 851,  235359
 852,  235403
 853,  234888
 854,  233063
 855,  234061
 856,  233575
 857,  233229
 858,  231928
 859,  231381
 860,  230912
 861,  230958
 862,  230698
 863,  230108
 864,  228587
 865,  228674
 866,  228814
 867,  227697
 868,  227035
 869,  227479
 870,  227739
 871,  227361
 872,  226882
 873,  226398
 874,  224485
 875,  224476
 876,  224556
 877,  224941
 878,  223073
 879,  224229
 880,  222619
 881,  223559
 882,  222047
 883,  221953
 884,  220660
 885,  221181
 886,  220360
 887,  220852
 888,  219937
 889,  219346
 890,  219296
 891,  218653
 892,  218550
 893,  218388
 894,  218181
 895,  218397
 896,  217279
 897,  217085
 898,  217545
 899,  217355
 900,  218673
 901,  221128
 902,  230552
 903,  246703
 904,  253096
 905,  239701
 906,  224975
 907,  217908
 908,  215708
 909,  214540
 910,  214124
 911,  212685
 912,  214095
 913,  214561
 914,  212792
 915,  213589
 916,  213535
 917,  213322
 918,  213155
 919,  212432
 920,  211754
 921,  213249
 922,  212421
 923,  212652
 924,  211685
 925,  212275
 926,  211175
 927,  211033
 928,  211339
 929,  210861
 930,  211062
 931,  211049
 932,  210034
 933,  210613
 934,  209135
 935,  209639
 936,  209866
 937,  210729
 938,  209726
 939,  209428
 940,  210064
 941,  210965
 942,  215725
 943,  229596
 944,  252893
 945,  263853
 946,  247923
 947,  223736
 948,  212072
 949,  208946
 950,  208115
 951,  206881
 952,  207283
 953,  206541
 954,  206264
 955,  206598
 956,  206300
 957,  206454
 958,  204694
 959,  205369
 960,  206630
 961,  206416
 962,  205511
 963,  206204
 964,  205211
 965,  204984
 966,  204975
 967,  204264
 968,  204469
 969,  204680
 970,  203694
 971,  203566
 972,  203779
 973,  204235
 974,  204421
 975,  203536
 976,  203397
 977,  203648
 978,  203041
 979,  203517
 980,  203786
 981,  202880
 982,  202041
 983,  204319
 984,  202735
 985,  203791
 986,  205876
 987,  212540
 988,  217123
 989,  217639
 990,  209560
 991,  204318
 992,  202432
 993,  201529
 994,  201463
 995,  200993
 996,  200607
 997,  201215
 998,  201413
 999,  201228
1000,  199320
1001,  200756
1002,  199515
1003,  199718
1004,  199720
1005,  199946
1006,  199462
1007,  199902
1008,  199145
1009,  198890
1010,  199160
1011,  198655
1012,  199199
1013,  199389
1014,  199469
1015,  198895
1016,  198822
1017,  198984
1018,  198801
1019,  198155
1020,  197371
1021,  197835
1022,  198238
1023,  198252
1024,  198951
1025,  198621
1026,  198097
1027,  198080
1028,  198375
1029,  197561
1030,  197749
1031,  197526
1032,  198746
1033,  199263
1034,  198352
1035,  197321
1036,  196359
1037,  197572
1038,  196786
1039,  196580
1040,  196559
1041,  197016
1042,  197113
1043,  196381
1044,  196535
1045,  196975
1046,  195936
1047,  196159
1048,  195294
1049,  196513
1050,  196118
1051,  195658
1052,  194781
1053,  196155
1054,  195947
1055,  196686
1056,  195843
1057,  196046
1058,  195641
1059,  196033
1060,  195671
1061,  195707
1062,  195551
1063,  196675
1064,  194584
1065,  194756
1066,  195051
1067,  194150
1068,  194170
1069,  195865
1070,  195028
1071,  194491
1072,  194076
1073,  194037
1074,  194747
1075,  194100
1076,  194023
1077,  194531
1078,  194455
1079,  194072
1080,  194095
1081,  194192
1082,  193483
1083,  194087
1084,  193991
1085,  193315
1086,  193393
1087,  192948
1088,  193225
1089,  193328
1090,  193572
1091,  193757
1092,  193797
1093,  194164
1094,  193404
1095,  193724
1096,  192792
1097,  193111
1098,  192787
1099,  192826
1100,  193354
1101,  193355
1102,  191546
1103,  193250
1104,  192547
1105,  192004
1106,  192657
1107,  192291
1108,  192964
1109,  192063
1110,  192114
1111,  192165
1112,  192485
1113,  192027
1114,  191797
1115,  191595
1116,  192254
1117,  192932
1118,  192322
1119,  193563
1120,  192550
1121,  195158
1122,  199398
1123,  204012
1124,  203778
1125,  198425
1126,  194110
1127,  193000
1128,  193797
1129,  196335
1130,  198831
1131,  198431
1132,  194499
1133,  191619
1134,  190851
1135,  191234
1136,  191011
1137,  191364
1138,  190391
1139,  190696
1140,  190173
1141,  190457
1142,  190616
1143,  189715
1144,  190119
1145,  189945
1146,  190183
1147,  190399
1148,  189237
1149,  190387
1150,  189851
1151,  190724
1152,  190784
1153,  190428
1154,  190370
1155,  190881
1156,  190528
1157,  191173
1158,  189560
1159,  190837
1160,  189552
1161,  189973
1162,  190593
1163,  190738
1164,  190380
1165,  189545
1166,  190110
1167,  190089
1168,  190129
1169,  190139
1170,  189690
1171,  190090
1172,  190778
1173,  191768
1174,  191757
1175,  191734
1176,  190687
1177,  191138
1178,  190058
1179,  190830
1180,  191308
1181,  191163
1182,  190726
1183,  193068
1184,  194303
1185,  198702
1186,  203860
1187,  207023
1188,  207339
1189,  203409
1190,  198711
1191,  195707
1192,  194652
1193,  194120
1194,  195336
1195,  196208
1196,  195075
1197,  192990
1198,  192065
1199,  192260
1200,  192412
1201,  193372
1202,  193216
1203,  191051
1204,  190867
1205,  191107
1206,  189935
1207,  191305
1208,  191281
1209,  190335
1210,  191674
1211,  191104
1212,  190778
1213,  190735
1214,  190893
1215,  191315
1216,  192235
1217,  192006
1218,  191163
1219,  191013
1220,  191547
1221,  192940
1222,  193231
1223,  192352
1224,  192006
1225,  192583
1226,  190978
1227,  191830
1228,  191436
1229,  191303
1230,  191000
1231,  191499
1232,  191994
1233,  192353
1234,  192823
1235,  194219
1236,  196093
1237,  195969
1238,  194419
1239,  193911
1240,  191609
1241,  191871
1242,  191933
1243,  191679
1244,  192464
1245,  193005
1246,  191356
1247,  192092
1248,  191709
1249,  191893
1250,  191409
1251,  192246
1252,  193027
1253,  193260
1254,  193350
1255,  194296
1256,  193622
1257,  192879
1258,  192452
1259,  193356
1260,  193916
1261,  193106
1262,  192687
1263,  192720
1264,  192419
1265,  193445
1266,  193074
1267,  193205
1268,  193015
1269,  193610
1270,  193649
1271,  193149
1272,  192715
1273,  193583
1274,  193205
1275,  193179
1276,  193203
1277,  194002
1278,  193800
1279,  194594
1280,  193040
1281,  194968
1282,  194116
1283,  194751
1284,  195178
1285,  194743
1286,  193890
1287,  194924
1288,  194246
1289,  194222
1290,  194004
1291,  195485
1292,  195385
1293,  195790
1294,  195927
1295,  195916
1296,  195586
1297,  195566
1298,  195671
1299,  195564
1300,  197219
1301,  198226
1302,  197234
1303,  196803
1304,  196372
1305,  196697
1306,  197745
1307,  197465
1308,  197479
1309,  197549
1310,  197039
1311,  196894
1312,  196988
1313,  197510
1314,  196453
1315,  196613
1316,  196538
1317,  198650
1318,  197183
1319,  197360
1320,  198220
1321,  197864
1322,  198041
1323,  198652
1324,  197909
1325,  198946
1326,  198015
1327,  198471
1328,  198402
1329,  198757
1330,  198246
1331,  198574
1332,  199632
1333,  199328
1334,  199538
1335,  199141
1336,  200287
1337,  200432
1338,  201586
1339,  202969
1340,  204811
1341,  203181
1342,  201147
1343,  200971
1344,  200840
1345,  201128
1346,  200574
1347,  201287
1348,  200700
1349,  201492
1350,  201237
1351,  202513
1352,  201267
1353,  201222
1354,  201986
1355,  201967
1356,  203028
1357,  202232
1358,  202101
1359,  202852
1360,  202706
1361,  202757
1362,  203052
1363,  203383
1364,  203075
1365,  203721
1366,  203696
1367,  203793
1368,  204186
1369,  204315
1370,  203716
1371,  204347
1372,  204699
1373,  205775
1374,  204693
1375,  205916
1376,  205219
1377,  205427
1378,  205901
1379,  206325
1380,  206288
1381,  205951
1382,  206461
1383,  206592
1384,  206310
1385,  207548
1386,  208057
1387,  207446
1388,  207217
1389,  207948
1390,  208424
1391,  207901
1392,  209016
1393,  209413
1394,  209187
1395,  208708
1396,  208808
1397,  209124
1398,  209021
1399,  209224
1400,  209405
1401,  209485
1402,  209045
1403,  210403
1404,  209354
1405,  209525
1406,  210353
1407,  211812
1408,  211729
1409,  212115
1410,  212296
1411,  212639
1412,  212775
1413,  211660
1414,  212860
1415,  213460
1416,  215190
1417,  219365
1418,  227426
1419,  236877
1420,  236098
1421,  229439
1422,  220398
1423,  216653
1424,  215327
1425,  215090
1426,  214606
1427,  215537
1428,  215316
1429,  216557
1430,  215656
1431,  217314
1432,  217016
1433,  216647
1434,  215756
1435,  217889
1436,  217763
1437,  217040
1438,  218334
1439,  218320
1440,  218777
1441,  218987
1442,  219555
1443,  219377
1444,  220243
1445,  220501
1446,  220755
1447,  220060
1448,  220716
1449,  221110
1450,  221517
1451,  222562
1452,  222266
1453,  222759
1454,  224501
1455,  225719
1456,  225580
1457,  224964
1458,  225433
1459,  224438
1460,  224103
1461,  225030
1462,  224827
1463,  225020
1464,  225731
1465,  225308
1466,  226042
1467,  226263
1468,  227345
1469,  226966
1470,  226911
1471,  227666
1472,  228177
1473,  229347
1474,  228239
1475,  229686
1476,  230142
1477,  230448
1478,  230258
1479,  231126
1480,  230728
1481,  232454
1482,  232362
1483,  232714
1484,  231772
1485,  232642
1486,  232545
1487,  232851
1488,  233001
1489,  232810
1490,  234447
1491,  234001
1492,  234602
1493,  235797
1494,  236102
1495,  236952
1496,  236768
1497,  236683
1498,  236212
1499,  237429
1500,  237934
1501,  239741
1502,  241160
1503,  243976
1504,  244256
1505,  243761
1506,  242717
1507,  243325
1508,  246153
1509,  251866
1510,  255190
1511,  254833
1512,  249795
1513,  246598
1514,  244122
1515,  243574
1516,  244582
1517,  245093
1518,  245847
1519,  245077
1520,  244937
1521,  245520
1522,  245841
1523,  247132
1524,  247488
1525,  247544
1526,  248864
1527,  249108
1528,  249119
1529,  250144
1530,  250102
1531,  250442
1532,  250976
1533,  251093
1534,  250558
1535,  252317
1536,  252174
1537,  252516
1538,  253037
1539,  254145
1540,  255290
1541,  255884
1542,  255254
1543,  256085
1544,  256271
1545,  257129
1546,  256994
1547,  257950
1548,  258380
1549,  258884
1550,  258387
1551,  260202
1552,  260466
1553,  259898
1554,  260927
1555,  261055
1556,  261548
1557,  262130
1558,  263155
1559,  263058
1560,  263923
1561,  263759
1562,  265264
1563,  266036
1564,  264845
1565,  266231
1566,  266762
1567,  266525
1568,  266140
1569,  268689
1570,  268016
1571,  269642
1572,  268789
1573,  269772
1574,  269442
1575,  271241
1576,  270952
1577,  272149
1578,  271694
1579,  273470
1580,  272971
1581,  274064
1582,  274339
1583,  275765
1584,  275003
1585,  276300
1586,  277535
1587,  276796
1588,  278423
1589,  278034
1590,  279026
1591,  280008
1592,  279657
1593,  279700
1594,  280160
1595,  281405
1596,  279324
1597,  280831
1598,  280142
1599,  282118
1600,  281239
1601,  283188
1602,  282394
1603,  282836
1604,  282521
1605,  284681
1606,  283662
1607,  284584
1608,  284920
1609,  286097
1610,  285760
1611,  286681
1612,  286028
1613,  286304
1614,  286587
1615,  287479
1616,  287415
1617,  287523
1618,  287668
1619,  288368
1620,  288065
1621,  288763
1622,  289424
1623,  289991
1624,  289918
1625,  290091
1626,  289422
1627,  290437
1628,  289868
1629,  290166
1630,  289199
1631,  288202
1632,  288388
1633,  290263
1634,  288191
1635,  288979
1636,  288862
1637,  288594
1638,  287884
1639,  287625
1640,  286832
1641,  286293
1642,  285181
1643,  284496
1644,  281505
1645,  281199
1646,  279807
1647,  277335
1648,  275803
1649,  272964
1650,  270868
1651,  266325
1652,  263725
1653,  259315
1654,  254378
1655,  249379
1656,  242780
1657,  237901
1658,  231197
1659,  225742
1660,  221053
1661,  217076
1662,  213511
1663,  208970
1664,  207280
1665,  204204
1666,  200769
1667,  199266
1668,  198518
1669,  195356
1670,  194023
1671,  192315
1672,  190602
1673,  189611
1674,  188027
1675,  186655
1676,  185446
1677,  185178
1678,  183450
1679,  182231
1680,  181373
1681,  180641
1682,  179097
1683,  179227
1684,  178492
1685,  177402
1686,  176939
1687,  175986
1688,  174691
1689,  174377
1690,  174066
1691,  172915
1692,  172048
1693,  172238
1694,  171404
1695,  171417
1696,  169784
1697,  169842
1698,  169262
1699,  167729
1700,  167501
1701,  167690
1702,  165796
1703,  165776
1704,  164457
1705,  164515
1706,  163369
1707,  164123
1708,  161752
1709,  161981
1710,  161637
1711,  160426
1712,  159637
1713,  160203
1714,  159197
1715,  159081
1716,  157311
1717,  157403
1718,  156472
1719,  156146
1720,  156329
1721,  154754
1722,  154203
1723,  154072
1724,  153006
1725,  152240
1726,  152377
1727,  151264
1728,  150583
1729,  150903
1730,  149621
1731,  149614
1732,  148940
1733,  148519
1734,  148212
1735,  147277
1736,  146111
1737,  144911
1738,  144722
1739,  144078
1740,  143340
1741,  143077
1742,  142987
1743,  142816
1744,  142826
1745,  142958
1746,  146238
1747,  149245
1748,  151592
1749,  150021
1750,  144417
1751,  139404
1752,  136911
1753,  135767
1754,  135176
1755,  134845
1756,  133681
1757,  132452
1758,  131922
1759,  131193
1760,  130316
1761,  130154
1762,  129469
1763,  128593
1764,  127689
1765,  126730
1766,  126175
1767,  125616
1768,  124282
1769,  123671
1770,  123495
1771,  122155
1772,  121586
1773,  119824
1774,  119270
1775,  118795
1776,  116804
1777,  116990
1778,  115736
1779,  114892
1780,  114301
1781,  113446
1782,  112392
1783,  111500
1784,  110645
1785,  109663
1786,  108337
1787,  107603
1788,  106784
1789,  106004
1790,  104930
1791,  103783
1792,  102742
1793,  101729
1794,  100561
1795,   99849
1796,   99165
1797,   98151
1798,   96914
1799,   96956
1800,   95432
1801,   94979
1802,   94893
1803,   93624
1804,   91984
1805,   91256
1806,   89474
1807,   89073
1808,   87743
1809,   87045
1810,   86237
1811,   85279
1812,   84616
1813,   83968
1814,   83696
1815,   82759
1816,   82550
1817,   81639
1818,   81257
1819,   80426
1820,   79088
1821,   78898
1822,   78106
1823,   77140
1824,   77011
1825,   76303
1826,   76134
1827,   75419
1828,   74478
1829,   75000
1830,   75124
1831,   75471
1832,   74780
1833,   73044
1834,   72006
1835,   70611
1836,   70429
1837,   70027
1838,   69672
1839,   68947
1840,   67911
1841,   67583
1842,   66946
1843,   66799
1844,   66681
1845,   66218
1846,   65274
1847,   65486
1848,   64826
1849,   64173
1850,   63248
1851,   63023
1852,   62437
1853,   62671
1854,   62576
1855,   61279
1856,   61064
1857,   61307
1858,   60723
1859,   60197
1860,   60161
1861,   60146
1862,   59127
1863,   59188
1864,   58958
1865,   58987
1866,   58056
1867,   57979
1868,   58154
1869,   57391
1870,   57419
1871,   57305
1872,   57131
1873,   57023
1874,   56553
1875,   56665
1876,   56677
1877,   56890
1878,   56107
1879,   56115
1880,   56185
1881,   56098
1882,   55992
1883,   55801
1884,   55573
1885,   56014
1886,   55689
1887,   55664
1888,   55270
1889,   55461
1890,   55157
1891,   55439
1892,   54801
1893,   54948
1894,   54729
1895,   53940
1896,   54551
1897,   54200
1898,   54544
1899,   54565
1900,   54173
1901,   54454
1902,   54347
1903,   54116
1904,   54373
1905,   53833
1906,   54296
1907,   53800
1908,   53501
1909,   53569
1910,   53741
1911,   53515
1912,   53417
1913,   53356
1914,   53407
1915,   53399
1916,   53214
1917,   53401
1918,   52989
1919,   53375
1920,   52929
1921,   52517
1922,   52914
1923,   52544
1924,   52905
1925,   52966
1926,   52595
1927,   52959
1928,   52652
1929,   52471
1930,   52857
1931,   54163
1932,   55630
1933,   56761
1934,   56349
1935,   55036
1936,   52851
1937,   52139
1938,   51885
1939,   51635
1940,   51501
1941,   51654
1942,   51979
1943,   51432
1944,   51356
1945,   51207
1946,   51477
1947,   51616
1948,   51641
1949,   51229
1950,   50874
1951,   51060
1952,   51183
1953,   50817
1954,   51391
1955,   51458
1956,   51387
1957,   51408
1958,   51564
1959,   51750
1960,   51758
1961,   51704
1962,   52261
1963,   52293
1964,   52181
1965,   52701
1966,   52712
1967,   52885
1968,   53867
1969,   54525
1970,   54648
1971,   55672
1972,   55632
1973,   56276
1974,   57027
1975,   57604
1976,   58385
1977,   59378
1978,   61393
1979,   63953
1980,   68017
1981,   75572
1982,   89364
1983,  113352
1984,  162149
1985,  268762
1986,  520754
1987, 1145501
1988, 2618326
1989, 5287647
1990, 8169354
1991, 8903680
1992, 6736369
1993, 3714133
1994, 1647169
1995,  686018
1996,  333525
1997,  216409
1998,  168608
1999,  139237
2000,  117572
2001,  101415
2002,   88994
2003,   78833
2004,   71708
2005,   65010
2006,   59807
2007,   55530
2008,   51689
2009,   48438
2010,   45244
2011,   42366
2012,   40165
2013,   37849
2014,   36150
2015,   34818
2016,   33225
2017,   32147
2018,   30748
2019,   29501
2020,   28562
2021,   27670
2022,   26765
2023,   26345
2024,   25633
2025,   24504
2026,   24035
2027,   23484
