    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/03/02,13:05:01
MCA Data File,200302 HPGe A sample 3 50 um.asc
 167,       0
 168,       0
 169,       0
 170,       0
 171,       0
 172,       0
 173,       0
 174,       0
 175,       0
 176,       0
 177,       0
 178,       0
 179,       0
 180,       0
 181,       0
 182,       0
 183,       0
 184,       0
 185,       0
 186,       0
 187,       0
 188,       0
 189,       0
 190,       0
 191,       0
 192,       0
 193,       0
 194,       0
 195,       0
 196,       0
 197,       0
 198,       0
 199,       0
 200,       0
 201,       0
 202,       0
 203,       0
 204,       0
 205,       0
 206,       0
 207,       0
 208,       0
 209,       0
 210,       0
 211,       0
 212,       0
 213,       0
 214,       0
 215,       0
 216,       0
 217,       0
 218,       0
 219,       0
 220,       0
 221,       0
 222,       0
 223,       0
 224,       0
 225,       0
 226,       0
 227,       0
 228,       0
 229,       0
 230,       0
 231,       0
 232,       0
 233,       0
 234,       0
 235,       0
 236,       0
 237,       0
 238,       0
 239,       0
 240,       0
 241,       0
 242,       0
 243,       0
 244,       0
 245,       0
 246,       0
 247,       0
 248,       0
 249,       0
 250,       0
 251,       0
 252,       0
 253,       0
 254,       0
 255,       0
 256,       0
 257,       0
 258,       0
 259,       0
 260,       0
 261,       0
 262,       0
 263,       0
 264,       0
 265,       0
 266,       0
 267,       0
 268,       0
 269,       0
 270,       0
 271,       0
 272,       0
 273,       0
 274,       0
 275,       0
 276,       0
 277,       0
 278,       0
 279,       0
 280,       0
 281,       0
 282,       0
 283,       0
 284,       0
 285,       0
 286,       0
 287,       0
 288,       0
 289,       0
 290,       0
 291,       0
 292,       0
 293,       0
 294,       0
 295,       0
 296,       0
 297,       0
 298,       0
 299,       0
 300,       0
 301,       0
 302,       0
 303,       0
 304,       0
 305,       0
 306,       0
 307,       0
 308,       0
 309,       0
 310,       0
 311,       0
 312,       0
 313,       0
 314,       0
 315,       0
 316,       0
 317,       0
 318,       0
 319,       0
 320,       0
 321,       0
 322,       0
 323,       0
 324,       0
 325,       0
 326,       0
 327,       0
 328,       0
 329,       0
 330,       0
 331,       0
 332,       0
 333,       0
 334,       0
 335,       0
 336,       0
 337,       0
 338,       0
 339,       0
 340,       0
 341,       0
 342,       0
 343,       0
 344,       0
 345,       0
 346,       0
 347,       0
 348,       0
 349,       0
 350,       0
 351,       0
 352,       0
 353,       0
 354,       0
 355,       0
 356,       0
 357,       0
 358,       0
 359,       0
 360,       0
 361,       0
 362,       0
 363,       0
 364,       0
 365,       0
 366,       0
 367,       0
 368,       0
 369,       0
 370,       0
 371,       0
 372,       0
 373,       0
 374,       0
 375,       0
 376,       0
 377,       0
 378,       0
 379,       0
 380,       0
 381,       0
 382,       0
 383,       0
 384,       0
 385,       0
 386,       0
 387,       0
 388,       0
 389,       0
 390,       0
 391,       0
 392,       0
 393,       0
 394,       0
 395,       0
 396,       0
 397,       0
 398,       0
 399,       0
 400,       0
 401,       0
 402,       0
 403,       0
 404,       0
 405,       0
 406,       0
 407,       0
 408,       0
 409,       0
 410,       0
 411,       0
 412,       0
 413,       0
 414,       0
 415,       0
 416,       0
 417,       0
 418,       0
 419,       0
 420,       0
 421,       0
 422,       0
 423,       0
 424,       0
 425,       0
 426,       0
 427,       0
 428,       0
 429,       0
 430,       0
 431,       0
 432,       0
 433,       0
 434,       0
 435,       0
 436,       0
 437,       0
 438,       0
 439,       0
 440,       0
 441,       0
 442,       0
 443,       0
 444,       0
 445,       0
 446,       0
 447,       0
 448,       0
 449,       0
 450,       0
 451,       0
 452,       0
 453,       0
 454,       0
 455,       0
 456,       0
 457,       0
 458,       0
 459,       0
 460,       0
 461,       0
 462,       0
 463,       0
 464,       0
 465,       0
 466,       0
 467,       0
 468,       0
 469,       0
 470,       0
 471,       0
 472,       0
 473,       0
 474,       0
 475,       0
 476,       0
 477,       0
 478,       0
 479,       0
 480,       0
 481,       0
 482,       0
 483,       0
 484,       0
 485,       0
 486,       0
 487,       0
 488,       0
 489,       0
 490,       0
 491,       0
 492,       0
 493,       0
 494,       0
 495,       0
 496,       0
 497,       0
 498,       0
 499,       0
 500,       0
 501,       0
 502,       0
 503,       0
 504,       0
 505,       0
 506,       0
 507,       0
 508,       0
 509,       0
 510,       0
 511,    4389
 512,  957889
 513, 1266918
 514, 1241478
 515, 1226254
 516, 1204950
 517, 1187006
 518, 1173696
 519, 1155946
 520, 1144327
 521, 1134155
 522, 1122712
 523, 1113689
 524, 1103730
 525, 1096126
 526, 1090433
 527, 1085368
 528, 1088176
 529, 1110273
 530, 1132486
 531, 1114541
 532, 1072875
 533, 1047279
 534, 1036227
 535, 1030298
 536, 1024270
 537, 1016050
 538, 1012043
 539, 1008580
 540, 1001239
 541,  996498
 542,  992694
 543,  988339
 544,  983140
 545,  977313
 546,  971946
 547,  967798
 548,  965506
 549,  961498
 550,  954909
 551,  950983
 552,  947386
 553,  942836
 554,  937872
 555,  935530
 556,  929563
 557,  927354
 558,  921679
 559,  919731
 560,  916776
 561,  914635
 562,  908276
 563,  903759
 564,  902528
 565,  898731
 566,  895509
 567,  891272
 568,  887365
 569,  886452
 570,  881473
 571,  877522
 572,  874780
 573,  871806
 574,  867989
 575,  865451
 576,  861681
 577,  858278
 578,  855132
 579,  853743
 580,  848870
 581,  847552
 582,  842887
 583,  839259
 584,  836124
 585,  835743
 586,  829733
 587,  826602
 588,  825682
 589,  820363
 590,  816361
 591,  814534
 592,  811369
 593,  808474
 594,  806373
 595,  801559
 596,  797253
 597,  794338
 598,  790682
 599,  788166
 600,  786018
 601,  781690
 602,  778810
 603,  775673
 604,  773351
 605,  769320
 606,  766431
 607,  763473
 608,  760959
 609,  756859
 610,  753397
 611,  751357
 612,  748937
 613,  747178
 614,  742251
 615,  739905
 616,  737156
 617,  733727
 618,  732604
 619,  731656
 620,  731774
 621,  727196
 622,  723383
 623,  721041
 624,  717143
 625,  715899
 626,  712612
 627,  712391
 628,  708895
 629,  707482
 630,  707197
 631,  704952
 632,  703648
 633,  702935
 634,  700514
 635,  700062
 636,  697877
 637,  696006
 638,  693863
 639,  692606
 640,  689987
 641,  689797
 642,  689372
 643,  687597
 644,  686743
 645,  685803
 646,  685880
 647,  684658
 648,  682977
 649,  681154
 650,  681183
 651,  680015
 652,  679791
 653,  678328
 654,  677789
 655,  677315
 656,  676595
 657,  675185
 658,  674868
 659,  673600
 660,  672406
 661,  673676
 662,  672234
 663,  671404
 664,  671610
 665,  671944
 666,  669798
 667,  667971
 668,  667388
 669,  665876
 670,  665226
 671,  665168
 672,  662979
 673,  663361
 674,  662106
 675,  661225
 676,  660062
 677,  659281
 678,  657751
 679,  657349
 680,  656440
 681,  656611
 682,  655442
 683,  654191
 684,  651607
 685,  652335
 686,  651116
 687,  651862
 688,  650762
 689,  651303
 690,  649232
 691,  648290
 692,  647287
 693,  648332
 694,  646209
 695,  644416
 696,  646394
 697,  644633
 698,  643034
 699,  644255
 700,  643716
 701,  644504
 702,  647537
 703,  649300
 704,  647589
 705,  644836
 706,  640364
 707,  640589
 708,  639270
 709,  640786
 710,  640429
 711,  641879
 712,  639771
 713,  638326
 714,  638735
 715,  640148
 716,  638164
 717,  638723
 718,  637674
 719,  639193
 720,  639584
 721,  639664
 722,  637935
 723,  638339
 724,  639510
 725,  640624
 726,  640597
 727,  641417
 728,  642280
 729,  643136
 730,  642780
 731,  643531
 732,  642942
 733,  643454
 734,  645186
 735,  644793
 736,  646994
 737,  646055
 738,  648822
 739,  649001
 740,  650335
 741,  650408
 742,  652137
 743,  651929
 744,  653446
 745,  653601
 746,  656486
 747,  657759
 748,  659032
 749,  661468
 750,  661370
 751,  662131
 752,  662300
 753,  664193
 754,  663338
 755,  665189
 756,  668599
 757,  669954
 758,  672797
 759,  673316
 760,  675679
 761,  677209
 762,  679307
 763,  679343
 764,  683157
 765,  686221
 766,  692160
 767,  700491
 768,  713870
 769,  740418
 770,  791909
 771,  912839
 772, 1202392
 773, 1928276
 774, 3604373
 775, 6969504
 776,12278943
 777,18414223
 778,22477728
 779,21872843
 780,16886763
 781,10630105
 782, 5739187
 783, 2922385
 784, 1617013
 785, 1058899
 786,  809762
 787,  675929
 788,  594528
 789,  537442
 790,  495218
 791,  462824
 792,  437798
 793,  416819
 794,  397280
 795,  383371
 796,  369894
 797,  360156
 798,  350384
 799,  341684
 800,  332870
 801,  326597
 802,  320175
 803,  315412
 804,  310072
 805,  304908
 806,  301639
 807,  298605
 808,  295219
 809,  291030
 810,  289309
 811,  286008
 812,  283933
 813,  282305
 814,  280151
 815,  278010
 816,  274721
 817,  273444
 818,  271726
 819,  270892
 820,  268901
 821,  268467
 822,  266088
 823,  265459
 824,  264852
 825,  263262
 826,  261648
 827,  261421
 828,  260048
 829,  258483
 830,  258497
 831,  257018
 832,  256566
 833,  255220
 834,  254093
 835,  254056
 836,  253024
 837,  252487
 838,  251356
 839,  251559
 840,  249592
 841,  250282
 842,  249090
 843,  248263
 844,  248781
 845,  247965
 846,  246343
 847,  246288
 848,  245387
 849,  245304
 850,  244171
 851,  243545
 852,  243614
 853,  242789
 854,  242534
 855,  242442
 856,  241259
 857,  242613
 858,  241589
 859,  241308
 860,  240139
 861,  240573
 862,  239775
 863,  238921
 864,  237955
 865,  237448
 866,  236509
 867,  235854
 868,  235736
 869,  236226
 870,  236162
 871,  235594
 872,  236297
 873,  235411
 874,  233859
 875,  234171
 876,  234038
 877,  233860
 878,  231986
 879,  234043
 880,  233297
 881,  232995
 882,  232010
 883,  231862
 884,  231765
 885,  231426
 886,  232641
 887,  232602
 888,  235899
 889,  247483
 890,  264522
 891,  272504
 892,  260741
 893,  241176
 894,  232016
 895,  229023
 896,  229665
 897,  228148
 898,  227701
 899,  227356
 900,  226659
 901,  227814
 902,  227012
 903,  225903
 904,  226905
 905,  225818
 906,  225539
 907,  225218
 908,  225647
 909,  225474
 910,  224696
 911,  225937
 912,  224721
 913,  223388
 914,  224044
 915,  223036
 916,  223888
 917,  224415
 918,  224002
 919,  223319
 920,  223347
 921,  223346
 922,  222108
 923,  222977
 924,  223177
 925,  222521
 926,  222110
 927,  223709
 928,  225556
 929,  233912
 930,  253774
 931,  280327
 932,  288011
 933,  264856
 934,  236465
 935,  223978
 936,  221885
 937,  220307
 938,  219659
 939,  220681
 940,  219951
 941,  218649
 942,  219418
 943,  218888
 944,  218361
 945,  218206
 946,  217277
 947,  217378
 948,  217966
 949,  217526
 950,  216508
 951,  216422
 952,  216776
 953,  216197
 954,  216264
 955,  216826
 956,  215659
 957,  216306
 958,  216401
 959,  216223
 960,  216572
 961,  215022
 962,  215013
 963,  215157
 964,  215204
 965,  215225
 966,  214791
 967,  214745
 968,  214009
 969,  214768
 970,  214844
 971,  214834
 972,  213945
 973,  214861
 974,  216158
 975,  217048
 976,  216319
 977,  214775
 978,  214857
 979,  213744
 980,  213018
 981,  213382
 982,  213035
 983,  212991
 984,  212666
 985,  213351
 986,  212661
 987,  212554
 988,  213077
 989,  211884
 990,  212315
 991,  212322
 992,  211615
 993,  211680
 994,  211949
 995,  211461
 996,  211868
 997,  212167
 998,  211847
 999,  210394
1000,  211106
1001,  211017
1002,  211038
1003,  210058
1004,  210449
1005,  210412
1006,  210808
1007,  211113
1008,  210934
1009,  210533
1010,  209464
1011,  210653
1012,  210431
1013,  210800
1014,  210676
1015,  210281
1016,  209524
1017,  209271
1018,  211264
1019,  210965
1020,  210885
1021,  210532
1022,  208174
1023,  209073
1024,  208231
1025,  208481
1026,  208636
1027,  208760
1028,  209092
1029,  208821
1030,  207932
1031,  208342
1032,  207828
1033,  208351
1034,  208491
1035,  207390
1036,  207456
1037,  208087
1038,  207262
1039,  207973
1040,  208287
1041,  208049
1042,  207210
1043,  207675
1044,  207724
1045,  208170
1046,  207703
1047,  207537
1048,  207225
1049,  207531
1050,  206592
1051,  207603
1052,  206827
1053,  207588
1054,  206996
1055,  207339
1056,  206561
1057,  207049
1058,  206905
1059,  206473
1060,  206665
1061,  206358
1062,  206511
1063,  206799
1064,  206409
1065,  206845
1066,  205817
1067,  205956
1068,  206241
1069,  206789
1070,  206383
1071,  205448
1072,  206602
1073,  206737
1074,  206042
1075,  206776
1076,  205748
1077,  206295
1078,  206342
1079,  206574
1080,  206624
1081,  205618
1082,  205820
1083,  205491
1084,  205273
1085,  205620
1086,  205667
1087,  205803
1088,  205401
1089,  204905
1090,  205263
1091,  205519
1092,  205231
1093,  206128
1094,  205316
1095,  205533
1096,  204469
1097,  205190
1098,  204670
1099,  204633
1100,  203717
1101,  205070
1102,  204716
1103,  205070
1104,  204693
1105,  205703
1106,  205250
1107,  205617
1108,  205447
1109,  206612
1110,  207187
1111,  206012
1112,  204788
1113,  206181
1114,  207830
1115,  211568
1116,  212370
1117,  210434
1118,  205975
1119,  204270
1120,  203489
1121,  204116
1122,  204004
1123,  203796
1124,  202513
1125,  203659
1126,  203740
1127,  202645
1128,  202187
1129,  203129
1130,  203279
1131,  203326
1132,  203950
1133,  202891
1134,  203286
1135,  203691
1136,  202873
1137,  204107
1138,  203815
1139,  203628
1140,  203525
1141,  203158
1142,  203052
1143,  203016
1144,  203578
1145,  203557
1146,  203185
1147,  202642
1148,  202850
1149,  201856
1150,  202935
1151,  203683
1152,  203441
1153,  203618
1154,  203526
1155,  203782
1156,  203143
1157,  202722
1158,  204247
1159,  204230
1160,  203862
1161,  204955
1162,  203223
1163,  203317
1164,  203362
1165,  203315
1166,  204078
1167,  204506
1168,  205384
1169,  207848
1170,  211622
1171,  217263
1172,  220838
1173,  221674
1174,  217082
1175,  212173
1176,  209457
1177,  207232
1178,  207211
1179,  209022
1180,  209236
1181,  208435
1182,  205509
1183,  204811
1184,  203968
1185,  205068
1186,  206035
1187,  205547
1188,  203678
1189,  203732
1190,  203589
1191,  203231
1192,  203287
1193,  203686
1194,  203692
1195,  203014
1196,  203053
1197,  204090
1198,  202975
1199,  203578
1200,  203670
1201,  203641
1202,  204172
1203,  203374
1204,  204376
1205,  205598
1206,  206052
1207,  207366
1208,  206733
1209,  204048
1210,  204467
1211,  203434
1212,  203209
1213,  203169
1214,  203834
1215,  203907
1216,  203624
1217,  203838
1218,  204486
1219,  205548
1220,  207897
1221,  209735
1222,  209214
1223,  207967
1224,  205424
1225,  204816
1226,  204620
1227,  205001
1228,  205078
1229,  205096
1230,  204635
1231,  204773
1232,  204240
1233,  204475
1234,  204121
1235,  205035
1236,  204623
1237,  206586
1238,  205655
1239,  206869
1240,  205557
1241,  205525
1242,  205071
1243,  205429
1244,  205182
1245,  205424
1246,  206367
1247,  205873
1248,  205865
1249,  205343
1250,  206116
1251,  205410
1252,  205284
1253,  205079
1254,  205908
1255,  206280
1256,  206272
1257,  206016
1258,  205478
1259,  205907
1260,  205803
1261,  205764
1262,  206322
1263,  206130
1264,  207080
1265,  205949
1266,  206413
1267,  206756
1268,  206225
1269,  207026
1270,  206805
1271,  207285
1272,  207035
1273,  208010
1274,  208089
1275,  208337
1276,  208346
1277,  208335
1278,  207922
1279,  208235
1280,  208420
1281,  207681
1282,  208919
1283,  209048
1284,  209400
1285,  210147
1286,  209968
1287,  210213
1288,  208695
1289,  209440
1290,  209342
1291,  209707
1292,  210146
1293,  211362
1294,  209137
1295,  210321
1296,  209661
1297,  210013
1298,  209895
1299,  208895
1300,  210155
1301,  209379
1302,  210898
1303,  211246
1304,  209643
1305,  209273
1306,  209874
1307,  210594
1308,  210774
1309,  209193
1310,  210590
1311,  210822
1312,  211345
1313,  211145
1314,  210463
1315,  212205
1316,  210970
1317,  212309
1318,  211371
1319,  212491
1320,  212256
1321,  213115
1322,  215075
1323,  217943
1324,  218158
1325,  216294
1326,  214330
1327,  213982
1328,  212814
1329,  213422
1330,  213074
1331,  213112
1332,  214756
1333,  213526
1334,  214018
1335,  214340
1336,  214478
1337,  215033
1338,  214044
1339,  215582
1340,  214720
1341,  215214
1342,  215286
1343,  214877
1344,  216385
1345,  215874
1346,  215663
1347,  216059
1348,  216374
1349,  217035
1350,  216140
1351,  216902
1352,  216837
1353,  218040
1354,  216347
1355,  217065
1356,  217321
1357,  218899
1358,  218237
1359,  218048
1360,  217676
1361,  218183
1362,  219072
1363,  218223
1364,  219259
1365,  219761
1366,  220334
1367,  220169
1368,  218943
1369,  219713
1370,  219756
1371,  220584
1372,  220134
1373,  221180
1374,  221596
1375,  222067
1376,  221759
1377,  221428
1378,  221437
1379,  223203
1380,  222231
1381,  222325
1382,  221848
1383,  222786
1384,  222987
1385,  223972
1386,  223386
1387,  223569
1388,  223767
1389,  223754
1390,  224584
1391,  225142
1392,  226172
1393,  226248
1394,  224567
1395,  225285
1396,  225479
1397,  226020
1398,  226970
1399,  229161
1400,  234860
1401,  242723
1402,  252145
1403,  256174
1404,  247094
1405,  236250
1406,  230163
1407,  227668
1408,  227754
1409,  228421
1410,  227765
1411,  228909
1412,  228521
1413,  228646
1414,  228959
1415,  229023
1416,  229330
1417,  229992
1418,  230021
1419,  230085
1420,  230353
1421,  230459
1422,  232081
1423,  231823
1424,  230635
1425,  232228
1426,  232773
1427,  231925
1428,  232990
1429,  233109
1430,  234435
1431,  233654
1432,  233647
1433,  234203
1434,  234410
1435,  235736
1436,  236242
1437,  238401
1438,  239356
1439,  240488
1440,  238260
1441,  237170
1442,  236743
1443,  236864
1444,  236763
1445,  237964
1446,  237392
1447,  238351
1448,  238508
1449,  238572
1450,  238924
1451,  239373
1452,  240786
1453,  239911
1454,  240283
1455,  241235
1456,  242272
1457,  241505
1458,  241453
1459,  242738
1460,  242438
1461,  243894
1462,  243226
1463,  245028
1464,  244445
1465,  244769
1466,  244360
1467,  245714
1468,  244768
1469,  246149
1470,  246117
1471,  246253
1472,  247059
1473,  246338
1474,  247432
1475,  247744
1476,  248676
1477,  248903
1478,  248606
1479,  248269
1480,  249353
1481,  250397
1482,  249366
1483,  251977
1484,  253814
1485,  255465
1486,  258407
1487,  256955
1488,  256118
1489,  255560
1490,  257625
1491,  262006
1492,  267305
1493,  271310
1494,  267877
1495,  261321
1496,  256717
1497,  255651
1498,  255629
1499,  255893
1500,  256158
1501,  257234
1502,  256600
1503,  257276
1504,  257916
1505,  259053
1506,  258583
1507,  258688
1508,  259120
1509,  259959
1510,  260186
1511,  260563
1512,  262237
1513,  260728
1514,  260992
1515,  261883
1516,  262707
1517,  262895
1518,  263384
1519,  264407
1520,  264731
1521,  264870
1522,  264997
1523,  265955
1524,  265707
1525,  267577
1526,  267386
1527,  268386
1528,  267856
1529,  267969
1530,  268555
1531,  269446
1532,  269995
1533,  270289
1534,  269668
1535,  270852
1536,  271399
1537,  271107
1538,  273622
1539,  272896
1540,  273590
1541,  275243
1542,  274847
1543,  275893
1544,  275324
1545,  276557
1546,  275412
1547,  276154
1548,  276783
1549,  276679
1550,  278055
1551,  277637
1552,  278739
1553,  278779
1554,  279260
1555,  280448
1556,  281137
1557,  280714
1558,  282168
1559,  282506
1560,  282619
1561,  283988
1562,  283424
1563,  283742
1564,  284534
1565,  285925
1566,  286090
1567,  286841
1568,  286148
1569,  287295
1570,  288000
1571,  288563
1572,  289462
1573,  289679
1574,  289214
1575,  291250
1576,  290251
1577,  291571
1578,  290731
1579,  291107
1580,  289342
1581,  291481
1582,  291770
1583,  291340
1584,  291218
1585,  291840
1586,  292324
1587,  292718
1588,  292773
1589,  294013
1590,  294837
1591,  294756
1592,  295544
1593,  296231
1594,  296117
1595,  296172
1596,  295892
1597,  298003
1598,  296098
1599,  298226
1600,  297375
1601,  297770
1602,  297723
1603,  299304
1604,  297894
1605,  298945
1606,  299369
1607,  299368
1608,  299117
1609,  299021
1610,  298413
1611,  300079
1612,  299085
1613,  299291
1614,  298506
1615,  299134
1616,  299197
1617,  298490
1618,  298468
1619,  298368
1620,  297330
1621,  296163
1622,  297034
1623,  295522
1624,  295016
1625,  293465
1626,  292263
1627,  290982
1628,  288738
1629,  287728
1630,  284756
1631,  282019
1632,  280303
1633,  275978
1634,  272442
1635,  267968
1636,  263719
1637,  257927
1638,  252762
1639,  246542
1640,  240785
1641,  236356
1642,  231339
1643,  228003
1644,  224069
1645,  220233
1646,  217334
1647,  215236
1648,  212993
1649,  210722
1650,  209123
1651,  206503
1652,  205332
1653,  203857
1654,  202382
1655,  201004
1656,  199858
1657,  197657
1658,  196592
1659,  195688
1660,  194286
1661,  194279
1662,  193106
1663,  192856
1664,  191788
1665,  190710
1666,  188973
1667,  189189
1668,  187460
1669,  186918
1670,  185432
1671,  184853
1672,  184659
1673,  183612
1674,  182612
1675,  182195
1676,  181833
1677,  180475
1678,  179623
1679,  178891
1680,  177915
1681,  177607
1682,  177571
1683,  176479
1684,  176274
1685,  175186
1686,  174626
1687,  173687
1688,  174350
1689,  173090
1690,  172733
1691,  171859
1692,  170700
1693,  170275
1694,  170050
1695,  169024
1696,  168890
1697,  168300
1698,  167257
1699,  166071
1700,  165816
1701,  164998
1702,  163831
1703,  164294
1704,  163642
1705,  162624
1706,  161545
1707,  161970
1708,  161164
1709,  160669
1710,  159933
1711,  158824
1712,  158404
1713,  157962
1714,  157622
1715,  157179
1716,  156139
1717,  155375
1718,  154509
1719,  153891
1720,  152932
1721,  153026
1722,  151936
1723,  151637
1724,  151825
1725,  151778
1726,  153336
1727,  157132
1728,  160839
1729,  162504
1730,  158247
1731,  151514
1732,  147476
1733,  144856
1734,  144372
1735,  143273
1736,  142272
1737,  141066
1738,  140505
1739,  138763
1740,  138882
1741,  138192
1742,  137238
1743,  137297
1744,  135826
1745,  134963
1746,  134438
1747,  133197
1748,  132179
1749,  131439
1750,  130792
1751,  130538
1752,  129245
1753,  128304
1754,  126437
1755,  126808
1756,  126037
1757,  124918
1758,  123755
1759,  122528
1760,  121836
1761,  120633
1762,  120072
1763,  119426
1764,  117790
1765,  116679
1766,  116012
1767,  115475
1768,  114988
1769,  113970
1770,  112606
1771,  111225
1772,  109871
1773,  109193
1774,  108726
1775,  108032
1776,  106219
1777,  105694
1778,  104388
1779,  103840
1780,  103057
1781,  102937
1782,  102422
1783,  102591
1784,  101018
1785,   99837
1786,   98796
1787,   97969
1788,   96796
1789,   94902
1790,   94781
1791,   93653
1792,   93925
1793,   92420
1794,   91619
1795,   91710
1796,   90496
1797,   90209
1798,   89418
1799,   88489
1800,   87929
1801,   87849
1802,   86819
1803,   86357
1804,   86361
1805,   85229
1806,   84465
1807,   84394
1808,   84485
1809,   84552
1810,   83857
1811,   84252
1812,   84166
1813,   83415
1814,   81520
1815,   80963
1816,   80055
1817,   79407
1818,   78743
1819,   78535
1820,   78476
1821,   77877
1822,   77442
1823,   76793
1824,   76237
1825,   76657
1826,   75931
1827,   75611
1828,   75058
1829,   75288
1830,   74562
1831,   73853
1832,   73716
1833,   73617
1834,   72896
1835,   72926
1836,   72886
1837,   72323
1838,   71366
1839,   71860
1840,   71930
1841,   71328
1842,   71171
1843,   70585
1844,   70955
1845,   70886
1846,   70302
1847,   70177
1848,   69936
1849,   70035
1850,   69255
1851,   70374
1852,   69591
1853,   69617
1854,   69509
1855,   69263
1856,   69054
1857,   69648
1858,   69549
1859,   68952
1860,   69736
1861,   69264
1862,   69239
1863,   69021
1864,   69425
1865,   69536
1866,   70063
1867,   69209
1868,   69284
1869,   69213
1870,   69077
1871,   68949
1872,   69287
1873,   69193
1874,   68568
1875,   69222
1876,   68991
1877,   68747
1878,   68722
1879,   69136
1880,   68706
1881,   68884
1882,   68682
1883,   68548
1884,   68600
1885,   68901
1886,   68256
1887,   68369
1888,   68180
1889,   68470
1890,   68156
1891,   68332
1892,   67747
1893,   67757
1894,   68139
1895,   68191
1896,   68019
1897,   68341
1898,   68408
1899,   67819
1900,   67898
1901,   68612
1902,   68458
1903,   68797
1904,   68460
1905,   68455
1906,   68211
1907,   68566
1908,   69182
1909,   69266
1910,   70430
1911,   71913
1912,   73885
1913,   74184
1914,   72328
1915,   70323
1916,   69136
1917,   68642
1918,   68996
1919,   68770
1920,   69009
1921,   69027
1922,   68833
1923,   68990
1924,   69524
1925,   69600
1926,   69867
1927,   70009
1928,   70080
1929,   70068
1930,   70596
1931,   70929
1932,   71709
1933,   71810
1934,   72645
1935,   73554
1936,   73793
1937,   74220
1938,   75089
1939,   75509
1940,   76422
1941,   77500
1942,   78071
1943,   78578
1944,   79976
1945,   80586
1946,   81767
1947,   82667
1948,   85195
1949,   86725
1950,   88528
1951,   90090
1952,   92392
1953,   93772
1954,   96218
1955,   98836
1956,  102216
1957,  107656
1958,  114983
1959,  126275
1960,  144797
1961,  175663
1962,  235748
1963,  348384
1964,  568168
1965,  991916
1966, 1846084
1967, 3538212
1968, 6285724
1969, 9035469
1970, 9588065
1971, 7197695
1972, 3875491
1973, 1615179
1974,  640526
1975,  327373
1976,  227977
1977,  183124
1978,  154422
1979,  132881
1980,  116398
1981,  102820
1982,   91619
1983,   83295
1984,   76368
1985,   69782
1986,   64809
1987,   60251
1988,   56615
1989,   52875
1990,   49998
1991,   47220
1992,   44451
1993,   42652
1994,   40144
1995,   38672
1996,   37106
1997,   35819
1998,   34531
1999,   33263
2000,   32124
2001,   31548
2002,   30233
2003,   29480
2004,   28784
2005,   28191
2006,   27151
2007,   26647
2008,   26239
2009,   25544
2010,   25103
2011,   24686
2012,   24238
2013,   23478
2014,   23374
2015,   22824
2016,   22418
2017,   22168
2018,   21868
2019,   21683
2020,   21258
2021,   20986
2022,   20408
2023,   20273
2024,   20090
2025,   19880
2026,   19604
2027,   19653
