    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/03/05,11:03:45
MCA Data File,200305 HPGe B sample 2 50 um 2nd measurement.asc
 561,  175626
 562,  173792
 563,  173380
 564,  172847
 565,  172207
 566,  170399
 567,  169984
 568,  168754
 569,  169095
 570,  167472
 571,  167236
 572,  166604
 573,  165738
 574,  163979
 575,  164354
 576,  163168
 577,  162345
 578,  162111
 579,  160980
 580,  160012
 581,  158629
 582,  159414
 583,  159114
 584,  157506
 585,  157613
 586,  156263
 587,  155507
 588,  154693
 589,  154678
 590,  153027
 591,  152444
 592,  151772
 593,  151060
 594,  149925
 595,  149770
 596,  150095
 597,  148717
 598,  147535
 599,  147651
 600,  145928
 601,  146309
 602,  144627
 603,  144226
 604,  144259
 605,  142770
 606,  142585
 607,  142035
 608,  141128
 609,  140669
 610,  139563
 611,  139064
 612,  138517
 613,  138003
 614,  136805
 615,  136147
 616,  135325
 617,  134958
 618,  134957
 619,  133813
 620,  133746
 621,  132372
 622,  131682
 623,  131563
 624,  130160
 625,  130470
 626,  129395
 627,  129116
 628,  127988
 629,  127925
 630,  127364
 631,  127825
 632,  126205
 633,  126111
 634,  125949
 635,  125059
 636,  124180
 637,  124049
 638,  123200
 639,  123328
 640,  122358
 641,  122230
 642,  121389
 643,  122081
 644,  120997
 645,  121265
 646,  120263
 647,  120704
 648,  120117
 649,  119869
 650,  119703
 651,  118950
 652,  118473
 653,  118895
 654,  118892
 655,  118043
 656,  118083
 657,  117590
 658,  117399
 659,  118024
 660,  117559
 661,  116617
 662,  117648
 663,  117295
 664,  116164
 665,  116839
 666,  116443
 667,  115722
 668,  115845
 669,  115309
 670,  115224
 671,  115398
 672,  114898
 673,  114901
 674,  114914
 675,  115362
 676,  114757
 677,  114793
 678,  114424
 679,  114543
 680,  113784
 681,  113385
 682,  113288
 683,  113349
 684,  113188
 685,  113016
 686,  112836
 687,  111990
 688,  112174
 689,  111725
 690,  112678
 691,  111549
 692,  111765
 693,  111339
 694,  111247
 695,  111032
 696,  110378
 697,  110293
 698,  110903
 699,  110473
 700,  110293
 701,  110303
 702,  109970
 703,  109634
 704,  109195
 705,  108345
 706,  109067
 707,  108611
 708,  108697
 709,  108340
 710,  107943
 711,  108269
 712,  108072
 713,  107982
 714,  108245
 715,  107681
 716,  107156
 717,  106861
 718,  106634
 719,  106453
 720,  106073
 721,  106136
 722,  105915
 723,  105518
 724,  105051
 725,  105081
 726,  105388
 727,  104742
 728,  104606
 729,  104850
 730,  104433
 731,  104652
 732,  103949
 733,  103892
 734,  103558
 735,  104244
 736,  103207
 737,  103615
 738,  103819
 739,  102026
 740,  102459
 741,  102908
 742,  102391
 743,  102135
 744,  102317
 745,  102581
 746,  102016
 747,  101835
 748,  101465
 749,  101701
 750,  101353
 751,  101629
 752,  101214
 753,  101200
 754,  101217
 755,  100875
 756,  100111
 757,  100983
 758,  100937
 759,  101295
 760,  100471
 761,  100374
 762,  100488
 763,  100394
 764,  100091
 765,  100453
 766,  100455
 767,  100064
 768,  100321
 769,  100629
 770,  100028
 771,  100646
 772,  101137
 773,  100963
 774,  100234
 775,  101301
 776,  101668
 777,  102574
 778,  103266
 779,  104625
 780,  107349
 781,  112737
 782,  121265
 783,  139156
 784,  184180
 785,  297364
 786,  566181
 787, 1135813
 788, 2097329
 789, 3283652
 790, 4148691
 791, 4141907
 792, 3243735
 793, 2058879
 794, 1110211
 795,  562119
 796,  306482
 797,  199431
 798,  150163
 799,  124075
 800,  107706
 801,   95712
 802,   88544
 803,   81549
 804,   76938
 805,   73444
 806,   69593
 807,   67407
 808,   65558
 809,   63300
 810,   61155
 811,   59851
 812,   58246
 813,   57476
 814,   55934
 815,   55127
 816,   54464
 817,   53614
 818,   52983
 819,   52558
 820,   51610
 821,   51173
 822,   50522
 823,   50663
 824,   49702
 825,   49051
 826,   49251
 827,   48911
 828,   48650
 829,   47902
 830,   47922
 831,   47753
 832,   47427
 833,   47114
 834,   46975
 835,   46223
 836,   46415
 837,   46214
 838,   45929
 839,   45872
 840,   45801
 841,   45253
 842,   45228
 843,   45016
 844,   45111
 845,   44978
 846,   44761
 847,   44650
 848,   44304
 849,   44278
 850,   43572
 851,   43753
 852,   43679
 853,   43921
 854,   43546
 855,   43782
 856,   43366
 857,   43429
 858,   43515
 859,   43218
 860,   42806
 861,   43356
 862,   43019
 863,   42725
 864,   42272
 865,   42917
 866,   42724
 867,   42496
 868,   42487
 869,   42574
 870,   42331
 871,   42998
 872,   42360
 873,   42407
 874,   41906
 875,   42005
 876,   41839
 877,   41880
 878,   41742
 879,   41556
 880,   41763
 881,   41329
 882,   41349
 883,   41267
 884,   41204
 885,   41208
 886,   40774
 887,   41174
 888,   41099
 889,   40891
 890,   40894
 891,   40848
 892,   40894
 893,   40631
 894,   40709
 895,   40761
 896,   40701
 897,   40706
 898,   41127
 899,   40671
 900,   40687
 901,   41165
 902,   42499
 903,   45040
 904,   47420
 905,   45202
 906,   42253
 907,   40576
 908,   40091
 909,   40149
 910,   39718
 911,   39894
 912,   40132
 913,   39898
 914,   39813
 915,   39667
 916,   39674
 917,   39993
 918,   39748
 919,   39805
 920,   39317
 921,   39701
 922,   39611
 923,   39034
 924,   39488
 925,   39869
 926,   39344
 927,   39066
 928,   39867
 929,   39324
 930,   39097
 931,   39429
 932,   39140
 933,   39333
 934,   39665
 935,   39469
 936,   38829
 937,   39083
 938,   39548
 939,   38526
 940,   39406
 941,   39294
 942,   39801
 943,   42168
 944,   46705
 945,   49184
 946,   46970
 947,   41810
 948,   39366
 949,   39180
 950,   38752
 951,   38853
 952,   38425
 953,   38721
 954,   38731
 955,   38528
 956,   38460
 957,   38693
 958,   38523
 959,   38420
 960,   38156
 961,   38494
 962,   38310
 963,   38341
 964,   38376
 965,   38412
 966,   38123
 967,   38309
 968,   38181
 969,   38343
 970,   37952
 971,   38520
 972,   38217
 973,   37963
 974,   37809
 975,   38219
 976,   37974
 977,   37564
 978,   37932
 979,   37968
 980,   37439
 981,   38141
 982,   37904
 983,   37984
 984,   37826
 985,   37650
 986,   37519
 987,   37674
 988,   37503
 989,   37626
 990,   37461
 991,   37643
 992,   37676
 993,   37803
 994,   37421
 995,   37358
 996,   37336
 997,   37890
 998,   37385
 999,   37485
1000,   37578
1001,   37395
1002,   37616
1003,   37319
1004,   37577
1005,   37141
1006,   37356
1007,   37421
1008,   37415
1009,   37330
1010,   37309
1011,   37079
1012,   37299
1013,   37143
1014,   37255
1015,   37209
1016,   37283
1017,   37093
1018,   37084
1019,   37402
1020,   36774
1021,   37038
1022,   37296
1023,   37016
1024,   37172
1025,   37030
1026,   37103
1027,   36845
1028,   37278
1029,   37098
1030,   36990
1031,   36907
1032,   36884
1033,   37269
1034,   37144
1035,   37237
1036,   36660
1037,   37084
1038,   37189
1039,   36597
1040,   36857
1041,   36665
1042,   36775
1043,   36646
1044,   36769
1045,   36895
1046,   36695
1047,   36631
1048,   36425
1049,   36859
1050,   36818
1051,   36506
1052,   36518
1053,   36866
1054,   36889
1055,   36575
1056,   36421
1057,   37066
1058,   36231
1059,   36619
1060,   36712
1061,   36550
1062,   36439
1063,   36717
1064,   36274
1065,   36519
1066,   36709
1067,   36598
1068,   36609
1069,   36630
1070,   36298
1071,   36593
1072,   36566
1073,   36485
1074,   36189
1075,   36728
1076,   36577
1077,   35996
1078,   36178
1079,   36506
1080,   36201
1081,   36076
1082,   36019
1083,   36262
1084,   36314
1085,   36344
1086,   35930
1087,   36496
1088,   36259
1089,   36116
1090,   36172
1091,   36363
1092,   35930
1093,   36391
1094,   36143
1095,   36059
1096,   35832
1097,   35925
1098,   36015
1099,   35997
1100,   35977
1101,   36184
1102,   36184
1103,   36017
1104,   35761
1105,   36254
1106,   35590
1107,   36237
1108,   36098
1109,   36306
1110,   36021
1111,   36357
1112,   36041
1113,   35835
1114,   35993
1115,   35970
1116,   35964
1117,   36083
1118,   35884
1119,   35964
1120,   35900
1121,   36115
1122,   36130
1123,   36037
1124,   35762
1125,   35939
1126,   35832
1127,   35881
1128,   36231
1129,   36680
1130,   37398
1131,   37497
1132,   36514
1133,   36184
1134,   35607
1135,   36040
1136,   35675
1137,   36107
1138,   35632
1139,   35803
1140,   35816
1141,   35681
1142,   35826
1143,   35935
1144,   35516
1145,   35837
1146,   35366
1147,   35568
1148,   35347
1149,   35832
1150,   35549
1151,   36029
1152,   35788
1153,   36029
1154,   35946
1155,   35860
1156,   36003
1157,   35541
1158,   35790
1159,   35738
1160,   35894
1161,   35988
1162,   35912
1163,   35964
1164,   35551
1165,   35588
1166,   35314
1167,   35574
1168,   35442
1169,   35915
1170,   35733
1171,   35827
1172,   36012
1173,   36287
1174,   36386
1175,   36043
1176,   36101
1177,   36099
1178,   35876
1179,   35606
1180,   36114
1181,   36325
1182,   36072
1183,   35706
1184,   36589
1185,   37201
1186,   37867
1187,   39252
1188,   39090
1189,   38668
1190,   37371
1191,   36593
1192,   36451
1193,   36577
1194,   36646
1195,   37352
1196,   36594
1197,   36143
1198,   35916
1199,   35783
1200,   36131
1201,   36437
1202,   36432
1203,   36498
1204,   35957
1205,   36150
1206,   35878
1207,   35905
1208,   35737
1209,   36034
1210,   35885
1211,   35951
1212,   35823
1213,   35963
1214,   35576
1215,   35966
1216,   36259
1217,   36241
1218,   35915
1219,   35827
1220,   36060
1221,   36497
1222,   36377
1223,   36273
1224,   36213
1225,   35932
1226,   35916
1227,   35903
1228,   35827
1229,   36009
1230,   36109
1231,   36556
1232,   35967
1233,   35923
1234,   35870
1235,   36368
1236,   36936
1237,   36769
1238,   36764
1239,   36321
1240,   35981
1241,   36287
1242,   36281
1243,   36197
1244,   35864
1245,   36194
1246,   36132
1247,   36304
1248,   36491
1249,   36236
1250,   35909
1251,   36353
1252,   36607
1253,   36295
1254,   36354
1255,   36257
1256,   36052
1257,   36384
1258,   36151
1259,   36071
1260,   36093
1261,   36186
1262,   36504
1263,   36557
1264,   36030
1265,   36594
1266,   36437
1267,   36282
1268,   36323
1269,   36295
1270,   36301
1271,   36310
1272,   36311
1273,   36689
1274,   36108
1275,   35981
1276,   36517
1277,   36634
1278,   36494
1279,   36692
1280,   36880
1281,   36913
1282,   36672
1283,   36252
1284,   36163
1285,   36478
1286,   36675
1287,   36453
1288,   36668
1289,   36893
1290,   36370
1291,   36714
1292,   36488
1293,   37113
1294,   37061
1295,   36750
1296,   36466
1297,   36419
1298,   36799
1299,   37076
1300,   36956
1301,   37248
1302,   36856
1303,   36691
1304,   37009
1305,   36921
1306,   37138
1307,   37408
1308,   37114
1309,   37246
1310,   37235
1311,   36986
1312,   36903
1313,   37081
1314,   37303
1315,   37282
1316,   37033
1317,   37214
1318,   36902
1319,   37105
1320,   36923
1321,   37303
1322,   37644
1323,   37346
1324,   37364
1325,   37265
1326,   37110
1327,   37433
1328,   37228
1329,   37284
1330,   37402
1331,   37443
1332,   37403
1333,   37259
1334,   37581
1335,   37665
1336,   37785
1337,   37841
1338,   37949
1339,   38649
1340,   38611
1341,   38286
1342,   37998
1343,   37787
1344,   37685
1345,   37757
1346,   37670
1347,   38124
1348,   37650
1349,   38251
1350,   37863
1351,   37995
1352,   37792
1353,   38024
1354,   38101
1355,   37862
1356,   38055
1357,   37995
1358,   38273
1359,   38372
1360,   37727
1361,   38245
1362,   38046
1363,   38068
1364,   37978
1365,   38147
1366,   38604
1367,   38528
1368,   38472
1369,   38351
1370,   38469
1371,   38922
1372,   38738
1373,   38624
1374,   38524
1375,   38619
1376,   38390
1377,   38787
1378,   38530
1379,   38956
1380,   38873
1381,   38745
1382,   38785
1383,   39114
1384,   38977
1385,   38987
1386,   39372
1387,   38862
1388,   39017
1389,   39063
1390,   39058
1391,   39166
1392,   39586
1393,   39615
1394,   39372
1395,   39038
1396,   39261
1397,   39509
1398,   39322
1399,   39411
1400,   39540
1401,   39071
1402,   39537
1403,   39627
1404,   39731
1405,   39314
1406,   39579
1407,   39532
1408,   39877
1409,   39821
1410,   40257
1411,   39765
1412,   39644
1413,   40037
1414,   39957
1415,   39928
1416,   40508
1417,   40823
1418,   42219
1419,   44360
1420,   44602
1421,   43169
1422,   42081
1423,   40714
1424,   40597
1425,   40351
1426,   40485
1427,   40298
1428,   40613
1429,   40683
1430,   40697
1431,   40610
1432,   41147
1433,   40907
1434,   41063
1435,   41030
1436,   41036
1437,   40899
1438,   41123
1439,   41135
1440,   41462
1441,   40928
1442,   41408
1443,   41518
1444,   41302
1445,   41367
1446,   41253
1447,   41935
1448,   41510
1449,   42089
1450,   41816
1451,   41805
1452,   41915
1453,   42136
1454,   42359
1455,   42437
1456,   42343
1457,   42580
1458,   42310
1459,   42652
1460,   42858
1461,   42338
1462,   42486
1463,   42398
1464,   42450
1465,   42623
1466,   42778
1467,   42503
1468,   42627
1469,   42796
1470,   42584
1471,   42787
1472,   43218
1473,   42843
1474,   43041
1475,   43599
1476,   43464
1477,   43742
1478,   43566
1479,   43967
1480,   43472
1481,   43445
1482,   43658
1483,   43604
1484,   44181
1485,   43638
1486,   43642
1487,   43660
1488,   44522
1489,   44018
1490,   44071
1491,   44207
1492,   44885
1493,   44340
1494,   44318
1495,   44290
1496,   44625
1497,   44811
1498,   44860
1499,   44377
1500,   44969
1501,   45336
1502,   45431
1503,   45729
1504,   46183
1505,   46135
1506,   45925
1507,   45714
1508,   46301
1509,   47005
1510,   48559
1511,   48409
1512,   47358
1513,   46274
1514,   45720
1515,   45440
1516,   45913
1517,   46478
1518,   46163
1519,   46261
1520,   46607
1521,   46853
1522,   46555
1523,   46803
1524,   46947
1525,   46693
1526,   46605
1527,   46618
1528,   46846
1529,   46985
1530,   47101
1531,   47315
1532,   47488
1533,   47931
1534,   47627
1535,   48004
1536,   47375
1537,   47499
1538,   47728
1539,   47730
1540,   47902
1541,   47909
1542,   47752
1543,   48090
1544,   48569
1545,   48259
1546,   48411
1547,   48611
1548,   48741
1549,   48727
1550,   49319
1551,   49060
1552,   49131
1553,   49299
1554,   48949
1555,   49049
1556,   49523
1557,   49576
1558,   49667
1559,   49646
1560,   49710
1561,   49926
1562,   49779
1563,   49835
1564,   50500
1565,   50065
1566,   50304
1567,   50941
1568,   50358
1569,   50671
1570,   50552
1571,   50452
1572,   50678
1573,   50851
1574,   51007
1575,   50830
1576,   51004
1577,   51280
1578,   51486
1579,   51340
1580,   51686
1581,   51799
1582,   51556
1583,   51730
1584,   52092
1585,   51684
1586,   52193
1587,   52496
1588,   52870
1589,   52601
1590,   52847
1591,   52626
1592,   52485
1593,   53294
1594,   53242
1595,   53018
1596,   53270
1597,   52870
1598,   52984
1599,   53554
1600,   52829
1601,   52907
1602,   53667
1603,   53709
1604,   53752
1605,   53646
1606,   53398
1607,   53776
1608,   53591
1609,   53892
1610,   53979
1611,   53903
1612,   54099
1613,   54350
1614,   53753
1615,   54418
1616,   54476
1617,   54655
1618,   54491
1619,   54363
1620,   54444
1621,   54693
1622,   54213
1623,   54262
1624,   55180
1625,   54913
1626,   54716
1627,   54829
1628,   54313
1629,   54519
1630,   54802
1631,   54494
1632,   54775
1633,   54611
1634,   54341
1635,   54735
1636,   54889
1637,   54501
1638,   54423
1639,   53998
1640,   54130
1641,   54374
1642,   53986
1643,   53478
1644,   53455
1645,   53216
1646,   52970
1647,   52706
1648,   52129
1649,   52081
1650,   51650
1651,   50724
1652,   49922
1653,   49223
1654,   48060
1655,   47209
1656,   46146
1657,   45141
1658,   43743
1659,   43208
1660,   42034
1661,   41084
1662,   40316
1663,   39844
1664,   39359
1665,   38465
1666,   38046
1667,   37937
1668,   37564
1669,   37080
1670,   36527
1671,   36430
1672,   36557
1673,   35655
1674,   35313
1675,   35063
1676,   35401
1677,   34678
1678,   34719
1679,   34346
1680,   34164
1681,   34070
1682,   34078
1683,   33652
1684,   33437
1685,   33793
1686,   33517
1687,   33294
1688,   33413
1689,   32695
1690,   32725
1691,   32667
1692,   32648
1693,   32451
1694,   31994
1695,   32296
1696,   32146
1697,   31922
1698,   31977
1699,   31431
1700,   31635
1701,   31870
1702,   31394
1703,   31086
1704,   30934
1705,   31130
1706,   30613
1707,   30520
1708,   30863
1709,   30510
1710,   30408
1711,   30239
1712,   30202
1713,   30312
1714,   30072
1715,   29814
1716,   29965
1717,   29727
1718,   29646
1719,   29373
1720,   29236
1721,   29481
1722,   29427
1723,   28975
1724,   28907
1725,   28880
1726,   28631
1727,   28607
1728,   28501
1729,   28276
1730,   28657
1731,   28237
1732,   28178
1733,   28229
1734,   28071
1735,   28114
1736,   27653
1737,   27356
1738,   27319
1739,   27446
1740,   27362
1741,   26953
1742,   27062
1743,   26734
1744,   26956
1745,   26980
1746,   27434
1747,   27725
1748,   28873
1749,   28646
1750,   27357
1751,   26583
1752,   26004
1753,   25641
1754,   25666
1755,   25509
1756,   25368
1757,   25135
1758,   25171
1759,   24722
1760,   24280
1761,   24558
1762,   24427
1763,   24239
1764,   24149
1765,   23914
1766,   23680
1767,   23639
1768,   23577
1769,   23683
1770,   23306
1771,   23281
1772,   22734
1773,   22772
1774,   22532
1775,   22006
1776,   22442
1777,   22200
1778,   21959
1779,   21504
1780,   21438
1781,   21482
1782,   21177
1783,   21126
1784,   20869
1785,   20603
1786,   20410
1787,   20309
1788,   20063
1789,   20066
1790,   19608
1791,   19724
1792,   19346
1793,   19251
1794,   19115
1795,   18869
1796,   18557
1797,   18403
1798,   18345
1799,   18403
1800,   17939
1801,   17998
1802,   17895
1803,   17477
1804,   17529
1805,   17211
1806,   17055
1807,   16823
1808,   16613
1809,   16358
1810,   15927
1811,   16245
1812,   15895
1813,   15794
1814,   15689
1815,   15590
1816,   15450
1817,   15070
1818,   15150
1819,   15269
1820,   14951
1821,   14909
1822,   14590
1823,   14530
1824,   14539
1825,   14423
1826,   14419
1827,   14079
1828,   14221
1829,   14244
1830,   14112
1831,   14188
1832,   13904
1833,   13804
1834,   13529
1835,   13404
1836,   13385
1837,   13200
1838,   13130
1839,   13130
1840,   12889
1841,   12759
1842,   12738
1843,   12723
1844,   12483
1845,   12399
1846,   12411
1847,   12288
1848,   12314
1849,   12195
1850,   12013
1851,   11980
1852,   11707
1853,   11739
1854,   11619
1855,   11625
1856,   11402
1857,   11357
1858,   11368
1859,   11426
1860,   11050
1861,   11121
1862,   10839
1863,   11087
1864,   11037
1865,   11081
1866,   11002
1867,   11029
1868,   10838
1869,   10783
1870,   10936
1871,   10957
1872,   10785
1873,   10726
1874,   10596
1875,   10700
1876,   10396
1877,   10497
1878,   10671
1879,   10658
1880,   10546
1881,   10561
1882,   10504
1883,   10347
1884,   10498
1885,   10589
1886,   10508
1887,   10552
1888,   10331
1889,   10246
1890,   10513
1891,   10168
1892,   10491
1893,   10249
1894,   10241
1895,   10177
1896,   10292
1897,   10254
1898,   10124
1899,   10149
1900,   10191
1901,   10274
1902,   10049
1903,   10078
1904,   10262
1905,   10347
1906,   10261
1907,   10151
1908,   10032
1909,   10169
1910,   10141
1911,   10125
1912,   10219
1913,   10091
1914,   10076
1915,   10249
1916,    9942
1917,   10006
1918,   10051
1919,   10007
1920,   10037
1921,    9818
1922,   10018
1923,   10108
1924,   10006
1925,    9885
1926,    9896
1927,    9997
1928,    9951
1929,    9821
1930,    9907
1931,   10029
1932,   10161
1933,   10626
1934,   10528
1935,   10307
1936,    9946
1937,    9821
1938,    9809
1939,    9786
1940,    9569
1941,    9743
1942,    9776
1943,    9795
1944,    9581
1945,    9565
1946,    9571
1947,    9675
1948,    9610
1949,    9530
1950,    9612
1951,    9664
1952,    9685
1953,    9560
1954,    9608
1955,    9662
1956,    9538
1957,    9736
1958,    9803
1959,    9539
1960,    9614
1961,    9740
1962,    9765
1963,    9721
1964,    9766
1965,    9786
1966,    9891
1967,    9971
1968,   10031
1969,   10202
1970,   10305
1971,   10245
1972,   10489
1973,   10524
1974,   10719
1975,   10609
1976,   10878
1977,   11093
1978,   11516
1979,   11960
1980,   12407
1981,   13862
1982,   15941
1983,   19602
1984,   26965
1985,   42272
1986,   77965
1987,  165206
1988,  375822
1989,  812542
1990, 1415624
1991, 1784346
1992, 1514065
1993,  859944
1994,  345385
1995,  124811
1996,   60690
1997,   41559
1998,   33035
1999,   27378
2000,   23300
2001,   20084
2002,   17393
2003,   15308
2004,   13731
2005,   12639
2006,   11745
2007,   10591
2008,   10046
2009,    9328
2010,    8633
2011,    8125
2012,    7813
2013,    7403
2014,    7036
2015,    6698
2016,    6481
2017,    6106
2018,    5837
2019,    5673
2020,    5519
2021,    5356
2022,    5079
2023,    4918
2024,    4917
2025,    4720
2026,    4456
2027,    4488
2028,    4403
2029,    4261
2030,    4179
